time,id,class_id,confidence,x_min,x_max,y_min,y_max,border_left,border_right,border_top,border_bottom,vx_min,vx_max,vy_min,vy_max,sigma_x_min_00,sigma_x_min_01,sigma_x_min_10,sigma_x_min_11,sigma_x_max_00,sigma_x_max_01,sigma_x_max_10,sigma_x_max_11,sigma_y_min_00,sigma_y_min_01,sigma_y_min_10,sigma_y_min_11,sigma_y_max_00,sigma_y_max_01,sigma_y_max_10,sigma_y_max_11,x_center,y_center,vx_center,vy_center,vx_center_var,vy_center_var,retention_count,body,matched,x_min_d,x_max_d,y_min_d,y_max_d
0.100,2796793997128,2,1.000,368.333,387.333,226.000,275.667,1,1,1,1,-3.333,-3.333,0.000,3.333,66.667,333.333,333.333,6766.667,66.667,333.333,333.333,6766.667,66.667,333.333,333.333,6766.667,66.667,333.333,333.333,6766.667,377.833,250.833,-3.333,1.667,133.333,133.333,0,2796793997968,True,368.000,387.000,226.000,276.000
0.100,2799695469760,2,1.000,351.333,368.000,228.667,278.333,1,1,1,1,6.667,0.000,3.333,6.667,66.667,333.333,333.333,6766.667,66.667,333.333,333.333,6766.667,66.667,333.333,333.333,6766.667,66.667,333.333,333.333,6766.667,359.667,253.500,3.333,5.000,133.333,133.333,0,2799695468752,True,352.000,368.000,229.000,279.000
0.100,2799695466792,1,1.000,1172.333,1297.000,255.000,304.333,1,2,1,1,-3.333,0.000,0.000,-3.333,66.667,333.333,333.333,6766.667,66.667,333.333,333.333,6766.667,66.667,333.333,333.333,6766.667,66.667,333.333,333.333,6766.667,1234.667,279.667,-1.667,-1.667,133.333,133.333,0,2799695469816,True,1172.000,1297.000,255.000,304.000
0.100,2799695467184,2,0.863,230.333,265.333,223.667,302.667,1,1,1,1,-3.333,-13.333,3.333,-6.667,66.667,333.333,333.333,6766.667,66.667,333.333,333.333,6766.667,66.667,333.333,333.333,6766.667,66.667,333.333,333.333,6766.667,247.833,263.167,-8.333,-1.667,133.333,133.333,0,2799695470096,True,230.000,264.000,224.000,302.000
0.100,2799695470320,2,0.948,248.000,278.333,221.000,298.667,1,1,1,1,30.000,-3.333,0.000,3.333,66.667,333.333,333.333,6766.667,66.667,333.333,333.333,6766.667,66.667,333.333,333.333,6766.667,66.667,333.333,333.333,6766.667,263.167,259.833,13.333,1.667,133.333,133.333,0,2799695466904,True,251.000,278.000,221.000,299.000
0.100,2801324014896,1,1.000,682.000,722.000,242.000,270.000,1,1,1,1,0.000,0.000,0.000,0.000,100.000,0.000,0.000,10000.000,100.000,0.000,0.000,10000.000,100.000,0.000,0.000,10000.000,100.000,0.000,0.000,10000.000,702.000,256.000,0.000,0.000,200.000,200.000,0,2801324011928,False,682.000,722.000,242.000,270.000
0.100,2801324015344,2,1.000,241.000,270.000,223.000,302.000,1,1,1,1,0.000,0.000,0.000,0.000,100.000,0.000,0.000,10000.000,100.000,0.000,0.000,10000.000,100.000,0.000,0.000,10000.000,100.000,0.000,0.000,10000.000,255.500,262.500,0.000,0.000,200.000,200.000,0,2801324014280,False,241.000,270.000,223.000,302.000
0.100,2801323680992,2,1.000,257.000,284.000,218.000,290.000,1,1,1,1,0.000,0.000,0.000,0.000,100.000,0.000,0.000,10000.000,100.000,0.000,0.000,10000.000,100.000,0.000,0.000,10000.000,100.000,0.000,0.000,10000.000,270.500,254.000,0.000,0.000,200.000,200.000,0,2796781882168,False,257.000,284.000,218.000,290.000
0.200,2796793998752,1,1.000,1118.668,1239.000,254.000,302.668,1,1,1,1,-3.311,-3.333,0.000,3.355,66.777,335.548,335.548,3477.630,66.777,335.548,335.548,3477.630,66.777,335.548,335.548,3477.630,66.777,335.548,335.548,3477.630,1178.834,278.334,-3.322,1.678,133.555,133.555,0,2796793999200,True,1119.000,1239.000,254.000,303.000
0.200,2796793998080,1,1.000,1041.336,1152.668,251.668,300.668,1,1,1,1,10.044,3.355,0.022,3.355,66.777,335.548,335.548,3477.630,66.777,335.548,335.548,3477.630,66.777,335.548,335.548,3477.630,66.777,335.548,335.548,3477.630,1097.002,276.168,6.700,1.689,133.555,133.555,0,2796793997520,True,1042.000,1153.000,252.000,301.000
0.200,2796793995728,2,1.000,625.664,696.983,223.668,374.332,1,1,1,1,-36.711,-66.999,13.355,-10.022,66.777,335.548,335.548,3477.630,66.777,335.548,335.548,3477.630,66.777,335.548,335.548,3477.630,66.777,335.548,335.548,3477.630,661.324,299.000,-51.855,1.667,133.555,133.555,0,2796793997072,True,625.000,692.000,224.000,374.000
0.200,2796793997800,1,1.000,534.681,653.000,238.336,324.997,1,1,1,1,80.288,13.333,0.044,-26.733,66.777,335.548,335.548,3477.630,66.777,335.548,335.548,3477.630,66.777,335.548,335.548,3477.630,66.777,335.548,335.548,3477.630,593.841,281.666,46.811,-13.344,133.555,133.555,0,2796793995504,True,539.000,653.000,239.000,324.000
0.200,2796793997184,2,1.000,224.000,253.000,226.000,300.000,1,1,1,1,-3.333,-13.333,3.333,-10.000,201.000,1010.000,1010.000,6866.667,201.000,1010.000,1010.000,6866.667,201.000,1010.000,1010.000,6866.667,201.000,1010.000,1010.000,6866.667,238.500,263.000,-8.333,-3.333,402.000,402.000,1,2796793998976,False,224.000,253.000,226.000,300.000
0.200,2796793995952,2,1.000,202.336,229.000,214.664,287.336,1,1,1,1,20.044,13.333,-13.378,16.711,66.777,335.548,335.548,3477.630,66.777,335.548,335.548,3477.630,66.777,335.548,335.548,3477.630,66.777,335.548,335.548,3477.630,215.668,251.000,16.689,1.667,133.555,133.555,0,2796793997240,True,203.000,229.000,214.000,288.000
0.200,2796793998920,2,1.000,290.003,323.339,224.993,314.332,1,1,1,1,30.066,20.111,-13.466,-6.689,66.777,335.548,335.548,3477.630,66.777,335.548,335.548,3477.630,66.777,335.548,335.548,3477.630,66.777,335.548,335.548,3477.630,306.671,269.663,25.089,-10.078,133.555,133.555,0,2796793995616,True,291.000,325.000,223.000,314.000
0.200,2796793997128,2,1.000,367.332,385.664,228.003,275.332,1,1,1,1,-6.689,-10.044,10.066,-0.022,66.777,335.548,335.548,3477.630,66.777,335.548,335.548,3477.630,66.777,335.548,335.548,3477.630,66.777,335.548,335.548,3477.630,376.498,251.668,-8.367,5.022,133.555,133.555,0,2796793997968,True,367.000,385.000,229.000,275.000
0.200,2799695469760,2,0.970,350.664,367.332,229.000,276.997,1,1,1,1,-0.044,-3.355,3.333,-3.400,66.777,335.548,335.548,3477.630,66.777,335.548,335.548,3477.630,66.777,335.548,335.548,3477.630,66.777,335.548,335.548,3477.630,358.998,252.998,-1.700,-0.033,133.555,133.555,0,2799695468752,True,350.000,367.000,229.000,276.000
0.200,2799695466792,1,1.000,1172.668,1294.997,255.000,304.668,1,2,1,1,0.022,-10.066,0.000,0.022,66.777,335.548,335.548,3477.630,66.777,335.548,335.548,3477.630,66.777,335.548,335.548,3477.630,66.777,335.548,335.548,3477.630,1233.832,279.834,-5.022,0.011,133.555,133.555,0,2799695469816,True,1173.000,1294.000,255.000,305.000
0.200,2799695467184,2,1.000,230.668,266.671,223.332,300.664,1,1,1,1,0.022,0.089,-0.022,-13.378,66.777,335.548,335.548,3477.630,66.777,335.548,335.548,3477.630,66.777,335.548,335.548,3477.630,66.777,335.548,335.548,3477.630,248.669,261.998,0.055,-6.700,133.555,133.555,0,2799695470096,True,231.000,268.000,223.000,300.000
0.200,2799695470320,2,0.948,251.000,278.000,221.000,299.000,1,1,1,1,30.000,-3.333,0.000,3.333,201.000,1010.000,1010.000,6866.667,201.000,1010.000,1010.000,6866.667,201.000,1010.000,1010.000,6866.667,201.000,1010.000,1010.000,6866.667,264.500,260.000,13.333,1.667,402.000,402.000,1,2799695466904,False,251.000,278.000,221.000,299.000
0.200,2801324014896,1,1.000,684.000,721.333,242.667,270.667,1,1,1,1,10.000,-3.333,3.333,3.333,66.667,333.333,333.333,6766.667,66.667,333.333,333.333,6766.667,66.667,333.333,333.333,6766.667,66.667,333.333,333.333,6766.667,702.667,256.667,3.333,3.333,133.333,133.333,0,2801324011928,True,685.000,721.000,243.000,271.000
0.200,2801324015344,2,1.000,241.000,270.000,223.000,302.000,1,1,1,1,0.000,0.000,0.000,0.000,200.000,1000.000,1000.000,10100.000,200.000,1000.000,1000.000,10100.000,200.000,1000.000,1000.000,10100.000,200.000,1000.000,1000.000,10100.000,255.500,262.500,0.000,0.000,400.000,400.000,1,2801324014280,False,241.000,270.000,223.000,302.000
