time,id,class_id,x,y,z,vx,vy,vz,sigma_00,sigma_01,sigma_02,sigma_03,sigma_04,sigma_05,sigma_10,sigma_11,sigma_12,sigma_13,sigma_14,sigma_15,sigma_20,sigma_21,sigma_22,sigma_23,sigma_24,sigma_25,sigma_30,sigma_31,sigma_32,sigma_33,sigma_34,sigma_35,sigma_40,sigma_41,sigma_42,sigma_43,sigma_44,sigma_45,sigma_50,sigma_51,sigma_52,sigma_53,sigma_54,sigma_55,x_pattern_left,y_pattern_left,z_pattern_left,x_pattern_right,y_pattern_right,z_pattern_right,pattern_left, pattern_right,status,collision_p,c_time,c_x,c_y,c_z,c_sigma_00,c_sigma_01,c_sigma_02,c_sigma_03,c_sigma_04,c_sigma_05,c_sigma_10,c_sigma_11,c_sigma_12,c_sigma_13,c_sigma_14,c_sigma_15,c_sigma_20,c_sigma_21,c_sigma_22,c_sigma_23,c_sigma_24,c_sigma_25,c_sigma_30,c_sigma_31,c_sigma_32,c_sigma_33,c_sigma_34,c_sigma_35,c_sigma_40,c_sigma_41,c_sigma_42,c_sigma_43,c_sigma_44,c_sigma_45,c_sigma_50,c_sigma_51,c_sigma_52,c_sigma_53,c_sigma_54,c_sigma_55,distance_stereo,distance_size,distance,x_projected,y_projected,z_projected
0.000,1947925603664,2,6.071,-0.328,-8.822,0.000,0.000,0.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,6.071,-0.328,-8.822,6.071,-0.328,-8.822,1947933449184,1947933448232,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.714,7.888,10.714,6.071,-0.328,-8.822
0.100,1947925603664,2,6.181,-0.306,-9.043,0.099,0.019,-0.201,7.639,0.000,0.000,6.944,0.000,0.000,0.000,8.108,0.000,0.000,6.757,0.000,0.000,0.000,7.639,0.000,0.000,6.944,6.944,0.000,0.000,97.322,0.000,0.000,0.000,6.757,0.000,0.000,97.297,0.000,0.000,0.000,6.944,0.000,0.000,98.222,6.429,-0.259,-9.546,6.429,-0.259,-9.546,1947933449184,1947933448232,1,0.000,0.110,6.182,-0.306,-9.045,7.788,0.000,0.000,7.918,0.000,0.000,0.000,0.000,0.000,0.000,7.730,0.000,0.000,0.000,7.788,0.000,0.000,7.927,7.918,0.000,0.000,97.422,0.000,0.000,0.000,7.730,0.000,0.000,97.297,0.000,0.000,0.000,7.927,0.000,0.000,99.222,11.512,9.237,11.512,6.429,-0.259,-9.546
0.200,1947925603664,2,6.285,-0.354,-9.279,0.257,-0.054,-0.562,7.143,0.000,0.000,11.912,0.000,0.000,0.000,7.845,0.000,0.000,11.313,0.000,0.000,0.000,7.148,0.000,0.000,11.973,11.912,0.000,0.000,89.476,0.000,0.000,0.000,11.313,0.000,0.000,89.837,0.000,0.000,0.000,11.973,0.000,0.000,91.192,6.520,-0.464,-9.817,6.520,-0.464,-9.817,1947933449184,1947933448232,1,0.000,0.210,6.287,-0.355,-9.284,7.391,0.000,0.000,12.806,0.000,0.000,0.000,0.000,0.000,0.000,12.211,0.000,0.000,0.000,7.397,0.000,0.000,12.885,12.806,0.000,0.000,89.576,0.000,0.000,0.000,12.211,0.000,0.000,89.837,0.000,0.000,0.000,12.885,0.000,0.000,92.192,11.794,7.758,11.794,6.520,-0.464,-9.817
0.300,1947925603664,2,6.016,-0.388,-8.973,-0.334,-0.101,0.169,7.355,0.000,0.000,14.723,0.000,0.000,0.000,8.111,0.000,0.000,13.712,0.000,0.000,0.000,7.372,0.000,0.000,14.873,14.723,0.000,0.000,77.292,0.000,0.000,0.000,13.712,0.000,0.000,78.705,0.000,0.000,0.000,14.873,0.000,0.000,79.645,5.308,-0.446,-8.106,5.308,-0.446,-8.106,1947933449184,1947933448232,1,0.000,5.290,4.351,-0.893,-8.128,2491.801,0.000,0.000,524.662,0.000,0.000,0.000,0.000,0.000,0.000,406.448,0.000,0.000,0.000,6268.237,0.000,0.000,1654.810,524.662,0.000,0.000,127.192,0.000,0.000,0.000,406.448,0.000,0.000,78.705,0.000,0.000,0.000,1654.810,0.000,0.000,578.645,9.699,6.856,9.699,5.308,-0.446,-8.106
0.400,1947925603664,2,5.698,-0.309,-8.636,-0.910,0.049,0.825,7.674,0.000,0.000,15.560,0.000,0.000,0.000,8.395,0.000,0.000,14.335,0.000,0.000,0.000,7.707,0.000,0.000,15.796,15.560,0.000,0.000,63.418,0.000,0.000,0.000,14.335,0.000,0.000,66.330,0.000,0.000,0.000,15.796,0.000,0.000,66.215,5.057,-0.135,-7.918,5.057,-0.135,-7.918,1947933449184,1947933448232,1,0.000,5.390,1.158,-0.063,-4.521,2155.010,0.000,0.000,456.268,0.000,0.000,0.000,0.000,0.000,0.000,345.320,0.000,0.000,0.000,5943.389,0.000,0.000,1588.719,456.268,0.000,0.000,113.318,0.000,0.000,0.000,345.320,0.000,0.000,66.330,0.000,0.000,0.000,1588.719,0.000,0.000,565.215,9.396,10.426,9.396,5.057,-0.135,-7.918
0.500,1947925603664,2,5.584,-0.300,-8.674,-0.955,0.057,0.591,7.839,0.000,0.000,15.034,0.000,0.000,0.000,8.520,0.000,0.000,13.821,0.000,0.000,0.000,7.890,0.000,0.000,15.343,15.034,0.000,0.000,50.347,0.000,0.000,0.000,13.821,0.000,0.000,54.738,0.000,0.000,0.000,15.343,0.000,0.000,53.457,5.532,-0.291,-8.934,5.532,-0.291,-8.934,1947933449184,1947933448232,1,0.000,5.490,0.820,-0.016,-5.725,1824.447,0.000,0.000,390.515,0.000,0.000,0.000,0.000,0.000,0.000,286.962,0.000,0.000,0.000,5621.367,0.000,0.000,1524.603,390.515,0.000,0.000,100.247,0.000,0.000,0.000,286.962,0.000,0.000,54.738,0.000,0.000,0.000,1524.603,0.000,0.000,552.457,10.513,8.409,10.513,5.532,-0.291,-8.934
0.600,1947925603664,2,5.345,-0.301,-8.514,-1.209,0.046,0.771,7.806,0.000,0.000,13.803,0.000,0.000,0.000,8.480,0.000,0.000,12.751,0.000,0.000,0.000,7.874,0.000,0.000,14.173,13.803,0.000,0.000,39.366,0.000,0.000,0.000,12.751,0.000,0.000,44.897,0.000,0.000,0.000,14.173,0.000,0.000,42.729,5.028,-0.315,-8.297,5.028,-0.315,-8.297,1947933449184,1947933448232,1,0.000,5.590,-0.687,-0.070,-4.667,1538.708,0.000,0.000,334.491,0.000,0.000,0.000,0.000,0.000,0.000,236.784,0.000,0.000,0.000,5342.537,0.000,0.000,1469.898,334.491,0.000,0.000,89.266,0.000,0.000,0.000,236.784,0.000,0.000,44.897,0.000,0.000,0.000,1469.898,0.000,0.000,541.729,9.706,7.356,9.706,5.028,-0.315,-8.297
0.700,1947925603664,2,5.528,-0.339,-9.141,-0.715,-0.012,-0.395,7.620,0.000,0.000,12.333,0.000,0.000,0.000,8.324,0.000,0.000,11.500,0.000,0.000,0.000,7.704,0.000,0.000,12.761,12.333,0.000,0.000,30.715,0.000,0.000,0.000,11.500,0.000,0.000,36.966,0.000,0.000,0.000,12.761,0.000,0.000,34.313,6.224,-0.424,-10.722,6.224,-0.424,-10.722,1947933449184,1947933448232,1,0.000,1.210,5.164,-0.345,-9.343,28.617,0.000,0.000,29.272,0.000,0.000,0.000,0.000,0.000,0.000,30.353,0.000,0.000,0.000,33.938,0.000,0.000,43.011,29.272,0.000,0.000,35.815,0.000,0.000,0.000,30.353,0.000,0.000,36.966,0.000,0.000,0.000,43.011,0.000,0.000,85.313,12.404,7.566,12.404,6.224,-0.424,-10.722
0.800,1947925603664,2,5.341,-0.353,-9.108,-0.887,-0.029,-0.283,7.341,0.000,0.000,10.881,0.000,0.000,0.000,8.105,0.000,0.000,10.270,0.000,0.000,0.000,7.444,0.000,0.000,11.371,10.881,0.000,0.000,24.111,0.000,0.000,0.000,10.270,0.000,0.000,30.723,0.000,0.000,0.000,11.371,0.000,0.000,27.948,5.062,-0.381,-8.935,5.062,-0.381,-8.935,1947933449184,1947933448232,1,0.000,3.270,3.149,-0.425,-9.807,258.115,0.000,0.000,100.815,0.000,0.000,0.000,0.000,0.000,0.000,86.156,0.000,0.000,0.000,733.385,0.000,0.000,384.212,100.815,0.000,0.000,48.811,0.000,0.000,0.000,86.156,0.000,0.000,30.723,0.000,0.000,0.000,384.212,0.000,0.000,274.948,10.276,7.594,10.276,5.062,-0.381,-8.935
0.900,1947925603664,2,5.075,-0.333,-8.896,-1.128,-0.002,0.057,7.019,0.000,0.000,9.560,0.000,0.000,0.000,7.861,0.000,0.000,9.147,0.000,0.000,0.000,7.141,0.000,0.000,10.120,9.560,0.000,0.000,19.128,0.000,0.000,0.000,9.147,0.000,0.000,25.842,0.000,0.000,0.000,10.120,0.000,0.000,23.213,4.623,-0.283,-8.296,4.623,-0.283,-8.296,1947933449184,1947933448232,1,0.000,5.780,-0.429,-0.343,-8.620,942.031,0.000,0.000,221.731,0.000,0.000,0.000,0.000,0.000,0.000,135.255,0.000,0.000,0.000,4520.630,0.000,0.000,1311.681,221.731,0.000,0.000,67.928,0.000,0.000,0.000,135.255,0.000,0.000,25.842,0.000,0.000,0.000,1311.681,0.000,0.000,511.213,9.501,7.856,9.501,4.623,-0.283,-8.296
1.000,1947925603664,2,4.806,-0.320,-8.675,-1.325,0.012,0.341,6.683,0.000,0.000,8.406,0.000,0.000,0.000,7.614,0.000,0.000,8.158,0.000,0.000,0.000,6.830,0.000,0.000,9.042,8.406,0.000,0.000,15.370,0.000,0.000,0.000,8.158,0.000,0.000,22.014,0.000,0.000,0.000,9.042,0.000,0.000,19.714,4.377,-0.289,-8.103,4.377,-0.289,-8.103,1947933449184,1947933448232,1,0.000,5.990,-1.805,-0.258,-6.972,886.219,0.000,0.000,209.354,0.000,0.000,0.000,0.000,0.000,0.000,118.006,0.000,0.000,0.000,4717.218,0.000,0.000,1349.924,209.354,0.000,0.000,65.270,0.000,0.000,0.000,118.006,0.000,0.000,22.014,0.000,0.000,0.000,1349.924,0.000,0.000,518.714,9.214,7.333,9.214,4.377,-0.289,-8.103
1.100,1947925603664,2,4.657,-0.319,-8.688,-1.344,0.012,0.283,6.353,0.000,0.000,7.416,0.000,0.000,0.000,7.377,0.000,0.000,7.302,0.000,0.000,0.000,6.528,0.000,0.000,8.137,7.416,0.000,0.000,12.521,0.000,0.000,0.000,7.302,0.000,0.000,18.988,0.000,0.000,0.000,8.137,0.000,0.000,17.129,4.608,-0.321,-8.821,4.608,-0.321,-8.821,1947933449184,1947933448232,1,0.000,5.720,-1.554,-0.265,-7.382,669.762,0.000,0.000,171.753,0.000,0.000,0.000,0.000,0.000,0.000,95.025,0.000,0.000,0.000,3723.698,0.000,0.000,1152.183,171.753,0.000,0.000,58.721,0.000,0.000,0.000,95.025,0.000,0.000,18.988,0.000,0.000,0.000,1152.183,0.000,0.000,479.129,9.957,7.233,9.957,4.608,-0.321,-8.821
1.200,1947925603664,2,4.485,-0.333,-8.673,-1.385,-0.002,0.268,6.039,0.000,0.000,6.574,0.000,0.000,0.000,7.157,0.000,0.000,6.567,0.000,0.000,0.000,6.246,0.000,0.000,7.389,6.574,0.000,0.000,10.341,0.000,0.000,0.000,6.567,0.000,0.000,16.571,0.000,0.000,0.000,7.389,0.000,0.000,15.218,4.368,-0.371,-8.711,4.368,-0.371,-8.711,1947933449184,1947933448232,1,0.000,5.490,-1.457,-0.343,-7.525,515.028,0.000,0.000,142.744,0.000,0.000,0.000,0.000,0.000,0.000,77.655,0.000,0.000,0.000,2972.302,0.000,0.000,990.732,142.744,0.000,0.000,53.241,0.000,0.000,0.000,77.655,0.000,0.000,16.571,0.000,0.000,0.000,990.732,0.000,0.000,444.218,9.752,6.953,9.752,4.368,-0.371,-8.711
1.300,1947925603664,2,4.309,-0.337,-8.636,-1.424,-0.005,0.279,5.744,0.000,0.000,5.860,0.000,0.000,0.000,6.955,0.000,0.000,5.936,0.000,0.000,0.000,5.989,0.000,0.000,6.776,5.860,0.000,0.000,8.658,0.000,0.000,0.000,5.936,0.000,0.000,14.618,0.000,0.000,0.000,6.776,0.000,0.000,13.802,4.181,-0.347,-8.603,4.181,-0.347,-8.603,1947933449184,1947933448232,1,0.000,5.360,-1.473,-0.359,-7.503,418.296,0.000,0.000,123.226,0.000,0.000,0.000,0.000,0.000,0.000,65.284,0.000,0.000,0.000,2511.068,0.000,0.000,884.964,123.226,0.000,0.000,49.258,0.000,0.000,0.000,65.284,0.000,0.000,14.618,0.000,0.000,0.000,884.964,0.000,0.000,419.802,9.572,7.206,9.572,4.181,-0.347,-8.603
1.400,1947925603664,2,4.093,-0.330,-8.492,-1.494,0.001,0.406,5.470,0.000,0.000,5.254,0.000,0.000,0.000,6.772,0.000,0.000,5.394,0.000,0.000,0.000,5.759,0.000,0.000,6.277,5.254,0.000,0.000,7.344,0.000,0.000,0.000,5.394,0.000,0.000,13.022,0.000,0.000,0.000,6.277,0.000,0.000,12.754,3.831,-0.308,-8.103,3.831,-0.308,-8.103,1947933449184,1947933448232,1,0.000,5.390,-1.870,-0.325,-6.872,375.261,0.000,0.000,113.958,0.000,0.000,0.000,0.000,0.000,0.000,57.350,0.000,0.000,0.000,2368.323,0.000,0.000,851.177,113.958,0.000,0.000,47.244,0.000,0.000,0.000,57.350,0.000,0.000,13.022,0.000,0.000,0.000,851.177,0.000,0.000,411.754,8.968,7.290,8.968,3.831,-0.308,-8.103
1.500,1947925603664,2,3.888,-0.327,-8.374,-1.544,0.003,0.488,5.218,0.000,0.000,4.739,0.000,0.000,0.000,6.608,0.000,0.000,4.926,0.000,0.000,0.000,5.555,0.000,0.000,5.875,4.739,0.000,0.000,6.309,0.000,0.000,0.000,4.926,0.000,0.000,11.702,0.000,0.000,0.000,5.875,0.000,0.000,11.980,3.680,-0.320,-8.103,3.680,-0.320,-8.103,1947933449184,1947933448232,1,0.000,5.350,-2.057,-0.316,-6.497,324.702,0.000,0.000,102.948,0.000,0.000,0.000,0.000,0.000,0.000,49.980,0.000,0.000,0.000,2123.172,0.000,0.000,791.196,102.948,0.000,0.000,44.809,0.000,0.000,0.000,49.980,0.000,0.000,11.702,0.000,0.000,0.000,791.196,0.000,0.000,396.980,8.905,7.158,8.905,3.680,-0.320,-8.103
1.600,1947925603664,2,3.715,-0.284,-8.326,-1.560,0.033,0.487,4.987,0.000,0.000,4.299,0.000,0.000,0.000,6.459,0.000,0.000,4.521,0.000,0.000,0.000,5.377,0.000,0.000,5.551,4.299,0.000,0.000,5.486,0.000,0.000,0.000,4.521,0.000,0.000,10.600,0.000,0.000,0.000,5.551,0.000,0.000,11.409,3.640,-0.161,-8.329,3.640,-0.161,-8.329,1947933449184,1947933448232,1,0.000,5.290,-2.043,-0.163,-6.530,278.201,0.000,0.000,92.437,0.000,0.000,0.000,0.000,0.000,0.000,43.634,0.000,0.000,0.000,1869.672,0.000,0.000,726.611,92.437,0.000,0.000,42.386,0.000,0.000,0.000,43.634,0.000,0.000,10.600,0.000,0.000,0.000,726.611,0.000,0.000,380.409,9.091,8.266,9.091,3.640,-0.161,-8.329
1.700,1947925603664,2,3.578,-0.298,-8.391,-1.545,0.022,0.372,4.774,0.000,0.000,3.922,0.000,0.000,0.000,6.326,0.000,0.000,4.169,0.000,0.000,0.000,5.222,0.000,0.000,5.294,3.922,0.000,0.000,4.825,0.000,0.000,0.000,4.169,0.000,0.000,9.669,0.000,0.000,0.000,5.294,0.000,0.000,10.992,3.657,-0.349,-8.821,3.657,-0.349,-8.821,1947933449184,1947933448232,1,0.000,5.130,-1.721,-0.224,-7.116,222.369,0.000,0.000,79.125,0.000,0.000,0.000,0.000,0.000,0.000,37.334,0.000,0.000,0.000,1510.102,0.000,0.000,629.526,79.125,0.000,0.000,39.125,0.000,0.000,0.000,37.334,0.000,0.000,9.669,0.000,0.000,0.000,629.526,0.000,0.000,353.992,9.555,6.982,9.555,3.657,-0.349,-8.821
1.800,1947925603664,2,3.442,-0.319,-8.472,-1.531,0.007,0.253,4.580,0.000,0.000,3.597,0.000,0.000,0.000,6.207,0.000,0.000,3.861,0.000,0.000,0.000,5.090,0.000,0.000,5.092,3.597,0.000,0.000,4.292,0.000,0.000,0.000,3.861,0.000,0.000,8.876,0.000,0.000,0.000,5.092,0.000,0.000,10.690,3.524,-0.388,-8.934,3.524,-0.388,-8.934,1947933449184,1947933448232,1,0.000,4.880,-1.272,-0.296,-7.691,164.370,0.000,0.000,64.093,0.000,0.000,0.000,0.000,0.000,0.000,31.198,0.000,0.000,0.000,1107.060,0.000,0.000,510.796,64.093,0.000,0.000,35.092,0.000,0.000,0.000,31.198,0.000,0.000,8.876,0.000,0.000,0.000,510.796,0.000,0.000,318.690,9.612,6.629,9.612,3.524,-0.388,-8.934
