time,id,class_id,confidence,x_min,x_max,y_min,y_max,border_left,border_right,border_top,border_bottom,pattern,matched
7.200,1947932458848,2,1.000,159.000,238.000,205.000,379.000,1,1,1,1,0,True
7.200,1947932458232,2,1.000,117.000,201.000,206.000,381.000,1,1,1,1,0,True
7.300,1947932916088,2,1.000,157.000,224.000,202.000,378.000,1,1,1,1,0,True
7.300,1947932769136,2,1.000,113.000,190.000,202.000,381.000,2,1,1,1,0,True
7.400,1947932810432,2,1.000,148.000,210.000,202.000,372.000,1,1,1,1,0,True
7.400,1947932457616,2,1.000,104.000,173.000,200.000,375.000,2,1,1,1,0,True
7.500,1947932810264,2,1.000,134.000,204.000,202.000,378.000,1,1,1,1,0,True
7.500,1947932808920,1,0.587,86.000,171.000,248.000,316.000,2,1,1,1,0,False
7.500,1947932458512,2,1.000,93.000,166.000,202.000,379.000,2,1,1,1,0,True
7.600,1947932457280,2,1.000,122.000,198.000,206.000,375.000,1,1,1,1,0,True
7.600,1947932456216,2,1.000,90.000,165.000,204.000,378.000,2,1,1,1,0,True
