time,id,class_id,x,y,z,vx,vy,vz,sigma_00,sigma_01,sigma_02,sigma_03,sigma_04,sigma_05,sigma_10,sigma_11,sigma_12,sigma_13,sigma_14,sigma_15,sigma_20,sigma_21,sigma_22,sigma_23,sigma_24,sigma_25,sigma_30,sigma_31,sigma_32,sigma_33,sigma_34,sigma_35,sigma_40,sigma_41,sigma_42,sigma_43,sigma_44,sigma_45,sigma_50,sigma_51,sigma_52,sigma_53,sigma_54,sigma_55,x_pattern,y_pattern,z_pattern,pattern,status,collision_p
8.809,2059439127856,4,3.699,3.450,-83.713,0.296,-0.000,0.081,3.002,0.000,0.000,0.510,0.000,0.000,0.000,3.002,0.000,0.000,0.510,0.000,0.000,0.000,3.002,0.000,0.000,0.510,0.510,0.000,0.000,0.116,0.000,0.000,0.000,0.510,0.000,0.000,0.116,0.000,0.000,0.000,0.510,0.000,0.000,0.116,3.432,3.439,-83.403,2059439127800,1,0.000
8.842,2059439127856,4,3.705,3.450,-83.705,0.295,-0.000,0.082,2.991,0.000,0.000,0.506,0.000,0.000,0.000,2.991,0.000,0.000,0.506,0.000,0.000,0.000,2.991,0.000,0.000,0.506,0.506,0.000,0.000,0.115,0.000,0.000,0.000,0.506,0.000,0.000,0.115,0.000,0.000,0.000,0.506,0.000,0.000,0.115,3.464,3.441,-83.339,2059439127800,1,0.000
8.876,2059439127856,4,3.711,3.450,-83.695,0.295,-0.000,0.083,2.979,0.000,0.000,0.503,0.000,0.000,0.000,2.979,0.000,0.000,0.503,0.000,0.000,0.000,2.979,0.000,0.000,0.503,0.503,0.000,0.000,0.113,0.000,0.000,0.000,0.503,0.000,0.000,0.113,0.000,0.000,0.000,0.503,0.000,0.000,0.113,3.490,3.437,-83.183,2059439127800,1,0.000
8.909,2059439127856,4,3.718,3.450,-83.682,0.294,-0.000,0.085,2.968,0.000,0.000,0.499,0.000,0.000,0.000,2.968,0.000,0.000,0.499,0.000,0.000,0.000,2.968,0.000,0.000,0.499,0.499,0.000,0.000,0.112,0.000,0.000,0.000,0.499,0.000,0.000,0.112,0.000,0.000,0.000,0.499,0.000,0.000,0.112,3.514,3.433,-83.014,2059439127800,1,0.000
8.942,2059439127856,4,3.725,3.449,-83.667,0.294,-0.000,0.087,2.957,0.000,0.000,0.495,0.000,0.000,0.000,2.957,0.000,0.000,0.495,0.000,0.000,0.000,2.957,0.000,0.000,0.495,0.495,0.000,0.000,0.111,0.000,0.000,0.000,0.495,0.000,0.000,0.111,0.000,0.000,0.000,0.495,0.000,0.000,0.111,3.537,3.429,-82.855,2059439127800,1,0.000
8.976,2059439127856,4,3.732,3.448,-83.645,0.293,-0.000,0.090,2.947,0.000,0.000,0.492,0.000,0.000,0.000,2.947,0.000,0.000,0.492,0.000,0.000,0.000,2.947,0.000,0.000,0.492,0.492,0.000,0.000,0.110,0.000,0.000,0.000,0.492,0.000,0.000,0.110,0.000,0.000,0.000,0.492,0.000,0.000,0.110,3.528,3.393,-82.371,2059439127800,1,0.000
9.009,2059439127856,4,3.739,3.448,-83.622,0.293,-0.000,0.093,2.936,0.000,0.000,0.488,0.000,0.000,0.000,2.936,0.000,0.000,0.488,0.000,0.000,0.000,2.936,0.000,0.000,0.488,0.488,0.000,0.000,0.108,0.000,0.000,0.000,0.488,0.000,0.000,0.108,0.000,0.000,0.000,0.488,0.000,0.000,0.108,3.553,3.397,-82.309,2059439127800,1,0.000
9.042,2059439127856,4,3.746,3.447,-83.600,0.292,-0.001,0.097,2.925,0.000,0.000,0.484,0.000,0.000,0.000,2.925,0.000,0.000,0.484,0.000,0.000,0.000,2.925,0.000,0.000,0.484,0.484,0.000,0.000,0.107,0.000,0.000,0.000,0.484,0.000,0.000,0.107,0.000,0.000,0.000,0.484,0.000,0.000,0.107,3.579,3.405,-82.305,2059439127800,1,0.000
9.076,2059439127856,4,3.754,3.447,-83.578,0.292,-0.001,0.100,2.914,0.000,0.000,0.481,0.000,0.000,0.000,2.914,0.000,0.000,0.481,0.000,0.000,0.000,2.914,0.000,0.000,0.481,0.481,0.000,0.000,0.106,0.000,0.000,0.000,0.481,0.000,0.000,0.106,0.000,0.000,0.000,0.481,0.000,0.000,0.106,3.608,3.415,-82.322,2059439127800,1,0.000
9.109,2059439127856,4,3.762,3.446,-83.557,0.292,-0.001,0.103,2.904,0.000,0.000,0.477,0.000,0.000,0.000,2.904,0.000,0.000,0.477,0.000,0.000,0.000,2.904,0.000,0.000,0.477,0.477,0.000,0.000,0.105,0.000,0.000,0.000,0.477,0.000,0.000,0.105,0.000,0.000,0.000,0.477,0.000,0.000,0.105,3.635,3.424,-82.353,2059439127800,1,0.000
9.142,2059439127856,4,3.770,3.446,-83.537,0.291,-0.001,0.105,2.893,0.000,0.000,0.474,0.000,0.000,0.000,2.893,0.000,0.000,0.474,0.000,0.000,0.000,2.893,0.000,0.000,0.474,0.474,0.000,0.000,0.104,0.000,0.000,0.000,0.474,0.000,0.000,0.104,0.000,0.000,0.000,0.474,0.000,0.000,0.104,3.664,3.431,-82.414,2059439127800,1,0.000
9.176,2059439127856,4,3.778,3.446,-83.516,0.291,-0.001,0.108,2.883,0.000,0.000,0.470,0.000,0.000,0.000,2.883,0.000,0.000,0.470,0.000,0.000,0.000,2.883,0.000,0.000,0.470,0.470,0.000,0.000,0.103,0.000,0.000,0.000,0.470,0.000,0.000,0.103,0.000,0.000,0.000,0.470,0.000,0.000,0.103,3.684,3.430,-82.335,2059439127800,1,0.000
9.209,2059439127856,4,3.787,3.445,-83.494,0.291,-0.001,0.111,2.872,0.000,0.000,0.467,0.000,0.000,0.000,2.872,0.000,0.000,0.467,0.000,0.000,0.000,2.872,0.000,0.000,0.467,0.467,0.000,0.000,0.101,0.000,0.000,0.000,0.467,0.000,0.000,0.101,0.000,0.000,0.000,0.467,0.000,0.000,0.101,3.704,3.426,-82.201,2059439127800,1,0.000
9.243,2059439127856,4,3.795,3.445,-83.470,0.291,-0.001,0.115,2.862,0.000,0.000,0.464,0.000,0.000,0.000,2.862,0.000,0.000,0.464,0.000,0.000,0.000,2.862,0.000,0.000,0.464,0.464,0.000,0.000,0.100,0.000,0.000,0.000,0.464,0.000,0.000,0.100,0.000,0.000,0.000,0.464,0.000,0.000,0.100,3.722,3.424,-82.048,2059439127800,1,0.000
9.276,2059439127856,4,3.804,3.445,-83.444,0.291,-0.001,0.118,2.852,0.000,0.000,0.460,0.000,0.000,0.000,2.852,0.000,0.000,0.460,0.000,0.000,0.000,2.852,0.000,0.000,0.460,0.460,0.000,0.000,0.099,0.000,0.000,0.000,0.460,0.000,0.000,0.099,0.000,0.000,0.000,0.460,0.000,0.000,0.099,3.740,3.424,-81.946,2059439127800,1,0.000
9.309,2059439127856,4,3.813,3.444,-83.418,0.291,-0.001,0.122,2.842,0.000,0.000,0.457,0.000,0.000,0.000,2.842,0.000,0.000,0.457,0.000,0.000,0.000,2.842,0.000,0.000,0.457,0.457,0.000,0.000,0.098,0.000,0.000,0.000,0.457,0.000,0.000,0.098,0.000,0.000,0.000,0.457,0.000,0.000,0.098,3.761,3.425,-81.893,2059439127800,1,0.000
9.343,2059439127856,4,3.822,3.444,-83.391,0.290,-0.001,0.125,2.832,0.000,0.000,0.454,0.000,0.000,0.000,2.832,0.000,0.000,0.454,0.000,0.000,0.000,2.832,0.000,0.000,0.454,0.454,0.000,0.000,0.097,0.000,0.000,0.000,0.454,0.000,0.000,0.097,0.000,0.000,0.000,0.454,0.000,0.000,0.097,3.780,3.422,-81.804,2059439127800,1,0.000
9.376,2059439127856,4,3.831,3.444,-83.363,0.290,-0.001,0.129,2.822,0.000,0.000,0.451,0.000,0.000,0.000,2.822,0.000,0.000,0.451,0.000,0.000,0.000,2.822,0.000,0.000,0.451,0.451,0.000,0.000,0.096,0.000,0.000,0.000,0.451,0.000,0.000,0.096,0.000,0.000,0.000,0.451,0.000,0.000,0.096,3.795,3.416,-81.663,2059439127800,1,0.000
9.409,2059439127856,4,3.841,3.443,-83.337,0.290,-0.001,0.132,2.812,0.000,0.000,0.447,0.000,0.000,0.000,2.812,0.000,0.000,0.447,0.000,0.000,0.000,2.812,0.000,0.000,0.447,0.447,0.000,0.000,0.095,0.000,0.000,0.000,0.447,0.000,0.000,0.095,0.000,0.000,0.000,0.447,0.000,0.000,0.095,3.824,3.417,-81.834,2059439127800,1,0.000
9.443,2059439127856,4,3.850,3.443,-83.310,0.290,-0.001,0.136,2.802,0.000,0.000,0.444,0.000,0.000,0.000,2.802,0.000,0.000,0.444,0.000,0.000,0.000,2.802,0.000,0.000,0.444,0.444,0.000,0.000,0.094,0.000,0.000,0.000,0.444,0.000,0.000,0.094,0.000,0.000,0.000,0.444,0.000,0.000,0.094,3.836,3.407,-81.686,2059439127800,1,0.000
9.476,2059439127856,4,3.860,3.442,-83.282,0.290,-0.001,0.140,2.792,0.000,0.000,0.441,0.000,0.000,0.000,2.792,0.000,0.000,0.441,0.000,0.000,0.000,2.792,0.000,0.000,0.441,0.441,0.000,0.000,0.093,0.000,0.000,0.000,0.441,0.000,0.000,0.093,0.000,0.000,0.000,0.441,0.000,0.000,0.093,3.857,3.407,-81.673,2059439127800,1,0.000
9.509,2059439127856,4,3.870,3.442,-83.255,0.290,-0.001,0.143,2.783,0.000,0.000,0.438,0.000,0.000,0.000,2.783,0.000,0.000,0.438,0.000,0.000,0.000,2.783,0.000,0.000,0.438,0.438,0.000,0.000,0.092,0.000,0.000,0.000,0.438,0.000,0.000,0.092,0.000,0.000,0.000,0.438,0.000,0.000,0.092,3.875,3.407,-81.673,2059439127800,1,0.000
9.543,2059439127856,4,3.879,3.441,-83.228,0.290,-0.001,0.147,2.773,0.000,0.000,0.435,0.000,0.000,0.000,2.773,0.000,0.000,0.435,0.000,0.000,0.000,2.773,0.000,0.000,0.435,0.435,0.000,0.000,0.091,0.000,0.000,0.000,0.435,0.000,0.000,0.091,0.000,0.000,0.000,0.435,0.000,0.000,0.091,3.887,3.405,-81.625,2059439127800,1,0.000
9.576,2059439127856,4,3.889,3.440,-83.199,0.290,-0.002,0.151,2.763,0.000,0.000,0.432,0.000,0.000,0.000,2.763,0.000,0.000,0.432,0.000,0.000,0.000,2.763,0.000,0.000,0.432,0.432,0.000,0.000,0.090,0.000,0.000,0.000,0.432,0.000,0.000,0.090,0.000,0.000,0.000,0.432,0.000,0.000,0.090,3.897,3.399,-81.501,2059439127800,1,0.000
9.610,2059439127856,4,3.899,3.440,-83.168,0.290,-0.002,0.155,2.754,0.000,0.000,0.429,0.000,0.000,0.000,2.754,0.000,0.000,0.429,0.000,0.000,0.000,2.754,0.000,0.000,0.429,0.429,0.000,0.000,0.089,0.000,0.000,0.000,0.429,0.000,0.000,0.089,0.000,0.000,0.000,0.429,0.000,0.000,0.089,3.903,3.386,-81.288,2059439127800,1,0.000
9.643,2059439127856,4,3.909,3.439,-83.135,0.290,-0.002,0.159,2.744,0.000,0.000,0.426,0.000,0.000,0.000,2.744,0.000,0.000,0.426,0.000,0.000,0.000,2.744,0.000,0.000,0.426,0.426,0.000,0.000,0.088,0.000,0.000,0.000,0.426,0.000,0.000,0.088,0.000,0.000,0.000,0.426,0.000,0.000,0.088,3.914,3.380,-81.160,2059439127800,1,0.000
9.676,2059439127856,4,3.919,3.438,-83.106,0.290,-0.002,0.163,2.735,0.000,0.000,0.423,0.000,0.000,0.000,2.735,0.000,0.000,0.423,0.000,0.000,0.000,2.735,0.000,0.000,0.423,0.423,0.000,0.000,0.087,0.000,0.000,0.000,0.423,0.000,0.000,0.087,0.000,0.000,0.000,0.423,0.000,0.000,0.087,3.939,3.383,-81.366,2059439127800,1,0.000
9.710,2059439127856,4,3.929,3.437,-83.079,0.290,-0.002,0.166,2.726,0.000,0.000,0.420,0.000,0.000,0.000,2.726,0.000,0.000,0.420,0.000,0.000,0.000,2.726,0.000,0.000,0.420,0.420,0.000,0.000,0.087,0.000,0.000,0.000,0.420,0.000,0.000,0.087,0.000,0.000,0.000,0.420,0.000,0.000,0.087,3.960,3.385,-81.530,2059439127800,1,0.000
9.743,2059439127856,4,3.939,3.436,-83.055,0.291,-0.002,0.169,2.716,0.000,0.000,0.417,0.000,0.000,0.000,2.716,0.000,0.000,0.417,0.000,0.000,0.000,2.716,0.000,0.000,0.417,0.417,0.000,0.000,0.086,0.000,0.000,0.000,0.417,0.000,0.000,0.086,0.000,0.000,0.000,0.417,0.000,0.000,0.086,3.976,3.389,-81.679,2059439127800,1,0.000
9.776,2059439127856,4,3.949,3.436,-83.028,0.291,-0.002,0.172,2.707,0.000,0.000,0.415,0.000,0.000,0.000,2.707,0.000,0.000,0.415,0.000,0.000,0.000,2.707,0.000,0.000,0.415,0.415,0.000,0.000,0.085,0.000,0.000,0.000,0.415,0.000,0.000,0.085,0.000,0.000,0.000,0.415,0.000,0.000,0.085,3.981,3.381,-81.527,2059439127800,1,0.000
9.810,2059439127856,4,3.959,3.435,-83.000,0.291,-0.002,0.175,2.698,0.000,0.000,0.412,0.000,0.000,0.000,2.698,0.000,0.000,0.412,0.000,0.000,0.000,2.698,0.000,0.000,0.412,0.412,0.000,0.000,0.084,0.000,0.000,0.000,0.412,0.000,0.000,0.084,0.000,0.000,0.000,0.412,0.000,0.000,0.084,3.986,3.377,-81.377,2059439127800,1,0.000
9.843,2059439127856,4,3.969,3.434,-82.970,0.291,-0.002,0.179,2.689,0.000,0.000,0.409,0.000,0.000,0.000,2.689,0.000,0.000,0.409,0.000,0.000,0.000,2.689,0.000,0.000,0.409,0.409,0.000,0.000,0.083,0.000,0.000,0.000,0.409,0.000,0.000,0.083,0.000,0.000,0.000,0.409,0.000,0.000,0.083,3.989,3.372,-81.194,2059439127800,1,0.000
9.877,2059439127856,4,3.979,3.433,-82.938,0.291,-0.003,0.183,2.680,0.000,0.000,0.406,0.000,0.000,0.000,2.680,0.000,0.000,0.406,0.000,0.000,0.000,2.680,0.000,0.000,0.406,0.406,0.000,0.000,0.082,0.000,0.000,0.000,0.406,0.000,0.000,0.082,0.000,0.000,0.000,0.406,0.000,0.000,0.082,3.990,3.363,-80.972,2059439127800,1,0.000
9.910,2059439127856,4,3.989,3.432,-82.908,0.291,-0.003,0.187,2.671,0.000,0.000,0.404,0.000,0.000,0.000,2.671,0.000,0.000,0.404,0.000,0.000,0.000,2.671,0.000,0.000,0.404,0.404,0.000,0.000,0.081,0.000,0.000,0.000,0.404,0.000,0.000,0.081,0.000,0.000,0.000,0.404,0.000,0.000,0.081,4.009,3.367,-81.157,2059439127800,1,0.000
9.943,2059439127856,4,3.999,3.431,-82.876,0.291,-0.003,0.191,2.662,0.000,0.000,0.401,0.000,0.000,0.000,2.662,0.000,0.000,0.401,0.000,0.000,0.000,2.662,0.000,0.000,0.401,0.401,0.000,0.000,0.081,0.000,0.000,0.000,0.401,0.000,0.000,0.081,0.000,0.000,0.000,0.401,0.000,0.000,0.081,4.006,3.360,-80.986,2059439127800,1,0.000
9.977,2059439127856,4,4.008,3.430,-82.842,0.291,-0.003,0.195,2.653,0.000,0.000,0.398,0.000,0.000,0.000,2.653,0.000,0.000,0.398,0.000,0.000,0.000,2.653,0.000,0.000,0.398,0.398,0.000,0.000,0.080,0.000,0.000,0.000,0.398,0.000,0.000,0.080,0.000,0.000,0.000,0.398,0.000,0.000,0.080,4.002,3.350,-80.794,2059439127800,1,0.000
10.010,2059439127856,4,4.018,3.428,-82.809,0.291,-0.003,0.199,2.645,0.000,0.000,0.396,0.000,0.000,0.000,2.645,0.000,0.000,0.396,0.000,0.000,0.000,2.645,0.000,0.000,0.396,0.396,0.000,0.000,0.079,0.000,0.000,0.000,0.396,0.000,0.000,0.079,0.000,0.000,0.000,0.396,0.000,0.000,0.079,4.008,3.350,-80.826,2059439127800,1,0.000
10.043,2059439127856,4,4.028,3.427,-82.777,0.291,-0.003,0.203,2.636,0.000,0.000,0.393,0.000,0.000,0.000,2.636,0.000,0.000,0.393,0.000,0.000,0.000,2.636,0.000,0.000,0.393,0.393,0.000,0.000,0.078,0.000,0.000,0.000,0.393,0.000,0.000,0.078,0.000,0.000,0.000,0.393,0.000,0.000,0.078,4.013,3.349,-80.832,2059439127800,1,0.000
10.077,2059439127856,4,4.037,3.426,-82.746,0.291,-0.003,0.206,2.627,0.000,0.000,0.390,0.000,0.000,0.000,2.627,0.000,0.000,0.390,0.000,0.000,0.000,2.627,0.000,0.000,0.390,0.390,0.000,0.000,0.077,0.000,0.000,0.000,0.390,0.000,0.000,0.077,0.000,0.000,0.000,0.390,0.000,0.000,0.077,4.028,3.352,-80.983,2059439127800,1,0.000
10.110,2059439127856,4,4.047,3.425,-82.718,0.291,-0.004,0.209,2.619,0.000,0.000,0.388,0.000,0.000,0.000,2.619,0.000,0.000,0.388,0.000,0.000,0.000,2.619,0.000,0.000,0.388,0.388,0.000,0.000,0.077,0.000,0.000,0.000,0.388,0.000,0.000,0.077,0.000,0.000,0.000,0.388,0.000,0.000,0.077,4.042,3.354,-81.096,2059439127800,1,0.000
10.143,2059439127856,4,4.056,3.424,-82.692,0.291,-0.004,0.212,2.610,0.000,0.000,0.385,0.000,0.000,0.000,2.610,0.000,0.000,0.385,0.000,0.000,0.000,2.610,0.000,0.000,0.385,0.385,0.000,0.000,0.076,0.000,0.000,0.000,0.385,0.000,0.000,0.076,0.000,0.000,0.000,0.385,0.000,0.000,0.076,4.055,3.354,-81.221,2059439127800,1,0.000
10.177,2059439127856,4,4.066,3.423,-82.668,0.291,-0.004,0.215,2.602,0.000,0.000,0.383,0.000,0.000,0.000,2.602,0.000,0.000,0.383,0.000,0.000,0.000,2.602,0.000,0.000,0.383,0.383,0.000,0.000,0.075,0.000,0.000,0.000,0.383,0.000,0.000,0.075,0.000,0.000,0.000,0.383,0.000,0.000,0.075,4.068,3.356,-81.395,2059439127800,1,0.000
10.210,2059439127856,4,4.076,3.422,-82.647,0.291,-0.004,0.217,2.593,0.000,0.000,0.380,0.000,0.000,0.000,2.593,0.000,0.000,0.380,0.000,0.000,0.000,2.593,0.000,0.000,0.380,0.380,0.000,0.000,0.075,0.000,0.000,0.000,0.380,0.000,0.000,0.075,0.000,0.000,0.000,0.380,0.000,0.000,0.075,4.083,3.361,-81.587,2059439127800,1,0.000
10.244,2059439127856,4,4.086,3.421,-82.627,0.291,-0.004,0.218,2.585,0.000,0.000,0.378,0.000,0.000,0.000,2.585,0.000,0.000,0.378,0.000,0.000,0.000,2.585,0.000,0.000,0.378,0.378,0.000,0.000,0.074,0.000,0.000,0.000,0.378,0.000,0.000,0.074,0.000,0.000,0.000,0.378,0.000,0.000,0.074,4.093,3.363,-81.697,2059439127800,1,0.000
10.277,2059439127856,4,4.095,3.420,-82.609,0.291,-0.004,0.220,2.576,0.000,0.000,0.375,0.000,0.000,0.000,2.576,0.000,0.000,0.375,0.000,0.000,0.000,2.576,0.000,0.000,0.375,0.375,0.000,0.000,0.073,0.000,0.000,0.000,0.375,0.000,0.000,0.073,0.000,0.000,0.000,0.375,0.000,0.000,0.073,4.101,3.368,-81.776,2059439127800,1,0.000
10.310,2059439127856,4,4.105,3.420,-82.592,0.291,-0.004,0.221,2.568,0.000,0.000,0.373,0.000,0.000,0.000,2.568,0.000,0.000,0.373,0.000,0.000,0.000,2.568,0.000,0.000,0.373,0.373,0.000,0.000,0.072,0.000,0.000,0.000,0.373,0.000,0.000,0.072,0.000,0.000,0.000,0.373,0.000,0.000,0.072,4.111,3.371,-81.857,2059439127800,1,0.000
10.344,2059439127856,4,4.115,3.419,-82.573,0.291,-0.004,0.223,2.560,0.000,0.000,0.371,0.000,0.000,0.000,2.560,0.000,0.000,0.371,0.000,0.000,0.000,2.560,0.000,0.000,0.371,0.371,0.000,0.000,0.072,0.000,0.000,0.000,0.371,0.000,0.000,0.072,0.000,0.000,0.000,0.371,0.000,0.000,0.072,4.109,3.363,-81.699,2059439127800,1,0.000
10.377,2059439127856,4,4.124,3.418,-82.552,0.291,-0.005,0.225,2.552,0.000,0.000,0.368,0.000,0.000,0.000,2.552,0.000,0.000,0.368,0.000,0.000,0.000,2.552,0.000,0.000,0.368,0.368,0.000,0.000,0.071,0.000,0.000,0.000,0.368,0.000,0.000,0.071,0.000,0.000,0.000,0.368,0.000,0.000,0.071,4.096,3.347,-81.432,2059439127800,1,0.000
10.410,2059439127856,4,4.133,3.417,-82.526,0.291,-0.005,0.228,2.544,0.000,0.000,0.366,0.000,0.000,0.000,2.544,0.000,0.000,0.366,0.000,0.000,0.000,2.544,0.000,0.000,0.366,0.366,0.000,0.000,0.070,0.000,0.000,0.000,0.366,0.000,0.000,0.070,0.000,0.000,0.000,0.366,0.000,0.000,0.070,4.083,3.331,-81.161,2059439127800,1,0.000
10.444,2059439127856,4,4.142,3.415,-82.498,0.290,-0.005,0.231,2.536,0.000,0.000,0.364,0.000,0.000,0.000,2.536,0.000,0.000,0.364,0.000,0.000,0.000,2.536,0.000,0.000,0.364,0.364,0.000,0.000,0.070,0.000,0.000,0.000,0.364,0.000,0.000,0.070,0.000,0.000,0.000,0.364,0.000,0.000,0.070,4.069,3.316,-80.872,2059439127800,1,0.000
10.477,2059439127856,4,4.151,3.414,-82.471,0.290,-0.005,0.233,2.528,0.000,0.000,0.361,0.000,0.000,0.000,2.528,0.000,0.000,0.361,0.000,0.000,0.000,2.528,0.000,0.000,0.361,0.361,0.000,0.000,0.069,0.000,0.000,0.000,0.361,0.000,0.000,0.069,0.000,0.000,0.000,0.361,0.000,0.000,0.069,4.077,3.315,-80.989,2059439127800,1,0.000
10.510,2059439127856,4,4.159,3.412,-82.445,0.290,-0.005,0.236,2.520,0.000,0.000,0.359,0.000,0.000,0.000,2.520,0.000,0.000,0.359,0.000,0.000,0.000,2.520,0.000,0.000,0.359,0.359,0.000,0.000,0.068,0.000,0.000,0.000,0.359,0.000,0.000,0.068,0.000,0.000,0.000,0.359,0.000,0.000,0.068,4.080,3.309,-81.015,2059439127800,1,0.000
10.544,2059439127856,4,4.168,3.411,-82.420,0.290,-0.005,0.238,2.512,0.000,0.000,0.357,0.000,0.000,0.000,2.512,0.000,0.000,0.357,0.000,0.000,0.000,2.512,0.000,0.000,0.357,0.357,0.000,0.000,0.068,0.000,0.000,0.000,0.357,0.000,0.000,0.068,0.000,0.000,0.000,0.357,0.000,0.000,0.068,4.086,3.306,-81.058,2059439127800,1,0.000
10.577,2059439127856,4,4.177,3.409,-82.396,0.290,-0.006,0.241,2.504,0.000,0.000,0.355,0.000,0.000,0.000,2.504,0.000,0.000,0.355,0.000,0.000,0.000,2.504,0.000,0.000,0.355,0.355,0.000,0.000,0.067,0.000,0.000,0.000,0.355,0.000,0.000,0.067,0.000,0.000,0.000,0.355,0.000,0.000,0.067,4.095,3.304,-81.149,2059439127800,1,0.000
10.611,2059439127856,4,4.185,3.408,-82.374,0.290,-0.006,0.243,2.496,0.000,0.000,0.352,0.000,0.000,0.000,2.496,0.000,0.000,0.352,0.000,0.000,0.000,2.496,0.000,0.000,0.352,0.352,0.000,0.000,0.066,0.000,0.000,0.000,0.352,0.000,0.000,0.066,0.000,0.000,0.000,0.352,0.000,0.000,0.066,4.107,3.305,-81.279,2059439127800,1,0.000
10.644,2059439127856,4,4.194,3.406,-82.354,0.290,-0.006,0.244,2.488,0.000,0.000,0.350,0.000,0.000,0.000,2.488,0.000,0.000,0.350,0.000,0.000,0.000,2.488,0.000,0.000,0.350,0.350,0.000,0.000,0.066,0.000,0.000,0.000,0.350,0.000,0.000,0.066,0.000,0.000,0.000,0.350,0.000,0.000,0.066,4.119,3.305,-81.404,2059439127800,1,0.000
10.677,2059439127856,4,4.203,3.405,-82.336,0.289,-0.006,0.246,2.481,0.000,0.000,0.348,0.000,0.000,0.000,2.481,0.000,0.000,0.348,0.000,0.000,0.000,2.481,0.000,0.000,0.348,0.348,0.000,0.000,0.065,0.000,0.000,0.000,0.348,0.000,0.000,0.065,0.000,0.000,0.000,0.348,0.000,0.000,0.065,4.131,3.306,-81.528,2059439127800,1,0.000
10.711,2059439127856,4,4.212,3.403,-82.320,0.289,-0.006,0.247,2.473,0.000,0.000,0.346,0.000,0.000,0.000,2.473,0.000,0.000,0.346,0.000,0.000,0.000,2.473,0.000,0.000,0.346,0.346,0.000,0.000,0.065,0.000,0.000,0.000,0.346,0.000,0.000,0.065,0.000,0.000,0.000,0.346,0.000,0.000,0.065,4.145,3.309,-81.670,2059439127800,1,0.000
10.744,2059439127856,4,4.221,3.402,-82.305,0.289,-0.006,0.248,2.465,0.000,0.000,0.344,0.000,0.000,0.000,2.465,0.000,0.000,0.344,0.000,0.000,0.000,2.465,0.000,0.000,0.344,0.344,0.000,0.000,0.064,0.000,0.000,0.000,0.344,0.000,0.000,0.064,0.000,0.000,0.000,0.344,0.000,0.000,0.064,4.156,3.314,-81.793,2059439127800,1,0.000
10.777,2059439127856,4,4.229,3.401,-82.290,0.289,-0.007,0.249,2.458,0.000,0.000,0.342,0.000,0.000,0.000,2.458,0.000,0.000,0.342,0.000,0.000,0.000,2.458,0.000,0.000,0.342,0.342,0.000,0.000,0.063,0.000,0.000,0.000,0.342,0.000,0.000,0.063,0.000,0.000,0.000,0.342,0.000,0.000,0.063,4.159,3.309,-81.753,2059439127800,1,0.000
10.811,2059439127856,4,4.238,3.399,-82.275,0.289,-0.007,0.250,2.450,0.000,0.000,0.339,0.000,0.000,0.000,2.450,0.000,0.000,0.339,0.000,0.000,0.000,2.450,0.000,0.000,0.339,0.339,0.000,0.000,0.063,0.000,0.000,0.000,0.339,0.000,0.000,0.063,0.000,0.000,0.000,0.339,0.000,0.000,0.063,4.165,3.305,-81.751,2059439127800,1,0.000
10.844,2059439127856,4,4.247,3.398,-82.261,0.289,-0.007,0.250,2.443,0.000,0.000,0.337,0.000,0.000,0.000,2.443,0.000,0.000,0.337,0.000,0.000,0.000,2.443,0.000,0.000,0.337,0.337,0.000,0.000,0.062,0.000,0.000,0.000,0.337,0.000,0.000,0.062,0.000,0.000,0.000,0.337,0.000,0.000,0.062,4.171,3.299,-81.734,2059439127800,1,0.000
10.878,2059439127856,4,4.255,3.396,-82.246,0.289,-0.007,0.251,2.435,0.000,0.000,0.335,0.000,0.000,0.000,2.435,0.000,0.000,0.335,0.000,0.000,0.000,2.435,0.000,0.000,0.335,0.335,0.000,0.000,0.062,0.000,0.000,0.000,0.335,0.000,0.000,0.062,0.000,0.000,0.000,0.335,0.000,0.000,0.062,4.178,3.292,-81.724,2059439127800,1,0.000
10.911,2059439127856,4,4.264,3.395,-82.231,0.289,-0.007,0.252,2.428,0.000,0.000,0.333,0.000,0.000,0.000,2.428,0.000,0.000,0.333,0.000,0.000,0.000,2.428,0.000,0.000,0.333,0.333,0.000,0.000,0.061,0.000,0.000,0.000,0.333,0.000,0.000,0.061,0.000,0.000,0.000,0.333,0.000,0.000,0.061,4.182,3.281,-81.684,2059439127800,1,0.000
10.944,2059439127856,4,4.273,3.393,-82.216,0.288,-0.008,0.253,2.421,0.000,0.000,0.331,0.000,0.000,0.000,2.421,0.000,0.000,0.331,0.000,0.000,0.000,2.421,0.000,0.000,0.331,0.331,0.000,0.000,0.061,0.000,0.000,0.000,0.331,0.000,0.000,0.061,0.000,0.000,0.000,0.331,0.000,0.000,0.061,4.185,3.273,-81.670,2059439127800,1,0.000
10.978,2059439127856,4,4.281,3.391,-82.199,0.288,-0.008,0.254,2.413,0.000,0.000,0.329,0.000,0.000,0.000,2.413,0.000,0.000,0.329,0.000,0.000,0.000,2.413,0.000,0.000,0.329,0.329,0.000,0.000,0.060,0.000,0.000,0.000,0.329,0.000,0.000,0.060,0.000,0.000,0.000,0.329,0.000,0.000,0.060,4.179,3.269,-81.500,2059439127800,1,0.000
