time,id,class_id,x,y,z,vx,vy,vz,sigma_00,sigma_01,sigma_02,sigma_03,sigma_04,sigma_05,sigma_10,sigma_11,sigma_12,sigma_13,sigma_14,sigma_15,sigma_20,sigma_21,sigma_22,sigma_23,sigma_24,sigma_25,sigma_30,sigma_31,sigma_32,sigma_33,sigma_34,sigma_35,sigma_40,sigma_41,sigma_42,sigma_43,sigma_44,sigma_45,sigma_50,sigma_51,sigma_52,sigma_53,sigma_54,sigma_55,x_pattern,y_pattern,z_pattern,pattern,status,collision_p
6.607,2059439127856,4,3.131,3.456,-83.942,0.318,0.001,0.067,3.990,0.000,0.000,0.904,0.000,0.000,0.000,3.990,0.000,0.000,0.904,0.000,0.000,0.000,3.990,0.000,0.000,0.904,0.904,0.000,0.000,0.274,0.000,0.000,0.000,0.904,0.000,0.000,0.274,0.000,0.000,0.000,0.904,0.000,0.000,0.274,3.164,3.411,-83.282,2059439127800,1,0.000
6.640,2059439127856,4,3.142,3.455,-83.929,0.318,0.001,0.070,3.970,0.000,0.000,0.895,0.000,0.000,0.000,3.970,0.000,0.000,0.895,0.000,0.000,0.000,3.970,0.000,0.000,0.895,0.895,0.000,0.000,0.269,0.000,0.000,0.000,0.895,0.000,0.000,0.269,0.000,0.000,0.000,0.895,0.000,0.000,0.269,3.173,3.416,-83.371,2059439127800,1,0.000
6.673,2059439127856,4,3.154,3.454,-83.917,0.318,0.001,0.072,3.950,0.000,0.000,0.886,0.000,0.000,0.000,3.950,0.000,0.000,0.886,0.000,0.000,0.000,3.950,0.000,0.000,0.886,0.886,0.000,0.000,0.265,0.000,0.000,0.000,0.886,0.000,0.000,0.265,0.000,0.000,0.000,0.886,0.000,0.000,0.265,3.184,3.422,-83.456,2059439127800,1,0.000
6.707,2059439127856,4,3.165,3.454,-83.907,0.318,0.001,0.074,3.931,0.000,0.000,0.877,0.000,0.000,0.000,3.931,0.000,0.000,0.877,0.000,0.000,0.000,3.931,0.000,0.000,0.877,0.877,0.000,0.000,0.262,0.000,0.000,0.000,0.877,0.000,0.000,0.262,0.000,0.000,0.000,0.877,0.000,0.000,0.262,3.193,3.426,-83.502,2059439127800,1,0.000
6.740,2059439127856,4,3.176,3.453,-83.897,0.318,0.001,0.075,3.912,0.000,0.000,0.868,0.000,0.000,0.000,3.912,0.000,0.000,0.868,0.000,0.000,0.000,3.912,0.000,0.000,0.868,0.868,0.000,0.000,0.258,0.000,0.000,0.000,0.868,0.000,0.000,0.258,0.000,0.000,0.000,0.868,0.000,0.000,0.258,3.203,3.428,-83.557,2059439127800,1,0.000
6.773,2059439127856,4,3.187,3.453,-83.891,0.318,0.001,0.076,3.893,0.000,0.000,0.860,0.000,0.000,0.000,3.893,0.000,0.000,0.860,0.000,0.000,0.000,3.893,0.000,0.000,0.860,0.860,0.000,0.000,0.254,0.000,0.000,0.000,0.860,0.000,0.000,0.254,0.000,0.000,0.000,0.860,0.000,0.000,0.254,3.217,3.432,-83.703,2059439127800,1,0.000
6.807,2059439127856,4,3.198,3.453,-83.887,0.318,0.001,0.076,3.874,0.000,0.000,0.852,0.000,0.000,0.000,3.874,0.000,0.000,0.852,0.000,0.000,0.000,3.874,0.000,0.000,0.852,0.852,0.000,0.000,0.250,0.000,0.000,0.000,0.852,0.000,0.000,0.250,0.000,0.000,0.000,0.852,0.000,0.000,0.250,3.229,3.437,-83.813,2059439127800,1,0.000
6.840,2059439127856,4,3.210,3.453,-83.886,0.319,0.001,0.076,3.855,0.000,0.000,0.843,0.000,0.000,0.000,3.855,0.000,0.000,0.843,0.000,0.000,0.000,3.855,0.000,0.000,0.843,0.843,0.000,0.000,0.247,0.000,0.000,0.000,0.843,0.000,0.000,0.247,0.000,0.000,0.000,0.843,0.000,0.000,0.247,3.243,3.443,-83.942,2059439127800,1,0.000
6.874,2059439127856,4,3.221,3.452,-83.886,0.319,0.001,0.076,3.837,0.000,0.000,0.835,0.000,0.000,0.000,3.837,0.000,0.000,0.835,0.000,0.000,0.000,3.837,0.000,0.000,0.835,0.835,0.000,0.000,0.243,0.000,0.000,0.000,0.835,0.000,0.000,0.243,0.000,0.000,0.000,0.835,0.000,0.000,0.243,3.254,3.448,-84.009,2059439127800,1,0.000
6.907,2059439127856,4,3.232,3.452,-83.885,0.319,0.001,0.075,3.819,0.000,0.000,0.827,0.000,0.000,0.000,3.819,0.000,0.000,0.827,0.000,0.000,0.000,3.819,0.000,0.000,0.827,0.827,0.000,0.000,0.240,0.000,0.000,0.000,0.827,0.000,0.000,0.240,0.000,0.000,0.000,0.827,0.000,0.000,0.240,3.262,3.450,-83.982,2059439127800,1,0.000
6.940,2059439127856,4,3.243,3.452,-83.884,0.319,0.001,0.075,3.800,0.000,0.000,0.819,0.000,0.000,0.000,3.800,0.000,0.000,0.819,0.000,0.000,0.000,3.800,0.000,0.000,0.819,0.819,0.000,0.000,0.236,0.000,0.000,0.000,0.819,0.000,0.000,0.236,0.000,0.000,0.000,0.819,0.000,0.000,0.236,3.268,3.449,-83.949,2059439127800,1,0.000
6.974,2059439127856,4,3.254,3.452,-83.882,0.319,0.001,0.075,3.782,0.000,0.000,0.812,0.000,0.000,0.000,3.782,0.000,0.000,0.812,0.000,0.000,0.000,3.782,0.000,0.000,0.812,0.812,0.000,0.000,0.233,0.000,0.000,0.000,0.812,0.000,0.000,0.233,0.000,0.000,0.000,0.812,0.000,0.000,0.233,3.274,3.450,-83.927,2059439127800,1,0.000
7.007,2059439127856,4,3.265,3.452,-83.881,0.319,0.001,0.075,3.765,0.000,0.000,0.804,0.000,0.000,0.000,3.765,0.000,0.000,0.804,0.000,0.000,0.000,3.765,0.000,0.000,0.804,0.804,0.000,0.000,0.229,0.000,0.000,0.000,0.804,0.000,0.000,0.229,0.000,0.000,0.000,0.804,0.000,0.000,0.229,3.278,3.451,-83.933,2059439127800,1,0.000
7.040,2059439127856,4,3.276,3.452,-83.880,0.319,0.001,0.074,3.747,0.000,0.000,0.796,0.000,0.000,0.000,3.747,0.000,0.000,0.796,0.000,0.000,0.000,3.747,0.000,0.000,0.796,0.796,0.000,0.000,0.226,0.000,0.000,0.000,0.796,0.000,0.000,0.226,0.000,0.000,0.000,0.796,0.000,0.000,0.226,3.285,3.452,-83.972,2059439127800,1,0.000
7.074,2059439127856,4,3.287,3.452,-83.880,0.319,0.001,0.074,3.730,0.000,0.000,0.789,0.000,0.000,0.000,3.730,0.000,0.000,0.789,0.000,0.000,0.000,3.730,0.000,0.000,0.789,0.789,0.000,0.000,0.223,0.000,0.000,0.000,0.789,0.000,0.000,0.223,0.000,0.000,0.000,0.789,0.000,0.000,0.223,3.294,3.453,-84.013,2059439127800,1,0.000
7.107,2059439127856,4,3.297,3.452,-83.880,0.319,0.001,0.073,3.712,0.000,0.000,0.782,0.000,0.000,0.000,3.712,0.000,0.000,0.782,0.000,0.000,0.000,3.712,0.000,0.000,0.782,0.782,0.000,0.000,0.220,0.000,0.000,0.000,0.782,0.000,0.000,0.220,0.000,0.000,0.000,0.782,0.000,0.000,0.220,3.299,3.455,-83.989,2059439127800,1,0.000
7.140,2059439127856,4,3.308,3.453,-83.878,0.319,0.001,0.073,3.695,0.000,0.000,0.774,0.000,0.000,0.000,3.695,0.000,0.000,0.774,0.000,0.000,0.000,3.695,0.000,0.000,0.774,0.774,0.000,0.000,0.217,0.000,0.000,0.000,0.774,0.000,0.000,0.217,0.000,0.000,0.000,0.774,0.000,0.000,0.217,3.302,3.454,-83.927,2059439127800,1,0.000
7.174,2059439127856,4,3.318,3.453,-83.876,0.319,0.001,0.073,3.678,0.000,0.000,0.767,0.000,0.000,0.000,3.678,0.000,0.000,0.767,0.000,0.000,0.000,3.678,0.000,0.000,0.767,0.767,0.000,0.000,0.214,0.000,0.000,0.000,0.767,0.000,0.000,0.214,0.000,0.000,0.000,0.767,0.000,0.000,0.214,3.307,3.454,-83.920,2059439127800,1,0.000
7.207,2059439127856,4,3.329,3.453,-83.875,0.319,0.001,0.073,3.661,0.000,0.000,0.760,0.000,0.000,0.000,3.661,0.000,0.000,0.760,0.000,0.000,0.000,3.661,0.000,0.000,0.760,0.760,0.000,0.000,0.211,0.000,0.000,0.000,0.760,0.000,0.000,0.211,0.000,0.000,0.000,0.760,0.000,0.000,0.211,3.310,3.454,-83.919,2059439127800,1,0.000
7.241,2059439127856,4,3.339,3.453,-83.873,0.319,0.001,0.072,3.645,0.000,0.000,0.753,0.000,0.000,0.000,3.645,0.000,0.000,0.753,0.000,0.000,0.000,3.645,0.000,0.000,0.753,0.753,0.000,0.000,0.208,0.000,0.000,0.000,0.753,0.000,0.000,0.208,0.000,0.000,0.000,0.753,0.000,0.000,0.208,3.312,3.455,-83.926,2059439127800,1,0.000
7.274,2059439127856,4,3.349,3.453,-83.873,0.319,0.001,0.072,3.628,0.000,0.000,0.746,0.000,0.000,0.000,3.628,0.000,0.000,0.746,0.000,0.000,0.000,3.628,0.000,0.000,0.746,0.746,0.000,0.000,0.205,0.000,0.000,0.000,0.746,0.000,0.000,0.205,0.000,0.000,0.000,0.746,0.000,0.000,0.205,3.315,3.454,-83.962,2059439127800,1,0.000
7.307,2059439127856,4,3.359,3.453,-83.872,0.319,0.001,0.072,3.612,0.000,0.000,0.740,0.000,0.000,0.000,3.612,0.000,0.000,0.740,0.000,0.000,0.000,3.612,0.000,0.000,0.740,0.740,0.000,0.000,0.202,0.000,0.000,0.000,0.740,0.000,0.000,0.202,0.000,0.000,0.000,0.740,0.000,0.000,0.202,3.319,3.453,-83.999,2059439127800,1,0.000
7.341,2059439127856,4,3.369,3.453,-83.873,0.318,0.001,0.071,3.595,0.000,0.000,0.733,0.000,0.000,0.000,3.595,0.000,0.000,0.733,0.000,0.000,0.000,3.595,0.000,0.000,0.733,0.733,0.000,0.000,0.200,0.000,0.000,0.000,0.733,0.000,0.000,0.200,0.000,0.000,0.000,0.733,0.000,0.000,0.200,3.322,3.453,-84.019,2059439127800,1,0.000
7.374,2059439127856,4,3.378,3.453,-83.873,0.318,0.001,0.071,3.579,0.000,0.000,0.726,0.000,0.000,0.000,3.579,0.000,0.000,0.726,0.000,0.000,0.000,3.579,0.000,0.000,0.726,0.726,0.000,0.000,0.197,0.000,0.000,0.000,0.726,0.000,0.000,0.197,0.000,0.000,0.000,0.726,0.000,0.000,0.197,3.324,3.456,-84.026,2059439127800,1,0.000
7.407,2059439127856,4,3.388,3.453,-83.873,0.318,0.001,0.070,3.563,0.000,0.000,0.720,0.000,0.000,0.000,3.563,0.000,0.000,0.720,0.000,0.000,0.000,3.563,0.000,0.000,0.720,0.720,0.000,0.000,0.194,0.000,0.000,0.000,0.720,0.000,0.000,0.194,0.000,0.000,0.000,0.720,0.000,0.000,0.194,3.327,3.456,-84.020,2059439127800,1,0.000
7.441,2059439127856,4,3.397,3.453,-83.873,0.318,0.001,0.070,3.548,0.000,0.000,0.714,0.000,0.000,0.000,3.548,0.000,0.000,0.714,0.000,0.000,0.000,3.548,0.000,0.000,0.714,0.714,0.000,0.000,0.192,0.000,0.000,0.000,0.714,0.000,0.000,0.192,0.000,0.000,0.000,0.714,0.000,0.000,0.192,3.329,3.453,-83.997,2059439127800,1,0.000
7.474,2059439127856,4,3.406,3.453,-83.874,0.318,0.001,0.069,3.532,0.000,0.000,0.707,0.000,0.000,0.000,3.532,0.000,0.000,0.707,0.000,0.000,0.000,3.532,0.000,0.000,0.707,0.707,0.000,0.000,0.189,0.000,0.000,0.000,0.707,0.000,0.000,0.189,0.000,0.000,0.000,0.707,0.000,0.000,0.189,3.335,3.455,-84.050,2059439127800,1,0.000
7.508,2059439127856,4,3.416,3.453,-83.876,0.317,0.001,0.068,3.516,0.000,0.000,0.701,0.000,0.000,0.000,3.516,0.000,0.000,0.701,0.000,0.000,0.000,3.516,0.000,0.000,0.701,0.701,0.000,0.000,0.187,0.000,0.000,0.000,0.701,0.000,0.000,0.187,0.000,0.000,0.000,0.701,0.000,0.000,0.187,3.339,3.454,-84.089,2059439127800,1,0.000
7.541,2059439127856,4,3.425,3.453,-83.878,0.317,0.001,0.067,3.501,0.000,0.000,0.695,0.000,0.000,0.000,3.501,0.000,0.000,0.695,0.000,0.000,0.000,3.501,0.000,0.000,0.695,0.695,0.000,0.000,0.184,0.000,0.000,0.000,0.695,0.000,0.000,0.184,0.000,0.000,0.000,0.695,0.000,0.000,0.184,3.343,3.456,-84.144,2059439127800,1,0.000
7.574,2059439127856,4,3.434,3.453,-83.878,0.317,0.001,0.067,3.486,0.000,0.000,0.689,0.000,0.000,0.000,3.486,0.000,0.000,0.689,0.000,0.000,0.000,3.486,0.000,0.000,0.689,0.689,0.000,0.000,0.182,0.000,0.000,0.000,0.689,0.000,0.000,0.182,0.000,0.000,0.000,0.689,0.000,0.000,0.182,3.337,3.452,-83.981,2059439127800,1,0.000
7.608,2059439127856,4,3.442,3.453,-83.878,0.316,0.001,0.066,3.471,0.000,0.000,0.683,0.000,0.000,0.000,3.471,0.000,0.000,0.683,0.000,0.000,0.000,3.471,0.000,0.000,0.683,0.683,0.000,0.000,0.180,0.000,0.000,0.000,0.683,0.000,0.000,0.180,0.000,0.000,0.000,0.683,0.000,0.000,0.180,3.337,3.456,-83.995,2059439127800,1,0.000
7.641,2059439127856,4,3.451,3.453,-83.877,0.316,0.001,0.066,3.456,0.000,0.000,0.677,0.000,0.000,0.000,3.456,0.000,0.000,0.677,0.000,0.000,0.000,3.456,0.000,0.000,0.677,0.677,0.000,0.000,0.177,0.000,0.000,0.000,0.677,0.000,0.000,0.177,0.000,0.000,0.000,0.677,0.000,0.000,0.177,3.338,3.458,-83.979,2059439127800,1,0.000
7.674,2059439127856,4,3.459,3.453,-83.876,0.315,0.001,0.066,3.441,0.000,0.000,0.671,0.000,0.000,0.000,3.441,0.000,0.000,0.671,0.000,0.000,0.000,3.441,0.000,0.000,0.671,0.671,0.000,0.000,0.175,0.000,0.000,0.000,0.671,0.000,0.000,0.175,0.000,0.000,0.000,0.671,0.000,0.000,0.175,3.342,3.457,-83.922,2059439127800,1,0.000
7.708,2059439127856,4,3.468,3.453,-83.875,0.315,0.001,0.066,3.426,0.000,0.000,0.665,0.000,0.000,0.000,3.426,0.000,0.000,0.665,0.000,0.000,0.000,3.426,0.000,0.000,0.665,0.665,0.000,0.000,0.173,0.000,0.000,0.000,0.665,0.000,0.000,0.173,0.000,0.000,0.000,0.665,0.000,0.000,0.173,3.346,3.457,-83.929,2059439127800,1,0.000
7.741,2059439127856,4,3.476,3.454,-83.874,0.315,0.001,0.065,3.411,0.000,0.000,0.660,0.000,0.000,0.000,3.411,0.000,0.000,0.660,0.000,0.000,0.000,3.411,0.000,0.000,0.660,0.660,0.000,0.000,0.170,0.000,0.000,0.000,0.660,0.000,0.000,0.170,0.000,0.000,0.000,0.660,0.000,0.000,0.170,3.352,3.458,-83.974,2059439127800,1,0.000
7.774,2059439127856,4,3.484,3.454,-83.875,0.314,0.001,0.065,3.397,0.000,0.000,0.654,0.000,0.000,0.000,3.397,0.000,0.000,0.654,0.000,0.000,0.000,3.397,0.000,0.000,0.654,0.654,0.000,0.000,0.168,0.000,0.000,0.000,0.654,0.000,0.000,0.168,0.000,0.000,0.000,0.654,0.000,0.000,0.168,3.359,3.459,-84.052,2059439127800,1,0.000
7.808,2059439127856,4,3.493,3.454,-83.877,0.314,0.001,0.064,3.383,0.000,0.000,0.648,0.000,0.000,0.000,3.383,0.000,0.000,0.648,0.000,0.000,0.000,3.383,0.000,0.000,0.648,0.648,0.000,0.000,0.166,0.000,0.000,0.000,0.648,0.000,0.000,0.166,0.000,0.000,0.000,0.648,0.000,0.000,0.166,3.366,3.463,-84.117,2059439127800,1,0.000
7.841,2059439127856,4,3.501,3.454,-83.880,0.313,0.001,0.063,3.368,0.000,0.000,0.643,0.000,0.000,0.000,3.368,0.000,0.000,0.643,0.000,0.000,0.000,3.368,0.000,0.000,0.643,0.643,0.000,0.000,0.164,0.000,0.000,0.000,0.643,0.000,0.000,0.164,0.000,0.000,0.000,0.643,0.000,0.000,0.164,3.371,3.467,-84.159,2059439127800,1,0.000
7.875,2059439127856,4,3.509,3.454,-83.882,0.313,0.001,0.062,3.354,0.000,0.000,0.638,0.000,0.000,0.000,3.354,0.000,0.000,0.638,0.000,0.000,0.000,3.354,0.000,0.000,0.638,0.638,0.000,0.000,0.162,0.000,0.000,0.000,0.638,0.000,0.000,0.162,0.000,0.000,0.000,0.638,0.000,0.000,0.162,3.374,3.470,-84.157,2059439127800,1,0.000
7.908,2059439127856,4,3.517,3.455,-83.885,0.312,0.001,0.061,3.340,0.000,0.000,0.632,0.000,0.000,0.000,3.340,0.000,0.000,0.632,0.000,0.000,0.000,3.340,0.000,0.000,0.632,0.632,0.000,0.000,0.160,0.000,0.000,0.000,0.632,0.000,0.000,0.160,0.000,0.000,0.000,0.632,0.000,0.000,0.160,3.379,3.471,-84.152,2059439127800,1,0.000
7.941,2059439127856,4,3.525,3.455,-83.887,0.312,0.001,0.061,3.326,0.000,0.000,0.627,0.000,0.000,0.000,3.326,0.000,0.000,0.627,0.000,0.000,0.000,3.326,0.000,0.000,0.627,0.627,0.000,0.000,0.158,0.000,0.000,0.000,0.627,0.000,0.000,0.158,0.000,0.000,0.000,0.627,0.000,0.000,0.158,3.384,3.471,-84.132,2059439127800,1,0.000
7.975,2059439127856,4,3.533,3.455,-83.889,0.312,0.001,0.060,3.313,0.000,0.000,0.622,0.000,0.000,0.000,3.313,0.000,0.000,0.622,0.000,0.000,0.000,3.313,0.000,0.000,0.622,0.622,0.000,0.000,0.156,0.000,0.000,0.000,0.622,0.000,0.000,0.156,0.000,0.000,0.000,0.622,0.000,0.000,0.156,3.387,3.471,-84.118,2059439127800,1,0.000
8.008,2059439127856,4,3.541,3.456,-83.891,0.311,0.001,0.059,3.299,0.000,0.000,0.617,0.000,0.000,0.000,3.299,0.000,0.000,0.617,0.000,0.000,0.000,3.299,0.000,0.000,0.617,0.617,0.000,0.000,0.154,0.000,0.000,0.000,0.617,0.000,0.000,0.154,0.000,0.000,0.000,0.617,0.000,0.000,0.154,3.393,3.472,-84.146,2059439127800,1,0.000
8.041,2059439127856,4,3.549,3.456,-83.894,0.311,0.001,0.058,3.285,0.000,0.000,0.612,0.000,0.000,0.000,3.285,0.000,0.000,0.612,0.000,0.000,0.000,3.285,0.000,0.000,0.612,0.612,0.000,0.000,0.152,0.000,0.000,0.000,0.612,0.000,0.000,0.152,0.000,0.000,0.000,0.612,0.000,0.000,0.152,3.398,3.473,-84.197,2059439127800,1,0.000
8.075,2059439127856,4,3.557,3.456,-83.897,0.310,0.001,0.057,3.272,0.000,0.000,0.607,0.000,0.000,0.000,3.272,0.000,0.000,0.607,0.000,0.000,0.000,3.272,0.000,0.000,0.607,0.607,0.000,0.000,0.150,0.000,0.000,0.000,0.607,0.000,0.000,0.150,0.000,0.000,0.000,0.607,0.000,0.000,0.150,3.401,3.474,-84.188,2059439127800,1,0.000
8.108,2059439127856,4,3.564,3.457,-83.899,0.310,0.001,0.056,3.259,0.000,0.000,0.602,0.000,0.000,0.000,3.259,0.000,0.000,0.602,0.000,0.000,0.000,3.259,0.000,0.000,0.602,0.602,0.000,0.000,0.148,0.000,0.000,0.000,0.602,0.000,0.000,0.148,0.000,0.000,0.000,0.602,0.000,0.000,0.148,3.404,3.474,-84.173,2059439127800,1,0.000
8.141,2059439127856,4,3.572,3.457,-83.902,0.309,0.001,0.056,3.245,0.000,0.000,0.597,0.000,0.000,0.000,3.245,0.000,0.000,0.597,0.000,0.000,0.000,3.245,0.000,0.000,0.597,0.597,0.000,0.000,0.147,0.000,0.000,0.000,0.597,0.000,0.000,0.147,0.000,0.000,0.000,0.597,0.000,0.000,0.147,3.407,3.473,-84.162,2059439127800,1,0.000
8.175,2059439127856,4,3.580,3.457,-83.904,0.309,0.001,0.055,3.232,0.000,0.000,0.592,0.000,0.000,0.000,3.232,0.000,0.000,0.592,0.000,0.000,0.000,3.232,0.000,0.000,0.592,0.592,0.000,0.000,0.145,0.000,0.000,0.000,0.592,0.000,0.000,0.145,0.000,0.000,0.000,0.592,0.000,0.000,0.145,3.410,3.473,-84.176,2059439127800,1,0.000
8.208,2059439127856,4,3.587,3.457,-83.906,0.308,0.001,0.054,3.219,0.000,0.000,0.587,0.000,0.000,0.000,3.219,0.000,0.000,0.587,0.000,0.000,0.000,3.219,0.000,0.000,0.587,0.587,0.000,0.000,0.143,0.000,0.000,0.000,0.587,0.000,0.000,0.143,0.000,0.000,0.000,0.587,0.000,0.000,0.143,3.408,3.468,-84.082,2059439127800,1,0.000
8.242,2059439127856,4,3.594,3.458,-83.906,0.308,0.001,0.054,3.206,0.000,0.000,0.582,0.000,0.000,0.000,3.206,0.000,0.000,0.582,0.000,0.000,0.000,3.206,0.000,0.000,0.582,0.582,0.000,0.000,0.141,0.000,0.000,0.000,0.582,0.000,0.000,0.141,0.000,0.000,0.000,0.582,0.000,0.000,0.141,3.408,3.463,-84.019,2059439127800,1,0.000
8.275,2059439127856,4,3.601,3.458,-83.905,0.307,0.001,0.054,3.194,0.000,0.000,0.578,0.000,0.000,0.000,3.194,0.000,0.000,0.578,0.000,0.000,0.000,3.194,0.000,0.000,0.578,0.578,0.000,0.000,0.140,0.000,0.000,0.000,0.578,0.000,0.000,0.140,0.000,0.000,0.000,0.578,0.000,0.000,0.140,3.406,3.458,-83.956,2059439127800,1,0.000
8.308,2059439127856,4,3.608,3.458,-83.902,0.306,0.001,0.054,3.181,0.000,0.000,0.573,0.000,0.000,0.000,3.181,0.000,0.000,0.573,0.000,0.000,0.000,3.181,0.000,0.000,0.573,0.573,0.000,0.000,0.138,0.000,0.000,0.000,0.573,0.000,0.000,0.138,0.000,0.000,0.000,0.573,0.000,0.000,0.138,3.405,3.455,-83.876,2059439127800,1,0.000
8.342,2059439127856,4,3.615,3.457,-83.897,0.306,0.001,0.055,3.168,0.000,0.000,0.569,0.000,0.000,0.000,3.168,0.000,0.000,0.569,0.000,0.000,0.000,3.168,0.000,0.000,0.569,0.569,0.000,0.000,0.136,0.000,0.000,0.000,0.569,0.000,0.000,0.136,0.000,0.000,0.000,0.569,0.000,0.000,0.136,3.398,3.445,-83.642,2059439127800,1,0.000
8.375,2059439127856,4,3.622,3.457,-83.890,0.305,0.001,0.055,3.156,0.000,0.000,0.564,0.000,0.000,0.000,3.156,0.000,0.000,0.564,0.000,0.000,0.000,3.156,0.000,0.000,0.564,0.564,0.000,0.000,0.135,0.000,0.000,0.000,0.564,0.000,0.000,0.135,0.000,0.000,0.000,0.564,0.000,0.000,0.135,3.399,3.442,-83.579,2059439127800,1,0.000
8.408,2059439127856,4,3.628,3.457,-83.882,0.304,0.001,0.057,3.143,0.000,0.000,0.560,0.000,0.000,0.000,3.143,0.000,0.000,0.560,0.000,0.000,0.000,3.143,0.000,0.000,0.560,0.560,0.000,0.000,0.133,0.000,0.000,0.000,0.560,0.000,0.000,0.133,0.000,0.000,0.000,0.560,0.000,0.000,0.133,3.398,3.440,-83.491,2059439127800,1,0.000
8.442,2059439127856,4,3.634,3.456,-83.865,0.304,0.001,0.059,3.131,0.000,0.000,0.555,0.000,0.000,0.000,3.131,0.000,0.000,0.555,0.000,0.000,0.000,3.131,0.000,0.000,0.555,0.555,0.000,0.000,0.132,0.000,0.000,0.000,0.555,0.000,0.000,0.132,0.000,0.000,0.000,0.555,0.000,0.000,0.132,3.379,3.404,-82.938,2059439127800,1,0.000
8.475,2059439127856,4,3.640,3.455,-83.847,0.303,0.001,0.062,3.119,0.000,0.000,0.551,0.000,0.000,0.000,3.119,0.000,0.000,0.551,0.000,0.000,0.000,3.119,0.000,0.000,0.551,0.551,0.000,0.000,0.130,0.000,0.000,0.000,0.551,0.000,0.000,0.130,0.000,0.000,0.000,0.551,0.000,0.000,0.130,3.380,3.400,-82.856,2059439127800,1,0.000
8.509,2059439127856,4,3.646,3.455,-83.829,0.302,0.001,0.065,3.107,0.000,0.000,0.547,0.000,0.000,0.000,3.107,0.000,0.000,0.547,0.000,0.000,0.000,3.107,0.000,0.000,0.547,0.547,0.000,0.000,0.128,0.000,0.000,0.000,0.547,0.000,0.000,0.128,0.000,0.000,0.000,0.547,0.000,0.000,0.128,3.382,3.398,-82.809,2059439127800,1,0.000
8.542,2059439127856,4,3.652,3.454,-83.811,0.302,0.001,0.068,3.095,0.000,0.000,0.542,0.000,0.000,0.000,3.095,0.000,0.000,0.542,0.000,0.000,0.000,3.095,0.000,0.000,0.542,0.542,0.000,0.000,0.127,0.000,0.000,0.000,0.542,0.000,0.000,0.127,0.000,0.000,0.000,0.542,0.000,0.000,0.127,3.385,3.400,-82.818,2059439127800,1,0.000
8.575,2059439127856,4,3.658,3.453,-83.794,0.301,0.000,0.070,3.083,0.000,0.000,0.538,0.000,0.000,0.000,3.083,0.000,0.000,0.538,0.000,0.000,0.000,3.083,0.000,0.000,0.538,0.538,0.000,0.000,0.126,0.000,0.000,0.000,0.538,0.000,0.000,0.126,0.000,0.000,0.000,0.538,0.000,0.000,0.126,3.388,3.403,-82.852,2059439127800,1,0.000
8.609,2059439127856,4,3.664,3.452,-83.779,0.300,0.000,0.072,3.071,0.000,0.000,0.534,0.000,0.000,0.000,3.071,0.000,0.000,0.534,0.000,0.000,0.000,3.071,0.000,0.000,0.534,0.534,0.000,0.000,0.124,0.000,0.000,0.000,0.534,0.000,0.000,0.124,0.000,0.000,0.000,0.534,0.000,0.000,0.124,3.393,3.409,-82.917,2059439127800,1,0.000
8.642,2059439127856,4,3.670,3.452,-83.764,0.299,0.000,0.075,3.059,0.000,0.000,0.530,0.000,0.000,0.000,3.059,0.000,0.000,0.530,0.000,0.000,0.000,3.059,0.000,0.000,0.530,0.530,0.000,0.000,0.123,0.000,0.000,0.000,0.530,0.000,0.000,0.123,0.000,0.000,0.000,0.530,0.000,0.000,0.123,3.400,3.415,-82.988,2059439127800,1,0.000
8.675,2059439127856,4,3.675,3.451,-83.751,0.299,0.000,0.076,3.048,0.000,0.000,0.526,0.000,0.000,0.000,3.048,0.000,0.000,0.526,0.000,0.000,0.000,3.048,0.000,0.000,0.526,0.526,0.000,0.000,0.121,0.000,0.000,0.000,0.526,0.000,0.000,0.121,0.000,0.000,0.000,0.526,0.000,0.000,0.121,3.405,3.421,-83.057,2059439127800,1,0.000
8.709,2059439127856,4,3.681,3.451,-83.739,0.298,0.000,0.078,3.036,0.000,0.000,0.522,0.000,0.000,0.000,3.036,0.000,0.000,0.522,0.000,0.000,0.000,3.036,0.000,0.000,0.522,0.522,0.000,0.000,0.120,0.000,0.000,0.000,0.522,0.000,0.000,0.120,0.000,0.000,0.000,0.522,0.000,0.000,0.120,3.413,3.427,-83.148,2059439127800,1,0.000
8.742,2059439127856,4,3.687,3.451,-83.729,0.297,0.000,0.079,3.025,0.000,0.000,0.518,0.000,0.000,0.000,3.025,0.000,0.000,0.518,0.000,0.000,0.000,3.025,0.000,0.000,0.518,0.518,0.000,0.000,0.118,0.000,0.000,0.000,0.518,0.000,0.000,0.118,0.000,0.000,0.000,0.518,0.000,0.000,0.118,3.419,3.429,-83.241,2059439127800,1,0.000
8.775,2059439127856,4,3.693,3.450,-83.721,0.297,-0.000,0.080,3.013,0.000,0.000,0.514,0.000,0.000,0.000,3.013,0.000,0.000,0.514,0.000,0.000,0.000,3.013,0.000,0.000,0.514,0.514,0.000,0.000,0.117,0.000,0.000,0.000,0.514,0.000,0.000,0.117,0.000,0.000,0.000,0.514,0.000,0.000,0.117,3.427,3.434,-83.352,2059439127800,1,0.000
