time,id,x_min_p,x_max_p,y_min_p,y_max_p,x_min_m,x_max_m,y_min_m,y_max_m,x_min_c,x_max_c,y_min_c,y_max_c,distance
33.84,23,645.85,908.09,560.30,736.35,652.00,912.00,564.00,724.00,649.65,910.51,562.59,728.72,14.80
33.84,24,486.78,682.30,384.14,553.38,490.00,690.00,380.00,552.00,488.77,687.06,381.58,552.53,9.41
33.84,22,1012.26,1261.30,457.70,643.97,1009.00,1256.00,448.00,647.00,1010.25,1258.03,451.71,645.84,11.92
33.84,20,766.68,947.16,273.85,426.49,780.00,954.00,278.00,417.00,774.91,951.39,276.42,420.63,18.20
33.84,26,308.20,423.65,179.98,253.54,303.00,418.00,192.00,274.00,304.99,420.16,187.41,266.19,24.94
33.84,25,545.63,665.47,192.77,282.32,542.00,658.00,192.00,282.00,543.39,660.85,192.29,282.12,8.34
33.88,24,491.09,690.79,384.95,558.04,494.00,695.00,388.00,559.00,492.89,693.39,386.83,558.63,6.03
33.88,23,654.25,916.88,569.65,735.38,650.00,922.00,567.00,727.00,651.62,920.04,568.01,730.20,11.03
33.88,22,1015.60,1265.56,456.28,651.59,1007.00,1276.00,453.00,648.00,1010.29,1272.01,454.25,649.37,14.38
33.88,20,778.33,955.81,278.10,423.42,784.00,958.00,281.00,422.00,781.83,957.16,279.89,422.54,6.88
33.88,26,304.24,420.32,187.51,267.12,297.00,423.00,188.00,275.00,299.76,421.98,187.81,271.99,11.04
33.88,25,545.68,663.24,192.71,283.18,545.00,664.00,194.00,285.00,545.26,663.71,193.51,284.31,2.45
33.92,24,495.33,697.30,390.34,564.29,496.00,700.00,395.00,566.00,495.74,698.97,393.22,565.35,5.69
33.92,23,656.17,926.59,575.10,736.68,664.00,933.00,573.00,724.00,661.01,930.55,573.80,728.84,16.36
33.92,22,1015.45,1279.87,458.80,655.09,1014.00,1270.00,461.00,652.00,1014.56,1273.77,460.16,653.18,10.67
33.92,20,785.40,961.66,281.68,425.33,788.00,965.00,285.00,426.00,787.01,963.72,283.73,425.74,5.42
33.92,26,298.81,422.21,187.93,273.15,309.00,430.00,182.00,253.00,305.11,427.02,184.27,260.70,24.61
33.92,25,547.57,666.15,193.96,285.44,546.00,664.00,193.00,285.00,546.60,664.82,193.37,285.17,2.86
33.96,23,665.78,937.30,580.93,735.02,671.00,931.00,584.00,723.00,669.01,933.41,582.83,727.59,14.86
33.96,24,498.25,703.03,396.91,571.16,499.00,696.00,394.00,578.00,498.71,698.68,395.11,575.39,10.26
33.96,22,1019.70,1281.46,464.80,658.88,1024.00,1270.00,468.00,658.00,1022.36,1274.38,466.78,658.34,12.68
33.96,20,790.66,968.33,285.62,428.57,781.00,965.00,282.00,428.00,784.69,966.27,283.38,428.22,10.85
33.96,26,304.38,427.45,184.24,261.39,309.00,434.00,183.00,252.00,307.24,431.50,183.47,255.59,12.41
33.96,25,548.90,667.24,193.81,286.32,559.00,678.00,198.00,288.00,555.14,673.89,196.40,287.36,15.44
34.00,23,673.96,940.06,590.11,733.46,669.00,937.00,593.00,722.00,670.90,938.17,591.90,726.38,13.18
34.00,24,501.28,702.66,398.80,581.49,499.00,697.00,402.00,584.00,499.87,699.16,400.78,583.04,7.33
34.00,22,1027.62,1281.85,471.55,664.07,1031.00,1274.00,468.00,670.00,1029.71,1277.00,469.36,667.74,10.99
34.00,20,788.12,970.83,285.22,431.06,804.00,970.00,286.00,430.00,797.94,970.32,285.70,430.41,15.95
34.00,26,306.60,432.10,183.41,256.07,312.00,433.00,188.00,249.00,309.94,432.66,186.25,251.70,10.05
34.00,25,557.72,676.61,196.95,288.57,557.00,683.00,199.00,289.00,557.28,680.56,198.22,288.84,6.76
34.04,24,502.43,703.07,404.61,589.33,497.00,710.00,413.00,583.00,499.07,707.35,409.80,585.42,13.71
34.04,22,1035.08,1284.33,474.09,673.67,1037.00,1275.00,480.00,680.00,1036.26,1278.57,477.74,677.58,12.87
34.04,23,675.78,944.80,599.34,731.96,678.00,947.00,603.00,720.00,677.15,946.16,601.60,724.57,12.89
34.04,20,801.77,974.88,287.58,433.25,807.00,973.00,292.00,432.00,805.00,973.72,290.31,432.48,7.21
34.04,25,559.88,683.48,198.84,290.09,559.00,690.00,202.00,290.00,559.33,687.51,200.79,290.04,7.30
34.04,26,309.43,433.30,186.29,252.02,304.00,432.00,187.00,276.00,306.07,432.50,186.73,266.84,24.63
34.08,24,501.55,711.51,413.91,591.67,506.00,714.00,415.00,592.00,504.30,713.05,414.58,591.88,5.23
34.08,23,682.15,952.89,609.23,729.82,685.00,950.00,610.00,721.00,683.91,951.10,609.71,724.37,9.74
34.08,22,1041.70,1285.72,482.67,683.74,1038.00,1277.00,482.00,688.00,1039.41,1280.33,482.26,686.37,10.41
34.08,20,809.00,978.26,292.32,435.32,816.00,981.00,292.00,435.00,813.33,979.95,292.12,435.12,7.53
34.08,25,561.95,690.64,201.50,291.32,561.00,695.00,204.00,291.00,561.36,693.33,203.05,291.12,5.12
34.08,26,305.42,433.12,186.79,267.76,306.00,433.00,199.00,276.00,305.78,433.05,194.34,272.85,14.74
34.12,24,506.92,717.34,418.81,598.26,501.00,714.00,418.00,595.00,503.26,715.28,418.31,596.25,7.58
34.12,23,689.02,957.82,617.45,729.37,687.00,948.00,612.00,720.00,687.77,951.75,614.08,723.58,14.76
34.12,22,1044.78,1287.30,487.23,692.70,1050.00,1272.00,491.00,691.00,1048.00,1277.85,489.56,691.65,16.69
34.12,20,817.53,984.58,294.16,437.98,819.00,987.00,297.00,438.00,818.44,986.08,295.91,437.99,4.01
34.12,25,564.00,696.63,203.84,292.43,559.00,698.00,208.00,293.00,560.91,697.48,206.41,292.78,6.67
34.12,26,305.12,433.69,194.70,274.00,301.00,429.00,210.00,279.00,302.58,430.79,204.16,277.09,17.26
34.12,26,302.58,430.79,204.16,277.09,321.00,426.00,198.00,248.00,309.61,428.96,201.81,265.98,31.59
34.16,24,505.78,719.57,422.59,602.67,503.00,717.00,421.00,606.00,504.06,717.98,421.61,604.73,5.29
34.16,22,1053.52,1284.47,494.67,698.00,1057.00,1277.00,495.00,691.00,1055.67,1279.85,494.88,693.67,10.82
34.16,23,692.89,958.26,621.78,728.30,690.00,955.00,616.00,723.00,691.10,956.25,618.21,725.03,8.97
34.16,20,822.72,990.79,298.05,440.87,817.00,990.00,297.00,439.00,819.18,990.30,297.40,439.72,6.16
34.16,25,563.46,700.87,207.33,294.13,560.00,700.00,209.00,294.00,561.32,700.33,208.36,294.05,3.94
34.16,26,309.13,429.43,202.47,266.84,302.00,432.00,202.00,279.00,304.99,430.92,202.20,273.89,14.34
34.20,24,506.55,722.29,425.93,611.36,508.00,726.00,428.00,613.00,507.45,724.58,427.21,612.37,4.78
34.20,20,823.36,995.03,299.54,442.58,822.00,995.00,301.00,449.00,822.52,995.01,300.44,446.55,6.73
34.20,22,1061.29,1286.31,500.06,699.92,1063.00,1277.00,498.00,699.00,1062.35,1280.56,498.78,699.35,9.73
34.20,25,563.81,703.76,209.35,295.43,560.00,707.00,210.00,296.00,561.46,705.76,209.75,295.78,5.08
34.20,26,304.33,431.46,202.87,275.05,309.00,432.00,200.00,281.00,307.19,431.79,201.11,278.70,8.10
34.20,23,696.21,962.72,625.86,729.56,716.00,971.00,634.00,723.00,708.44,967.84,630.89,725.51,23.87
34.24,24,510.01,729.06,431.66,619.16,506.00,731.00,436.00,619.00,507.53,730.26,434.34,619.06,6.22
34.24,22,1068.04,1286.79,503.97,705.64,1069.00,1279.00,500.00,712.00,1068.63,1281.97,501.52,709.57,10.85
34.24,20,826.70,999.77,302.66,449.59,825.00,999.00,307.00,455.00,825.65,999.29,305.34,452.93,7.19
34.24,25,563.88,709.33,210.78,297.20,567.00,708.00,209.00,294.00,565.81,708.51,209.68,295.22,4.99
34.24,23,714.08,974.55,638.82,729.82,737.00,961.00,645.00,723.00,728.24,966.17,642.64,725.61,28.17
34.24,26,306.63,432.36,201.74,280.04,309.00,436.00,200.00,280.00,308.09,434.61,200.67,280.01,4.68
34.24,27,214.00,296.00,175.00,239.00,215.00,294.00,180.00,237.00,211.82,290.72,176.00,234.48,5.83
34.28,24,510.03,734.86,438.98,625.97,508.00,732.00,441.00,627.00,508.78,733.09,440.23,626.61,4.18
34.28,22,1074.38,1288.01,506.66,716.08,1073.00,1283.00,505.00,719.00,1073.53,1284.91,505.63,717.88,6.19
34.28,20,829.82,1004.06,307.69,456.14,832.00,1003.00,308.00,461.00,831.17,1003.40,307.88,459.14,5.44
34.28,25,568.34,712.11,210.69,296.59,563.00,711.00,210.00,298.00,565.04,711.42,210.26,297.46,5.67
34.28,26,307.59,435.28,201.27,281.39,308.00,436.00,210.00,282.00,307.84,435.72,206.67,281.77,8.79
34.28,23,734.52,972.59,650.82,729.68,740.00,963.00,656.00,723.00,737.91,966.66,654.02,725.55,13.91
34.28,27,211.73,290.51,176.04,234.30,217.00,293.00,183.00,239.00,217.14,294.97,182.15,239.58,10.22
34.32,24,511.26,737.71,445.00,633.66,512.00,734.00,447.00,633.00,511.72,735.42,446.24,633.25,4.33
34.32,20,835.43,1008.17,310.28,462.50,832.00,1004.00,308.00,467.00,833.31,1005.59,308.87,465.28,7.39
34.32,22,1079.26,1290.82,510.79,724.53,1077.00,1280.00,509.00,726.00,1077.86,1284.13,509.68,725.44,11.29
34.32,25,567.47,715.06,211.28,298.90,567.00,720.00,208.00,299.00,567.18,718.11,209.25,298.96,5.95
34.32,26,307.34,436.43,207.51,283.20,309.00,437.00,203.00,283.00,308.37,436.78,204.72,283.08,4.84
34.32,27,217.27,294.93,182.44,239.61,216.00,294.00,182.00,239.00,215.10,292.48,181.01,237.71,1.74
34.36,24,514.25,740.02,451.15,640.42,519.00,739.00,451.00,642.00,517.19,739.39,451.06,641.40,5.11
34.36,22,1083.58,1289.75,514.84,732.19,1088.00,1278.00,521.00,725.00,1086.31,1282.49,518.65,727.75,15.73
34.36,25,569.61,721.94,210.22,300.42,573.00,721.00,209.00,297.00,571.71,721.36,209.47,298.31,5.05
34.36,20,837.52,1010.28,311.25,468.79,839.00,1010.00,312.00,472.00,838.44,1010.11,311.71,470.78,3.62
34.36,27,215.15,292.34,181.25,237.66,215.00,299.00,182.00,239.00,215.90,297.61,182.43,239.42,6.84
34.36,26,307.90,437.52,205.48,284.54,310.00,445.00,195.00,284.00,309.20,442.14,199.00,284.21,13.06
34.40,24,519.87,744.04,456.05,648.72,525.00,747.00,455.00,651.00,523.04,745.87,455.40,650.13,6.43
34.40,22,1092.16,1287.79,524.01,734.40,1101.00,1278.00,524.00,725.00,1097.62,1281.74,524.00,728.59,16.20
34.40,25,574.25,725.22,210.42,299.72,572.00,724.00,208.00,300.00,572.86,724.47,208.93,299.89,3.54
34.40,20,842.72,1014.81,314.15,474.41,840.00,1019.00,307.00,466.00,841.04,1017.40,309.73,469.21,12.11
34.40,27,215.98,297.68,182.72,239.44,221.00,299.00,182.00,236.00,218.56,297.77,181.83,236.73,6.27
34.40,26,308.78,443.08,199.52,285.70,307.00,446.00,196.00,289.00,307.68,444.89,197.35,287.74,5.92
34.44,24,525.89,750.67,460.46,657.64,527.00,753.00,464.00,650.00,526.58,752.11,462.65,652.92,8.80
34.44,20,845.28,1022.23,312.02,472.69,838.00,1020.00,310.00,466.00,840.78,1020.85,310.77,468.55,10.33
34.44,22,1103.72,1286.77,529.42,735.07,1106.00,1279.00,526.00,728.00,1105.13,1281.97,527.31,730.70,11.28
34.44,25,575.37,728.37,209.84,301.33,574.00,729.00,207.00,300.00,574.52,728.76,208.09,300.51,3.48
34.44,26,307.22,445.92,197.79,289.35,307.00,450.00,191.00,289.00,307.08,448.44,193.59,289.13,7.93
34.44,27,218.74,297.84,182.10,236.64,215.00,303.00,172.00,239.00,216.76,301.48,176.13,238.46,12.18
34.48,24,529.50,757.05,467.88,660.36,531.00,757.00,473.00,656.00,530.43,757.02,471.05,657.67,6.89
34.48,22,1111.32,1286.75,532.69,737.06,1115.00,1277.00,536.00,725.00,1113.59,1280.73,534.74,729.61,16.28
34.48,20,844.88,1025.65,313.05,471.90,845.00,1022.00,315.00,466.00,844.95,1023.39,314.25,468.25,7.21
34.48,26,306.61,449.61,193.88,290.78,307.00,450.00,192.00,290.00,306.85,449.85,192.72,290.30,2.11
34.48,25,577.03,732.74,208.95,301.94,576.00,728.00,206.00,300.00,576.39,729.81,207.13,300.74,6.00
34.48,27,216.87,301.70,176.18,238.44,216.00,300.00,175.00,239.00,216.13,300.37,175.29,238.56,2.31
34.52,24,533.42,762.03,476.50,665.12,529.00,773.00,486.00,673.00,530.69,768.81,482.37,669.99,17.09
34.52,20,849.08,1028.13,316.60,471.49,850.00,1037.00,320.00,473.00,849.65,1033.61,318.70,472.42,9.66
34.52,22,1119.92,1285.22,540.25,735.72,1117.00,1279.00,541.00,727.00,1118.11,1281.37,540.71,730.33,11.12
34.52,26,306.39,451.06,192.96,291.96,312.00,448.00,198.00,290.00,309.86,449.17,196.08,290.75,8.37
34.52,25,578.89,733.74,207.94,302.15,573.00,728.00,209.00,303.00,575.25,730.19,208.59,302.68,8.34
34.52,27,216.21,300.54,175.29,238.55,218.00,303.00,178.00,239.00,217.44,302.24,177.07,238.96,4.09
34.56,24,533.63,774.17,488.15,677.76,530.00,779.00,482.00,687.00,531.38,777.16,484.35,683.47,12.64
34.56,20,853.82,1038.59,321.17,475.72,855.00,1044.00,325.00,475.00,854.55,1041.93,323.54,475.27,6.78
34.56,22,1124.41,1285.65,546.30,736.26,1117.00,1280.00,555.00,724.00,1119.83,1282.16,551.68,728.68,17.69
34.56,25,577.63,734.04,209.44,304.13,569.00,732.00,211.00,304.00,572.29,732.78,210.40,304.05,9.00
34.56,26,309.53,450.33,196.44,292.41,317.00,457.00,189.00,288.00,314.15,454.45,191.84,289.68,13.23
34.56,27,217.58,302.49,177.14,238.96,223.00,302.00,179.00,239.00,220.85,302.08,178.23,238.90,5.75
34.60,24,534.27,782.73,490.09,691.59,533.00,777.00,491.00,694.00,533.49,779.19,490.65,693.08,6.41
34.60,20,858.77,1047.07,326.13,478.58,859.00,1050.00,325.00,478.00,858.91,1048.88,325.43,478.22,3.20
34.60,25,574.47,736.63,211.31,305.52,577.00,731.00,211.00,303.00,576.03,733.15,211.12,303.96,6.67
34.60,22,1125.99,1286.22,557.54,734.34,1119.00,1277.00,556.00,723.00,1121.67,1280.52,556.59,727.33,16.27
34.60,26,314.00,455.81,192.03,291.27,317.00,454.00,191.00,292.00,315.86,454.69,191.39,291.72,3.72
34.60,27,221.12,302.32,178.35,238.90,226.00,302.00,182.00,239.00,224.19,302.19,180.64,239.01,6.10
34.64,24,536.38,784.72,496.51,701.39,535.00,782.00,499.00,692.00,535.53,783.04,498.05,695.59,10.18
34.64,20,863.17,1054.12,328.03,481.54,872.00,1056.00,332.00,486.00,868.63,1055.28,330.48,484.30,10.83
34.64,22,1127.69,1284.28,562.47,732.73,1121.00,1277.00,560.00,724.00,1123.55,1279.78,560.94,727.33,13.42
34.64,26,315.80,456.04,191.56,293.36,322.00,454.00,189.00,292.00,319.63,454.78,189.98,292.52,7.14
34.64,25,578.28,736.92,212.03,305.40,594.00,725.00,205.00,304.00,588.00,729.55,207.68,304.53,20.99
34.64,27,224.59,302.44,180.86,239.02,224.00,308.00,175.00,241.00,224.19,305.83,177.21,240.21,8.34
34.68,24,538.42,788.59,504.07,703.80,543.00,790.00,510.00,709.00,541.25,789.46,507.73,707.01,9.23
34.68,20,873.12,1060.61,333.22,487.75,887.00,1060.00,335.00,492.00,881.70,1060.23,334.32,490.38,14.63
34.68,26,319.74,456.12,190.07,294.16,323.00,455.00,181.00,297.00,321.75,455.43,184.47,295.92,10.11
34.68,25,590.64,733.07,208.43,305.95,595.00,725.00,206.00,304.00,593.33,728.08,206.93,304.75,9.69
34.68,22,1129.43,1283.28,566.83,732.52,1125.00,1274.00,565.00,723.00,1126.69,1277.54,565.70,726.63,14.13
34.68,27,224.60,306.23,177.29,240.26,225.00,303.00,177.00,243.00,224.87,304.26,177.13,241.97,4.26
34.72,24,544.29,795.13,514.00,715.48,553.00,799.00,515.00,715.00,549.67,797.52,514.62,715.18,9.59
34.72,20,886.58,1065.58,337.14,493.97,893.00,1067.00,339.00,504.00,890.55,1066.46,338.29,500.17,12.14
34.72,25,596.11,731.44,207.63,306.14,593.00,726.00,204.00,307.00,594.19,728.08,205.39,306.67,7.29
34.72,22,1132.49,1280.72,571.60,731.58,1128.00,1275.00,570.00,727.00,1129.71,1277.18,570.61,728.75,8.74
34.76,20,895.63,1071.88,341.19,504.04,900.00,1071.00,345.00,511.00,898.33,1071.34,343.55,508.34,9.10
34.76,24,552.97,803.38,521.02,723.77,556.00,803.00,519.00,724.00,554.84,803.14,519.77,723.91,3.67
34.76,25,596.92,731.32,206.00,308.10,597.00,728.00,206.00,308.00,596.97,729.27,206.00,308.04,3.33
34.76,26,322.20,458.14,184.18,299.44,323.00,461.00,183.00,297.00,319.22,455.15,181.29,294.37,4.03
34.80,24,558.26,809.08,526.23,732.63,556.00,790.00,530.00,724.00,556.86,797.29,528.56,727.30,21.40
34.80,20,903.58,1076.78,346.59,512.44,903.00,1075.00,351.00,514.00,903.22,1075.68,349.31,513.40,5.04
34.80,25,599.73,732.46,206.62,309.48,591.00,729.00,206.00,308.00,594.33,730.32,206.24,308.57,9.52
34.80,26,319.35,456.43,181.01,295.98,305.00,474.00,191.00,305.00,313.67,472.40,189.26,304.84,26.38
34.84,24,560.27,802.85,535.22,735.94,555.00,797.00,533.00,723.00,557.01,799.23,533.85,727.94,15.31
34.84,20,908.51,1081.12,352.51,517.58,907.00,1080.00,348.00,516.00,907.58,1080.43,349.72,516.61,5.14
34.84,25,596.90,733.44,206.84,309.99,600.00,734.00,207.00,310.00,598.82,733.79,206.94,310.00,3.15
34.84,26,313.59,474.35,189.29,306.83,313.00,478.00,182.00,307.00,311.04,473.31,183.45,304.80,8.18
34.88,24,560.34,804.72,540.57,736.38,570.00,804.00,543.00,723.00,566.31,804.27,542.07,728.11,16.69
34.88,20,912.89,1085.88,352.86,520.80,916.00,1090.00,344.00,509.00,914.81,1088.42,347.38,513.51,15.64
34.88,25,601.48,736.94,207.55,311.44,604.00,740.00,208.00,311.00,603.04,738.83,207.83,311.17,4.02
34.88,26,310.87,475.27,183.24,306.76,308.00,477.00,191.00,306.00,310.45,478.40,188.84,307.62,8.48
34.88,27,227.15,306.02,177.49,242.64,235.00,305.00,186.00,241.00,219.57,285.95,173.58,226.02,11.74
34.92,24,569.92,809.81,548.96,736.33,567.00,810.00,550.00,723.00,568.12,809.93,549.60,728.09,13.69
34.92,20,920.26,1094.01,350.35,517.47,912.00,1101.00,345.00,513.00,915.15,1098.33,347.04,514.71,12.87
34.92,25,605.78,742.07,208.45,312.61,609.00,745.00,208.00,311.00,607.77,743.88,208.17,311.62,4.66
34.92,26,310.26,480.54,188.84,309.65,311.00,479.00,187.00,307.00,309.89,478.30,187.19,307.18,3.65
34.92,27,219.76,285.53,173.50,225.50,233.00,304.00,186.00,240.00,255.99,333.42,203.43,263.27,29.71
34.96,24,571.71,815.53,556.63,736.07,567.00,816.00,561.00,718.00,568.80,815.82,559.33,724.90,19.19
34.96,20,920.45,1104.13,349.92,518.59,913.00,1095.00,356.00,516.00,915.85,1098.49,353.68,516.99,13.52
34.96,26,309.69,480.40,187.12,309.15,326.00,487.00,173.00,313.00,320.29,485.28,178.71,312.04,22.89
34.96,27,257.64,334.90,204.54,264.24,234.00,304.00,187.00,240.00,220.40,286.39,175.74,226.05,49.08
34.96,25,610.62,747.21,208.78,313.04,604.00,751.00,206.00,314.00,606.53,749.55,207.06,313.63,8.17
35.00,24,572.32,821.50,566.58,732.52,573.00,814.00,572.00,718.00,572.74,816.87,569.93,723.55,17.24
35.00,20,921.02,1104.11,356.73,520.85,913.00,1097.00,359.00,526.00,916.06,1099.71,358.13,524.03,12.10
35.00,26,320.52,487.62,178.29,314.17,329.00,488.00,182.00,307.00,325.43,487.36,180.40,309.42,11.71
35.00,27,220.62,285.98,175.74,225.54,232.00,307.00,182.00,240.00,239.87,314.81,189.34,246.97,28.63
35.00,26,325.43,487.36,180.40,309.42,376.00,503.00,171.00,242.00,345.08,493.83,176.99,283.98,92.61
35.00,25,609.24,753.00,207.61,315.10,617.00,758.00,205.00,322.00,614.03,756.09,206.00,319.36,11.82
35.04,24,576.33,822.43,577.43,730.87,574.00,824.00,574.00,723.00,574.89,823.40,575.31,726.01,9.03
35.04,20,921.08,1105.20,361.28,528.05,916.00,1103.00,367.00,528.00,917.94,1103.84,364.82,528.02,7.96
35.04,25,616.96,759.69,206.48,321.01,617.00,761.00,206.00,322.00,616.98,760.50,206.18,321.62,1.71
35.04,26,346.32,496.49,176.50,284.94,376.00,504.00,164.00,238.00,363.45,500.71,169.20,257.63,57.42
35.08,24,578.46,829.06,582.84,733.19,577.00,834.00,584.00,722.00,577.56,832.11,583.56,726.27,12.37
35.08,20,922.86,1109.30,368.15,532.08,916.00,1122.00,374.00,543.00,918.62,1117.15,371.76,538.83,19.03
35.08,26,365.43,503.61,168.40,257.49,348.00,505.00,148.00,302.00,354.81,504.53,155.93,284.79,51.99
35.08,25,619.93,764.16,206.65,323.32,622.00,766.00,209.00,326.00,621.21,765.30,208.10,324.97,4.52
35.12,20,923.41,1122.95,375.29,543.19,924.00,1128.00,378.00,548.00,923.77,1126.07,376.96,546.16,7.50
35.12,24,581.14,837.96,591.24,733.22,572.00,848.00,594.00,725.00,575.49,844.17,592.95,728.14,16.11
35.12,25,624.24,769.03,208.62,326.76,624.00,768.00,211.00,328.00,624.09,768.40,210.09,327.53,2.89
35.12,26,356.45,507.54,154.59,285.69,341.00,505.00,149.00,304.00,346.88,505.93,151.13,296.97,24.73
35.16,20,928.60,1132.04,380.61,550.70,927.00,1128.00,378.00,546.00,927.61,1129.54,379.00,547.79,6.91
35.16,24,578.89,850.33,600.82,734.91,576.00,852.00,602.00,724.00,577.10,851.36,601.55,728.17,11.47
35.16,25,627.14,772.14,210.67,329.37,624.00,773.00,214.00,329.00,625.20,772.67,212.73,329.14,4.67
35.16,26,348.21,508.95,149.59,298.31,332.00,491.00,187.00,313.00,338.21,497.89,172.71,307.40,46.91
35.20,20,932.42,1135.46,382.63,552.26,945.00,1133.00,381.00,554.00,940.20,1133.94,381.62,553.34,13.03
35.20,24,580.46,857.64,609.57,734.70,582.00,848.00,613.00,720.00,581.41,851.68,611.69,725.61,17.97
35.20,25,628.20,776.47,213.39,331.00,625.00,775.00,215.00,330.00,626.22,775.56,214.38,330.38,4.00
35.20,26,339.20,500.54,172.04,309.12,335.00,497.00,183.00,310.00,336.59,498.34,178.81,309.65,12.29
35.20,26,336.59,498.34,178.81,309.65,374.00,509.00,161.00,248.00,350.89,502.43,172.01,286.12,71.70
35.24,20,945.34,1139.84,385.27,557.90,956.00,1142.00,377.00,552.00,951.93,1141.17,380.16,554.25,14.88
35.24,24,584.84,857.80,619.92,731.79,583.00,853.00,616.00,720.00,583.70,854.83,617.50,724.50,13.45
35.24,25,629.17,779.36,215.09,332.24,630.00,781.00,213.00,330.00,629.68,780.37,213.80,330.86,3.57
35.24,26,352.38,505.21,171.31,286.94,334.00,497.00,202.00,310.00,341.71,500.44,189.12,300.32,43.34
35.24,26,341.71,500.44,189.12,300.32,389.00,512.00,171.00,240.00,359.08,504.69,182.47,278.17,59.92
35.28,20,957.38,1147.17,383.65,558.72,960.00,1144.00,385.00,558.00,959.00,1145.21,384.48,558.28,4.39
35.28,24,587.12,860.90,625.76,730.39,586.00,850.00,621.00,721.00,586.43,854.16,622.82,724.59,15.19
35.28,25,632.68,784.24,214.45,332.69,634.00,786.00,216.00,332.00,633.49,785.33,215.41,332.26,2.77
35.28,26,360.89,507.52,182.19,278.64,333.00,494.00,194.00,313.00,344.78,499.71,189.01,298.48,47.76
35.28,26,344.78,499.71,189.01,298.48,373.00,508.00,169.00,245.00,355.11,502.75,181.68,278.90,38.11
35.32,20,964.56,1151.16,388.05,562.77,968.00,1145.00,388.00,565.00,966.68,1147.35,388.02,564.15,7.41
35.32,25,636.54,789.27,216.11,334.10,640.00,787.00,220.00,334.00,638.68,787.87,218.51,334.04,5.68
35.32,26,356.77,505.44,181.38,279.35,334.00,495.00,198.00,315.00,343.62,499.41,190.98,299.93,46.63
35.32,26,343.62,499.41,190.98,299.93,382.00,512.00,166.00,242.00,357.67,504.02,181.83,278.73,48.08
35.36,20,972.38,1153.20,391.63,568.74,971.00,1154.00,397.00,572.00,971.53,1153.69,394.95,570.76,6.48
35.36,25,641.84,791.79,219.31,335.90,641.00,789.00,222.00,336.00,641.32,790.07,220.97,335.96,3.97
35.36,26,359.42,506.71,181.54,279.13,352.00,504.00,158.00,301.00,355.13,505.15,167.95,291.75,33.09
35.36,25,641.32,790.07,220.97,335.96,542.00,751.00,221.00,335.00,603.38,775.14,220.98,335.59,107.87
35.40,20,977.24,1159.59,398.74,575.48,980.00,1163.00,403.00,580.00,978.94,1161.70,401.37,578.27,7.61
35.40,25,605.03,778.44,221.86,337.46,644.00,791.00,217.00,337.00,627.64,785.73,219.04,337.19,41.23
35.40,26,356.77,507.82,167.11,292.63,348.00,504.00,176.00,315.00,351.40,505.48,172.55,306.32,25.90
35.40,25,627.64,785.73,219.04,337.19,525.00,755.00,222.00,336.00,589.96,774.44,220.13,336.76,83.41
35.40,26,351.40,505.48,172.55,306.32,374.00,513.00,165.00,251.00,359.98,508.34,169.68,285.32,45.40
35.44,20,984.78,1167.71,405.31,583.16,983.00,1165.00,407.00,584.00,983.68,1166.04,406.36,583.68,3.75
35.44,25,590.97,777.58,220.94,338.62,647.00,794.00,217.00,339.00,623.33,787.07,218.67,338.84,58.52
35.44,26,361.80,511.08,168.91,285.90,348.00,500.00,191.00,320.00,353.80,504.66,181.72,305.67,44.32
35.48,20,989.52,1172.02,410.39,588.64,981.00,1176.00,411.00,587.00,984.25,1174.48,410.77,587.62,9.56
35.48,26,355.35,507.19,181.44,307.02,351.00,500.00,196.00,325.00,352.69,502.79,190.36,318.03,24.62
35.48,25,625.58,790.58,219.40,340.73,631.00,799.00,222.00,341.00,628.90,795.73,220.99,340.90,10.34
35.52,20,989.94,1180.60,414.88,592.60,983.00,1186.00,416.00,589.00,985.65,1183.94,415.57,590.37,9.57
35.52,26,354.18,505.19,190.43,319.84,352.00,498.00,215.00,329.00,352.84,500.75,205.59,325.49,27.28
35.52,25,631.28,799.47,221.80,342.82,635.00,802.00,223.00,344.00,633.57,801.03,222.54,343.55,4.81
35.56,20,991.20,1190.22,419.76,595.31,990.00,1195.00,422.00,597.00,990.46,1193.18,421.15,596.35,5.67
35.56,26,354.32,503.00,206.28,327.56,356.00,504.00,215.00,333.00,355.36,503.62,211.67,330.92,10.46
35.56,25,636.04,804.86,223.38,345.52,636.00,806.00,225.00,344.00,636.02,805.56,224.38,344.58,2.50
35.56,26,355.36,503.62,211.67,330.92,384.00,513.00,171.00,234.00,366.30,507.20,196.14,293.90,104.78
35.60,20,996.02,1199.63,425.45,601.38,994.00,1206.00,425.00,604.00,994.77,1203.57,425.17,603.00,7.19
35.60,25,638.49,809.44,225.27,346.54,649.00,815.00,225.00,346.00,644.99,812.88,225.10,346.20,11.90
35.60,26,368.30,509.65,196.45,294.66,361.00,503.00,208.00,332.00,364.06,505.79,203.15,316.33,40.31
35.64,20,1000.32,1210.22,429.52,608.15,1004.00,1226.00,430.00,611.00,1002.59,1219.97,429.82,609.91,16.46
35.64,25,647.72,816.92,226.00,348.17,645.00,826.00,226.00,348.00,646.04,822.53,226.00,348.06,9.48
35.64,26,365.95,508.11,203.76,317.94,362.00,505.00,218.00,335.00,363.53,506.21,212.48,328.39,22.79
