time,id,x_min_p,x_max_p,y_min_p,y_max_p,x_min_m,x_max_m,y_min_m,y_max_m,x_min_c,x_max_c,y_min_c,y_max_c,distance
10.48,12,1036.28,1288.32,529.30,721.22,1047.00,1284.00,528.00,728.00,1042.91,1285.65,528.50,725.41,13.46
10.48,11,395.89,521.36,175.05,271.25,325.00,456.00,169.00,288.00,354.96,483.62,171.56,280.92,98.05
10.48,11,354.96,483.62,171.56,280.92,467.00,586.00,176.00,256.00,395.97,521.10,173.18,271.80,97.31
10.52,12,1051.79,1296.52,535.61,734.31,1045.00,1274.00,533.00,725.00,1047.59,1282.60,534.00,728.56,25.43
10.52,11,396.99,523.30,172.64,272.81,325.00,459.00,172.00,286.00,355.43,486.18,172.27,280.42,97.43
10.52,11,355.43,486.18,172.27,280.42,468.00,586.00,175.00,258.00,396.63,522.72,173.27,272.22,95.90
10.56,12,1056.46,1293.10,541.18,737.40,1052.00,1275.00,543.00,734.00,1053.70,1281.91,542.30,735.30,19.04
10.56,11,397.65,524.94,172.74,273.22,338.00,512.00,164.00,273.00,363.21,517.47,167.69,273.09,61.66
10.56,11,363.21,517.47,167.69,273.09,449.00,597.00,169.00,267.00,394.61,546.58,168.17,270.86,88.78
10.60,12,1062.60,1292.14,549.66,744.22,1062.00,1277.00,550.00,740.00,1062.23,1282.78,549.87,741.61,15.73
10.60,11,395.53,549.71,167.45,271.80,350.00,480.00,177.00,285.00,369.24,509.46,172.96,279.42,84.84
10.60,11,369.24,509.46,172.96,279.42,499.00,609.00,180.00,260.00,416.74,545.90,175.54,272.31,120.49
10.64,11,418.50,548.95,175.13,273.28,351.00,486.00,171.00,287.00,379.53,512.61,172.74,281.20,93.41
10.64,11,379.53,512.61,172.74,281.20,502.00,611.00,179.00,259.00,424.36,548.62,175.03,273.08,105.08
10.64,12,1071.25,1292.78,557.37,750.60,1064.00,1280.00,560.00,740.00,1066.77,1284.88,558.99,744.05,18.30
10.68,12,1075.74,1294.69,566.69,752.93,1076.00,1279.00,574.00,723.00,1075.90,1284.99,571.21,734.43,34.57
10.68,11,426.40,551.73,174.61,274.06,352.00,485.00,172.00,291.00,383.45,513.20,173.11,283.84,101.40
10.68,11,383.45,513.20,173.11,283.84,501.00,614.00,179.00,260.00,426.47,550.10,175.26,275.11,98.28
10.72,11,428.57,553.21,174.87,276.16,355.00,486.00,172.00,293.00,386.09,514.40,173.21,285.88,101.10
10.72,12,1085.01,1294.54,579.22,742.72,1081.00,1280.00,582.00,724.00,1082.53,1285.55,580.94,731.15,24.20
10.72,11,386.09,514.40,173.21,285.88,506.00,618.00,182.00,261.00,429.98,552.32,176.43,276.77,102.34
10.76,11,432.19,555.46,176.09,277.86,360.00,489.00,173.00,294.00,390.51,517.09,174.31,287.18,99.49
10.76,11,390.51,517.09,174.31,287.18,507.00,621.00,183.00,262.00,433.15,555.12,177.49,277.96,100.95
10.76,12,1091.68,1294.85,589.16,739.09,1088.00,1281.00,592.00,726.00,1089.40,1286.29,590.91,731.00,19.61
10.80,11,435.44,558.31,177.21,279.08,356.00,496.00,171.00,298.00,389.58,522.34,173.62,290.00,102.91
10.80,11,389.58,522.34,173.62,290.00,506.00,624.00,178.00,263.00,432.19,559.55,175.23,280.12,97.73
10.80,12,1098.58,1295.33,599.35,738.72,1096.00,1281.00,601.00,725.00,1096.99,1286.47,600.37,730.24,20.07
10.84,11,434.41,562.85,174.87,281.29,362.00,494.00,171.00,297.00,392.60,523.10,172.64,290.36,101.22
10.84,11,392.60,523.10,172.64,290.36,501.00,626.00,179.00,277.00,432.28,560.76,174.96,285.47,91.96
10.84,12,1106.22,1295.24,608.99,737.70,1111.00,1281.00,611.00,717.00,1109.18,1286.44,610.23,724.91,25.66
10.88,11,434.46,564.05,174.61,286.84,363.00,495.00,172.00,300.00,393.20,524.18,173.10,294.44,100.27
10.88,11,393.20,524.18,173.10,294.44,502.00,628.00,178.00,278.00,433.03,562.18,174.90,288.42,93.49
10.92,11,435.20,565.45,174.55,289.88,364.00,498.00,176.00,301.00,394.09,526.51,175.39,296.30,98.72
10.92,11,394.09,526.51,175.39,296.30,500.00,628.00,181.00,279.00,432.86,563.66,177.44,289.97,90.95
10.96,11,434.98,566.91,177.22,291.46,504.00,631.00,180.00,277.00,474.83,603.91,178.82,283.11,95.33
10.96,11,474.83,603.91,178.82,283.11,366.00,499.00,172.00,301.00,434.99,565.51,176.33,289.66,97.41
11.00,11,437.16,568.77,176.07,291.12,364.00,505.00,171.00,305.00,394.92,531.95,173.14,299.13,98.17
11.00,11,394.92,531.95,173.14,299.13,503.00,636.00,178.00,279.00,434.48,570.04,174.92,291.76,94.90
11.04,11,436.58,573.40,174.62,293.27,367.00,503.00,173.00,305.00,396.41,532.75,173.68,300.04,99.68
11.04,11,396.41,532.75,173.68,300.04,503.00,639.00,177.00,281.00,435.42,571.64,174.90,293.07,94.19
11.08,11,437.51,574.99,174.61,294.61,366.00,511.00,172.00,308.00,396.22,538.04,173.10,302.34,96.92
11.08,11,396.22,538.04,173.10,302.34,506.00,649.00,171.00,285.00,436.40,578.66,172.33,295.99,101.36
11.12,11,438.48,582.20,171.96,297.61,507.00,653.00,172.00,287.00,478.04,623.08,171.98,291.49,99.09
11.12,11,478.04,623.08,171.98,291.49,368.00,516.00,171.00,309.00,437.76,583.88,171.62,297.90,97.37
11.16,11,439.84,587.56,171.23,299.56,512.00,656.00,175.00,285.00,481.50,627.07,173.41,291.15,100.59
11.16,11,481.50,627.07,173.41,291.15,366.00,516.00,173.00,310.00,439.23,586.42,173.26,298.05,103.37
11.20,11,441.31,590.10,172.94,299.69,515.00,657.00,175.00,289.00,483.86,628.73,174.13,293.52,100.12
11.20,11,483.86,628.73,174.13,293.52,367.00,525.00,167.00,317.00,441.08,590.76,171.52,302.11,100.48
11.24,11,443.19,594.53,171.15,303.88,369.00,522.00,177.00,316.00,400.36,552.66,174.53,310.88,104.63
11.24,11,400.36,552.66,174.53,310.88,517.00,656.00,177.00,285.00,443.05,590.48,175.43,301.40,98.06
11.28,11,445.18,594.15,175.23,303.10,370.00,524.00,182.00,319.00,401.78,553.65,179.14,312.28,104.27
11.28,11,401.78,553.65,179.14,312.28,520.00,659.00,179.00,291.00,445.05,592.21,179.09,304.49,99.82
11.32,11,447.20,595.86,179.05,306.28,377.00,527.00,180.00,318.00,406.67,556.10,179.60,313.05,99.04
11.32,11,406.67,556.10,179.60,313.05,518.00,660.00,179.00,292.00,447.42,594.13,179.38,305.34,96.59
11.36,11,449.61,597.76,179.36,307.12,377.00,533.00,188.00,320.00,407.69,560.37,184.35,314.56,98.53
11.36,11,407.69,560.37,184.35,314.56,523.00,661.00,185.00,292.00,449.90,597.20,184.59,306.30,98.21
11.40,11,452.13,600.86,184.79,308.08,375.00,538.00,191.00,322.00,407.60,564.57,188.38,316.12,100.66
11.40,11,407.60,564.57,188.38,316.12,530.00,658.00,187.00,287.00,452.40,598.77,187.87,305.46,98.88
11.44,11,454.67,602.39,188.22,307.16,382.00,540.00,187.00,327.00,412.72,566.37,187.52,318.62,97.82
11.44,11,412.72,566.37,187.52,318.62,532.00,662.00,187.00,288.00,456.38,601.37,187.33,307.41,99.51
11.48,11,458.75,604.99,187.67,309.15,386.00,537.00,184.00,333.00,416.75,565.74,185.55,322.92,102.46
11.48,11,416.75,565.74,185.55,322.92,535.00,665.00,186.00,290.00,460.03,602.07,185.71,310.87,98.92
11.52,11,462.49,605.62,186.00,312.70,388.00,543.00,184.00,329.00,419.48,569.47,184.85,322.11,98.69
11.52,11,419.48,569.47,184.85,322.11,550.00,674.00,186.00,286.00,467.25,607.73,185.27,308.89,114.23
11.56,11,469.94,611.40,185.55,310.60,395.00,542.00,183.00,337.00,426.67,571.33,184.08,325.84,105.52
11.56,11,426.67,571.33,184.08,325.84,551.00,678.00,189.00,292.00,472.18,610.37,185.88,313.46,106.61
11.60,11,474.99,614.05,186.19,315.30,406.00,543.00,186.00,336.00,435.16,573.03,186.08,327.25,101.17
11.60,11,435.16,573.03,186.08,327.25,556.00,681.00,191.00,289.00,479.39,612.55,187.88,313.25,108.44
11.64,11,482.43,616.20,188.28,315.04,408.00,550.00,178.00,341.00,439.46,577.98,182.34,330.03,103.45
11.64,11,439.46,577.98,182.34,330.03,559.00,684.00,191.00,293.00,483.21,616.79,185.51,316.48,104.66
11.68,11,486.33,620.50,185.82,318.35,412.00,557.00,182.00,341.00,443.42,583.84,183.62,331.43,100.42
11.68,11,443.42,583.84,183.62,331.43,559.00,688.00,192.00,294.00,485.72,621.96,186.68,317.73,102.31
11.72,11,488.88,625.77,187.05,319.60,415.00,558.00,176.00,343.00,446.22,586.64,180.67,333.11,103.54
11.72,11,446.22,586.64,180.67,333.11,556.00,694.00,191.00,295.00,486.40,625.94,184.45,319.16,98.90
11.76,11,489.51,629.79,184.73,321.04,415.00,564.00,177.00,345.00,446.49,591.81,180.27,334.88,102.54
11.76,11,446.49,591.81,180.27,334.88,561.00,698.00,190.00,295.00,488.41,630.68,183.83,320.28,102.32
11.80,11,491.52,634.61,184.09,322.16,419.00,568.00,190.00,351.00,449.65,596.15,187.50,338.81,102.77
11.80,11,449.65,596.15,187.50,338.81,563.00,704.00,195.00,293.00,491.14,635.63,190.25,322.04,104.38
11.84,11,494.28,639.64,190.77,323.94,424.00,571.00,188.00,347.00,453.71,600.01,189.17,337.25,100.95
11.84,11,453.71,600.01,189.17,337.25,563.00,708.00,192.00,294.00,493.71,639.54,190.21,321.42,101.45
11.88,11,496.88,643.59,190.73,323.24,419.00,570.00,201.00,353.00,451.92,601.10,196.66,340.42,111.68
11.88,11,451.92,601.10,196.66,340.42,567.00,711.00,192.00,296.00,494.04,641.33,194.95,324.16,101.02
11.92,11,497.14,645.33,195.67,326.04,422.00,573.00,208.00,356.00,453.76,603.57,202.79,343.34,109.22
11.92,11,453.76,603.57,202.79,343.34,575.00,713.00,197.00,294.00,498.14,643.63,200.67,325.28,108.02
11.96,11,501.32,647.60,201.61,327.14,424.00,579.00,201.00,359.00,456.68,607.99,201.26,345.54,108.17
11.96,11,456.68,607.99,201.26,345.54,579.00,713.00,195.00,297.00,501.45,646.43,198.97,327.77,106.13
12.00,11,504.68,650.40,199.85,329.68,434.00,592.00,196.00,364.00,463.87,616.68,197.63,349.49,97.98
12.00,11,463.87,616.68,197.63,349.49,581.00,718.00,194.00,295.00,506.75,653.77,196.30,329.55,107.85
12.04,11,510.10,657.90,197.07,331.47,437.00,594.00,202.00,368.00,467.90,621.01,199.92,352.56,103.86
12.04,11,467.90,621.01,199.92,352.56,587.00,721.00,197.00,296.00,511.49,657.61,198.85,331.86,105.60
12.08,11,514.95,661.77,199.72,333.82,442.00,595.00,207.00,375.00,472.83,623.22,203.92,357.59,107.38
12.08,11,472.83,623.22,203.92,357.59,587.00,722.00,201.00,294.00,514.62,659.38,202.85,334.32,102.00
12.12,11,518.12,663.49,203.88,336.32,440.00,604.00,207.00,381.00,473.02,629.14,205.68,362.12,107.92
12.12,11,473.02,629.14,205.68,362.12,592.00,721.00,205.00,294.00,516.57,662.76,205.43,337.18,102.75
12.16,11,520.05,666.88,206.55,339.24,445.00,610.00,205.00,387.00,476.72,634.04,205.66,366.81,105.60
12.16,11,476.72,634.04,205.66,366.81,594.00,722.00,206.00,294.00,519.65,666.24,205.78,340.16,102.73
12.20,11,523.16,670.36,206.91,342.28,446.00,623.00,237.00,389.00,478.61,643.02,224.28,369.25,106.23
12.20,11,478.61,643.02,224.28,369.25,595.00,725.00,203.00,292.00,521.21,673.03,216.49,340.98,103.39
12.24,11,524.70,677.29,218.04,343.07,449.00,632.00,231.00,387.00,480.99,651.14,225.52,368.43,99.39
12.24,11,480.99,651.14,225.52,368.43,602.00,729.00,203.00,292.00,525.28,679.64,217.28,340.46,107.16
12.28,11,528.83,684.04,218.85,342.46,454.00,636.00,239.00,391.00,485.63,656.30,230.48,370.49,103.29
12.28,11,485.63,656.30,230.48,370.49,605.00,733.00,203.00,305.00,529.32,684.38,220.42,346.52,99.26
12.32,11,532.93,688.83,222.11,348.70,454.00,641.00,236.00,394.00,487.36,661.22,230.13,374.86,103.74
12.32,11,487.36,661.22,230.13,374.86,607.00,737.00,202.00,307.00,531.15,688.96,219.83,350.02,99.75
12.36,11,534.74,693.46,221.48,352.28,446.00,634.00,231.00,393.00,483.50,659.13,226.98,375.79,114.71
12.36,11,483.50,659.13,226.98,375.79,596.00,738.00,197.00,312.00,524.68,688.00,216.01,352.44,89.22
12.40,11,527.90,692.33,217.49,354.74,465.00,631.00,196.00,400.00,491.59,656.92,205.08,380.87,101.13
12.40,11,491.59,656.92,205.08,380.87,601.00,739.00,199.00,311.00,531.63,686.96,202.86,355.30,98.88
12.44,11,535.03,691.11,203.79,357.64,462.00,638.00,206.00,402.00,492.87,660.45,205.07,383.25,100.63
12.44,11,492.87,660.45,205.07,383.25,599.00,742.00,200.00,313.00,531.71,690.30,203.21,357.54,93.22
12.48,11,535.01,694.44,204.15,359.91,468.00,644.00,210.00,407.00,496.32,665.32,207.53,387.10,96.36
12.48,11,496.32,665.32,207.53,387.10,602.00,745.00,203.00,314.00,535.00,694.48,205.87,360.34,95.67
12.52,11,538.32,698.65,206.89,362.76,474.00,646.00,197.00,413.00,501.19,668.25,201.18,391.77,97.63
12.52,11,501.19,668.25,201.18,391.77,606.00,747.00,203.00,314.00,539.55,697.08,201.85,363.30,96.49
12.56,11,542.95,701.20,202.68,365.77,479.00,653.00,211.00,423.00,506.03,673.37,207.48,398.81,98.78
12.56,11,506.03,673.37,207.48,398.81,615.00,752.00,205.00,313.00,545.91,702.15,206.58,367.40,102.77
12.60,11,549.46,706.34,207.58,369.96,479.00,657.00,242.00,431.00,508.78,677.85,227.45,405.20,110.95
12.60,11,508.78,677.85,227.45,405.20,623.00,764.00,210.00,323.00,550.59,709.39,221.06,375.11,104.62
12.60,11,550.59,709.39,221.06,375.11,491.00,649.00,190.00,332.00,534.62,693.21,212.74,363.56,91.95
12.64,11,537.60,696.89,213.97,365.90,483.00,665.00,251.00,436.00,507.08,679.06,234.67,405.09,101.41
12.64,11,507.08,679.06,234.67,405.09,621.00,765.00,209.00,325.00,547.93,709.88,225.47,376.37,115.29
12.64,13,500.00,626.00,184.00,252.00,498.00,627.00,182.00,251.00,492.00,618.32,180.21,247.97,3.16
12.68,11,551.33,714.09,227.18,379.15,485.00,672.00,246.00,437.00,513.12,689.84,238.02,412.47,99.36
12.68,11,513.12,689.84,238.02,412.47,632.00,769.00,211.00,326.00,556.57,718.77,228.15,380.87,112.29
12.68,13,491.68,618.02,180.06,247.81,504.00,630.00,189.00,277.00,504.30,631.69,187.45,268.53,35.03
12.72,11,560.21,723.19,229.94,383.75,495.00,677.00,257.00,443.00,522.57,696.53,245.56,417.95,103.09
12.72,11,522.57,696.53,245.56,417.95,634.00,772.00,212.00,328.00,563.35,724.15,233.28,385.03,106.10
12.72,13,504.48,631.92,187.59,269.20,497.00,626.00,185.00,281.00,496.64,624.24,184.79,274.79,15.39
12.76,11,567.15,728.64,235.26,388.01,500.00,682.00,276.00,446.00,528.38,701.71,258.78,421.49,108.20
12.76,11,528.38,701.71,258.78,421.49,636.00,776.00,215.00,330.00,567.77,728.90,242.76,388.00,103.73
12.76,13,496.51,624.17,184.83,275.71,499.00,621.00,185.00,280.00,500.01,624.67,185.66,279.45,5.89
12.80,11,571.63,733.43,245.09,391.02,497.00,694.00,281.00,455.00,528.54,710.67,265.82,427.96,111.84
12.80,11,528.54,710.67,265.82,427.96,640.00,782.00,213.00,332.00,569.34,736.78,246.49,392.84,107.45
12.80,13,500.01,624.62,185.73,280.55,501.00,627.00,183.00,285.00,499.40,624.57,183.59,282.61,5.83
12.84,11,573.15,741.47,248.94,395.97,501.00,706.00,284.00,463.00,531.49,720.99,269.18,434.67,110.39
12.84,11,531.49,720.99,269.18,434.67,642.00,787.00,213.00,336.00,571.94,745.15,248.62,398.55,108.17
12.84,13,499.38,624.51,183.57,283.84,500.00,626.00,184.00,284.00,500.52,626.37,184.11,284.37,1.68
12.88,11,575.74,750.03,251.12,401.84,498.00,710.00,290.00,467.00,530.86,726.92,273.57,439.46,115.77
12.88,11,530.86,726.92,273.57,439.46,642.00,788.00,212.00,336.00,571.54,749.28,251.03,401.59,108.15
12.88,13,500.54,626.39,184.12,285.65,503.00,630.00,184.00,281.00,501.59,628.04,183.87,282.51,6.38
12.92,11,575.20,754.17,253.60,404.92,496.00,709.00,298.00,468.00,529.47,728.09,279.23,441.34,119.43
12.92,11,529.47,728.09,279.23,441.34,650.00,790.00,214.00,337.00,573.59,750.75,255.36,403.15,114.28
12.92,13,501.66,628.12,183.87,283.72,503.00,628.00,182.00,282.00,502.78,628.41,182.82,282.82,2.87
12.96,11,577.22,755.55,258.06,406.45,496.00,714.00,301.00,474.00,530.33,731.56,282.85,445.45,121.37
12.96,11,530.33,731.56,282.85,445.45,654.00,791.00,220.00,334.00,575.59,753.32,259.85,404.66,117.69
12.96,13,502.89,628.51,182.77,284.03,508.00,626.00,187.00,281.00,505.87,626.73,185.32,282.06,7.71
13.00,11,579.18,758.07,262.68,407.94,503.00,719.00,307.00,481.00,535.20,735.51,288.27,450.12,120.96
13.00,11,535.20,735.51,288.27,450.12,657.00,793.00,222.00,333.00,579.78,756.55,264.01,407.25,120.61
13.00,13,506.11,626.76,185.37,283.23,510.00,629.00,190.00,284.00,508.62,628.28,188.27,283.77,6.49
13.04,11,583.41,761.27,266.98,410.55,506.00,726.00,303.00,485.00,538.72,740.91,287.77,453.53,118.65
13.04,11,538.72,740.91,287.77,453.53,662.00,806.00,223.00,334.00,583.84,764.73,264.07,409.78,126.37
13.04,13,508.97,628.38,188.44,285.00,513.00,630.00,195.00,280.00,511.39,629.29,192.47,281.87,9.32
13.08,11,587.52,769.62,266.99,413.09,509.00,730.00,305.00,491.00,542.18,746.75,288.93,458.07,123.49
13.08,11,542.18,746.75,288.93,458.07,665.00,813.00,221.00,338.00,587.14,771.00,264.07,414.12,125.05
13.08,13,511.85,629.43,192.81,283.01,514.00,636.00,196.00,284.00,513.22,633.54,194.80,283.65,7.68
13.12,11,590.82,775.98,266.94,417.51,518.00,734.00,308.00,500.00,548.78,751.74,290.65,465.14,124.72
13.12,11,548.78,751.74,290.65,465.14,660.00,830.00,220.00,343.00,589.49,780.39,264.79,420.43,124.34
13.12,13,513.75,633.85,195.23,284.85,514.00,634.00,195.00,286.00,513.88,633.91,195.08,285.54,1.21
13.16,11,593.14,785.58,267.64,423.98,527.00,742.00,315.00,511.00,554.95,760.42,294.98,474.22,126.84
13.16,11,554.95,760.42,294.98,474.22,665.00,830.00,230.00,340.00,595.23,785.89,271.20,425.09,124.93
13.16,13,514.43,634.23,195.52,286.81,514.00,632.00,196.00,288.00,514.18,632.87,195.82,287.55,2.61
13.20,11,598.99,791.14,274.25,428.74,529.00,752.00,314.00,516.00,558.58,768.54,297.20,479.12,125.00
13.20,11,558.58,768.54,297.20,479.12,666.00,835.00,228.00,338.00,597.90,792.87,271.87,427.47,129.56
13.20,13,514.75,633.15,196.29,288.88,518.00,634.00,201.00,287.00,516.75,633.66,199.20,287.71,6.08
13.24,11,601.64,798.24,274.89,431.11,533.00,755.00,327.00,520.00,562.01,773.28,304.98,482.43,131.14
13.24,11,562.01,773.28,304.98,482.43,666.00,836.00,226.00,336.00,600.07,796.23,276.07,428.83,130.40
13.24,13,517.41,633.97,199.80,289.03,517.00,637.00,202.00,290.00,517.16,635.85,201.16,289.63,3.89
13.28,11,603.77,801.57,279.20,432.43,525.00,764.00,325.00,529.00,558.29,779.88,305.64,488.19,137.98
13.28,11,558.29,779.88,305.64,488.19,664.00,830.00,227.00,348.00,596.98,798.23,276.86,436.87,119.54
13.28,13,517.84,636.24,201.84,291.00,521.00,639.00,204.00,293.00,519.79,637.94,203.17,292.24,5.12
13.32,11,600.43,803.48,279.96,440.70,536.00,774.00,323.00,537.00,563.23,786.46,304.81,496.30,127.07
13.32,11,563.23,786.46,304.81,496.30,671.00,835.00,231.00,350.00,602.68,804.23,277.79,442.75,128.83
13.32,13,520.57,638.41,203.93,293.69,516.00,646.00,201.00,297.00,517.75,643.11,202.12,295.74,9.90
13.36,11,606.22,809.55,280.87,446.71,545.00,778.00,340.00,546.00,570.88,791.33,315.01,504.03,134.53
13.36,11,570.88,791.33,315.01,504.03,672.00,836.00,230.00,352.00,607.89,807.68,283.89,448.39,128.78
13.36,13,518.44,643.78,202.83,297.31,519.00,647.00,202.00,296.00,518.78,645.77,202.32,296.50,3.62
13.40,11,611.52,812.97,287.15,452.46,551.00,790.00,346.00,555.00,576.58,799.71,321.13,511.66,134.79
13.40,11,576.58,799.71,321.13,511.66,688.00,847.00,237.00,368.00,617.36,817.02,290.33,459.08,129.06
13.40,13,519.51,646.55,203.03,298.08,518.00,650.00,205.00,295.00,518.58,648.68,204.25,296.18,5.25
13.44,11,621.24,822.51,293.78,463.48,553.00,797.00,345.00,559.00,581.84,807.78,323.35,518.63,130.59
13.44,11,581.84,807.78,323.35,518.63,691.00,850.00,239.00,371.00,621.80,823.23,292.48,464.59,131.06
13.44,13,519.29,649.58,205.03,297.72,513.00,652.00,204.00,299.00,515.40,651.07,204.39,298.51,6.93
13.48,11,625.72,828.80,295.93,469.11,556.00,798.00,349.00,567.00,585.47,811.02,326.57,525.62,134.94
13.48,11,585.47,811.02,326.57,525.62,702.00,858.00,238.00,371.00,628.12,828.21,294.15,469.03,140.19
13.48,13,515.97,652.06,205.17,300.12,520.00,651.00,205.00,297.00,518.46,651.40,205.07,298.19,5.21
13.52,11,632.17,833.80,297.60,473.61,702.00,860.00,239.00,373.00,672.48,848.93,263.77,415.52,138.27
13.52,11,672.48,848.93,263.77,415.52,556.00,794.00,360.00,572.00,629.85,828.82,298.99,472.80,144.77
13.52,13,519.15,652.39,205.86,299.76,517.00,654.00,202.00,300.00,517.82,653.39,203.48,299.91,4.71
13.56,11,633.83,834.26,302.56,477.41,555.00,798.00,364.00,583.00,588.32,813.32,338.03,538.37,149.84
13.56,11,588.32,813.32,338.03,538.37,705.00,861.00,243.00,377.00,631.03,830.77,303.25,479.31,139.32
13.56,13,518.47,654.45,204.20,301.52,522.00,660.00,197.00,309.00,520.65,657.88,199.75,306.14,12.29
13.60,11,634.92,836.11,306.91,484.07,567.00,804.00,373.00,586.00,595.71,817.57,345.07,542.92,142.84
13.60,11,595.71,817.57,345.07,542.92,702.00,868.00,246.00,381.00,634.61,836.03,308.81,483.65,140.89
13.60,13,521.41,659.11,200.32,307.97,518.00,656.00,199.00,304.00,519.30,657.19,199.50,305.52,6.23
13.64,11,638.52,841.39,312.61,488.47,578.00,820.00,382.00,604.00,603.58,829.04,352.67,555.17,149.28
13.64,11,603.58,829.04,352.67,555.17,704.00,877.00,249.00,384.00,640.33,846.59,314.72,492.52,143.23
13.64,13,519.99,658.38,200.05,307.29,516.00,656.00,201.00,303.00,517.52,656.91,200.64,304.64,6.39
13.68,13,518.13,658.08,201.21,306.34,523.00,661.00,195.00,314.00,521.14,659.88,197.37,311.07,11.38
13.72,14,703.00,884.00,243.00,377.00,698.00,894.00,237.00,381.00,690.30,878.89,235.76,374.64,13.30
13.72,15,583.00,824.00,391.00,613.00,584.00,834.00,395.00,625.00,575.90,819.69,388.46,612.83,16.16
13.72,13,521.88,661.16,197.81,313.00,526.00,661.00,196.00,316.00,524.43,661.06,196.69,314.85,5.41
13.76,14,689.79,878.68,235.47,374.55,714.00,903.00,245.00,384.00,711.83,902.68,243.78,384.21,36.85
13.76,15,575.61,819.52,388.36,612.83,586.00,841.00,395.00,620.00,587.87,841.15,396.40,623.45,25.79
13.76,13,525.28,662.37,197.09,316.89,523.00,663.00,199.00,318.00,523.87,662.76,198.27,317.58,3.24
13.80,14,712.18,903.42,243.82,384.49,718.00,905.00,245.00,384.00,711.26,898.66,243.00,381.74,6.17
13.80,15,588.06,841.83,396.61,623.86,591.00,847.00,399.00,633.00,586.14,839.68,395.57,625.56,11.16
13.80,13,524.69,664.12,198.72,319.69,520.00,663.00,199.00,317.00,521.79,663.43,198.89,318.03,5.53
13.84,14,711.59,899.24,243.00,381.93,721.00,909.00,244.00,386.00,720.21,908.82,244.58,385.95,14.19
13.84,15,586.27,840.31,395.75,626.06,597.00,853.00,405.00,652.00,595.22,851.47,403.03,644.56,32.17
13.84,13,522.52,664.80,199.35,320.12,522.00,666.00,200.00,318.00,522.20,665.54,199.75,318.81,2.57
13.88,14,720.90,909.82,244.64,386.31,717.00,913.00,244.00,392.00,716.73,909.56,243.65,388.89,7.62
13.88,15,595.71,852.57,403.51,645.83,599.00,850.00,420.00,657.00,596.29,848.90,412.72,651.16,20.35
13.88,13,522.92,666.97,200.23,320.89,523.00,664.00,202.00,318.00,522.97,665.14,201.33,319.10,4.51
13.92,14,717.28,910.58,243.68,389.36,722.00,901.00,251.00,393.00,721.28,906.03,248.57,392.20,13.45
13.92,15,596.82,849.89,413.59,652.68,601.00,861.00,424.00,655.00,600.30,858.04,420.65,655.10,15.96
13.92,13,523.71,666.53,201.86,321.15,521.00,662.00,205.00,332.00,522.03,663.73,203.80,327.86,12.47
13.96,14,722.01,906.91,248.79,392.80,729.00,911.00,257.00,395.00,725.66,908.59,253.63,393.79,11.74
