time,id,class_id,x,y,z,vx,vy,vz,sigma_00,sigma_01,sigma_02,sigma_03,sigma_04,sigma_05,sigma_10,sigma_11,sigma_12,sigma_13,sigma_14,sigma_15,sigma_20,sigma_21,sigma_22,sigma_23,sigma_24,sigma_25,sigma_30,sigma_31,sigma_32,sigma_33,sigma_34,sigma_35,sigma_40,sigma_41,sigma_42,sigma_43,sigma_44,sigma_45,sigma_50,sigma_51,sigma_52,sigma_53,sigma_54,sigma_55,x_pattern,y_pattern,z_pattern,pattern,status,collision_p,c_time,c_x,c_y,c_z,c_sigma_00,c_sigma_01,c_sigma_02,c_sigma_03,c_sigma_04,c_sigma_05,c_sigma_10,c_sigma_11,c_sigma_12,c_sigma_13,c_sigma_14,c_sigma_15,c_sigma_20,c_sigma_21,c_sigma_22,c_sigma_23,c_sigma_24,c_sigma_25,c_sigma_30,c_sigma_31,c_sigma_32,c_sigma_33,c_sigma_34,c_sigma_35,c_sigma_40,c_sigma_41,c_sigma_42,c_sigma_43,c_sigma_44,c_sigma_45,c_sigma_50,c_sigma_51,c_sigma_52,c_sigma_53,c_sigma_54,c_sigma_55
10.811,2335265343192,13,0.007,0.181,-4.932,0.017,-0.003,0.068,2.450,0.000,0.000,0.339,0.000,0.000,0.000,2.450,0.000,0.000,0.339,0.000,0.000,0.000,2.450,0.000,0.000,0.339,0.339,0.000,0.000,0.063,0.000,0.000,0.000,0.339,0.000,0.000,0.063,0.000,0.000,0.000,0.339,0.000,0.000,0.063,-0.130,0.118,-4.917,2335265343136,1,0.019,15.000,0.125,0.207,-4.636,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079
10.844,2335265343192,13,0.005,0.181,-4.930,0.017,-0.003,0.068,2.443,0.000,0.000,0.337,0.000,0.000,0.000,2.443,0.000,0.000,0.337,0.000,0.000,0.000,2.443,0.000,0.000,0.337,0.337,0.000,0.000,0.062,0.000,0.000,0.000,0.337,0.000,0.000,0.062,0.000,0.000,0.000,0.337,0.000,0.000,0.062,-0.135,0.117,-4.904,2335265343136,1,0.019,15.000,0.125,0.207,-4.636,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079
10.878,2335265343192,13,0.004,0.180,-4.927,0.017,-0.003,0.068,2.435,0.000,0.000,0.335,0.000,0.000,0.000,2.435,0.000,0.000,0.335,0.000,0.000,0.000,2.435,0.000,0.000,0.335,0.335,0.000,0.000,0.062,0.000,0.000,0.000,0.335,0.000,0.000,0.062,0.000,0.000,0.000,0.335,0.000,0.000,0.062,-0.138,0.116,-4.889,2335265343136,1,0.019,15.000,0.125,0.207,-4.636,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079
10.911,2335265343192,13,0.003,0.179,-4.924,0.016,-0.003,0.068,2.428,0.000,0.000,0.333,0.000,0.000,0.000,2.428,0.000,0.000,0.333,0.000,0.000,0.000,2.428,0.000,0.000,0.333,0.333,0.000,0.000,0.061,0.000,0.000,0.000,0.333,0.000,0.000,0.061,0.000,0.000,0.000,0.333,0.000,0.000,0.061,-0.143,0.115,-4.877,2335265343136,1,0.019,15.000,0.125,0.207,-4.636,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079
10.944,2335265343192,13,0.002,0.178,-4.921,0.016,-0.003,0.068,2.421,0.000,0.000,0.331,0.000,0.000,0.000,2.421,0.000,0.000,0.331,0.000,0.000,0.000,2.421,0.000,0.000,0.331,0.331,0.000,0.000,0.061,0.000,0.000,0.000,0.331,0.000,0.000,0.061,0.000,0.000,0.000,0.331,0.000,0.000,0.061,-0.149,0.114,-4.865,2335265343136,1,0.019,15.000,0.125,0.207,-4.636,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079
10.978,2335265343192,13,0.000,0.177,-4.918,0.016,-0.004,0.068,2.413,0.000,0.000,0.329,0.000,0.000,0.000,2.413,0.000,0.000,0.329,0.000,0.000,0.000,2.413,0.000,0.000,0.329,0.329,0.000,0.000,0.060,0.000,0.000,0.000,0.329,0.000,0.000,0.060,0.000,0.000,0.000,0.329,0.000,0.000,0.060,-0.154,0.114,-4.856,2335265343136,1,0.019,15.000,0.125,0.207,-4.636,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079
11.011,2335265343192,13,-0.001,0.176,-4.915,0.016,-0.004,0.068,2.406,0.000,0.000,0.327,0.000,0.000,0.000,2.406,0.000,0.000,0.327,0.000,0.000,0.000,2.406,0.000,0.000,0.327,0.327,0.000,0.000,0.059,0.000,0.000,0.000,0.327,0.000,0.000,0.059,0.000,0.000,0.000,0.327,0.000,0.000,0.059,-0.159,0.113,-4.848,2335265343136,1,0.012,16.001,0.077,0.158,-4.575,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059
11.044,2335265343192,13,-0.003,0.175,-4.912,0.015,-0.004,0.068,2.399,0.000,0.000,0.325,0.000,0.000,0.000,2.399,0.000,0.000,0.325,0.000,0.000,0.000,2.399,0.000,0.000,0.325,0.325,0.000,0.000,0.059,0.000,0.000,0.000,0.325,0.000,0.000,0.059,0.000,0.000,0.000,0.325,0.000,0.000,0.059,-0.163,0.113,-4.855,2335265343136,1,0.012,16.001,0.077,0.158,-4.575,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059
11.078,2335265343192,13,-0.004,0.174,-4.909,0.015,-0.004,0.068,2.392,0.000,0.000,0.323,0.000,0.000,0.000,2.392,0.000,0.000,0.323,0.000,0.000,0.000,2.392,0.000,0.000,0.323,0.323,0.000,0.000,0.058,0.000,0.000,0.000,0.323,0.000,0.000,0.058,0.000,0.000,0.000,0.323,0.000,0.000,0.058,-0.167,0.112,-4.847,2335265343136,1,0.012,16.001,0.077,0.158,-4.575,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059
11.111,2335265343192,13,-0.005,0.173,-4.906,0.015,-0.004,0.068,2.384,0.000,0.000,0.321,0.000,0.000,0.000,2.384,0.000,0.000,0.321,0.000,0.000,0.000,2.384,0.000,0.000,0.321,0.321,0.000,0.000,0.058,0.000,0.000,0.000,0.321,0.000,0.000,0.058,0.000,0.000,0.000,0.321,0.000,0.000,0.058,-0.171,0.112,-4.854,2335265343136,1,0.012,16.001,0.077,0.158,-4.575,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059
11.144,2335265343192,13,-0.007,0.173,-4.903,0.015,-0.004,0.068,2.377,0.000,0.000,0.320,0.000,0.000,0.000,2.377,0.000,0.000,0.320,0.000,0.000,0.000,2.377,0.000,0.000,0.320,0.320,0.000,0.000,0.057,0.000,0.000,0.000,0.320,0.000,0.000,0.057,0.000,0.000,0.000,0.320,0.000,0.000,0.057,-0.174,0.112,-4.860,2335265343136,1,0.012,16.001,0.077,0.158,-4.575,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059
11.178,2335265343192,13,-0.009,0.172,-4.901,0.014,-0.004,0.069,2.370,0.000,0.000,0.318,0.000,0.000,0.000,2.370,0.000,0.000,0.318,0.000,0.000,0.000,2.370,0.000,0.000,0.318,0.318,0.000,0.000,0.057,0.000,0.000,0.000,0.318,0.000,0.000,0.057,0.000,0.000,0.000,0.318,0.000,0.000,0.057,-0.177,0.111,-4.865,2335265343136,1,0.012,16.001,0.077,0.158,-4.575,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059
11.211,2335265343192,13,-0.010,0.171,-4.898,0.014,-0.004,0.069,2.363,0.000,0.000,0.316,0.000,0.000,0.000,2.363,0.000,0.000,0.316,0.000,0.000,0.000,2.363,0.000,0.000,0.316,0.316,0.000,0.000,0.056,0.000,0.000,0.000,0.316,0.000,0.000,0.056,0.000,0.000,0.000,0.316,0.000,0.000,0.056,-0.179,0.110,-4.849,2335265343136,1,0.012,16.001,0.077,0.158,-4.575,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059
11.245,2335265343192,13,-0.012,0.170,-4.895,0.014,-0.004,0.069,2.356,0.000,0.000,0.314,0.000,0.000,0.000,2.356,0.000,0.000,0.314,0.000,0.000,0.000,2.356,0.000,0.000,0.314,0.314,0.000,0.000,0.056,0.000,0.000,0.000,0.314,0.000,0.000,0.056,0.000,0.000,0.000,0.314,0.000,0.000,0.056,-0.182,0.109,-4.836,2335265343136,1,0.012,16.001,0.077,0.158,-4.575,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059
11.278,2335265343192,13,-0.013,0.169,-4.892,0.013,-0.004,0.069,2.349,0.000,0.000,0.312,0.000,0.000,0.000,2.349,0.000,0.000,0.312,0.000,0.000,0.000,2.349,0.000,0.000,0.312,0.312,0.000,0.000,0.055,0.000,0.000,0.000,0.312,0.000,0.000,0.055,0.000,0.000,0.000,0.312,0.000,0.000,0.055,-0.184,0.108,-4.825,2335265343136,1,0.012,16.001,0.077,0.158,-4.575,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059
11.311,2335265343192,13,-0.015,0.168,-4.889,0.013,-0.005,0.069,2.343,0.000,0.000,0.310,0.000,0.000,0.000,2.343,0.000,0.000,0.310,0.000,0.000,0.000,2.343,0.000,0.000,0.310,0.310,0.000,0.000,0.055,0.000,0.000,0.000,0.310,0.000,0.000,0.055,0.000,0.000,0.000,0.310,0.000,0.000,0.055,-0.186,0.107,-4.816,2335265343136,1,0.012,16.001,0.077,0.158,-4.575,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059
11.345,2335265343192,13,-0.016,0.167,-4.885,0.013,-0.005,0.069,2.336,0.000,0.000,0.308,0.000,0.000,0.000,2.336,0.000,0.000,0.308,0.000,0.000,0.000,2.336,0.000,0.000,0.308,0.308,0.000,0.000,0.054,0.000,0.000,0.000,0.308,0.000,0.000,0.054,0.000,0.000,0.000,0.308,0.000,0.000,0.054,-0.189,0.107,-4.816,2335265343136,1,0.012,16.001,0.077,0.158,-4.575,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059
11.378,2335265343192,13,-0.018,0.166,-4.882,0.013,-0.005,0.069,2.329,0.000,0.000,0.307,0.000,0.000,0.000,2.329,0.000,0.000,0.307,0.000,0.000,0.000,2.329,0.000,0.000,0.307,0.307,0.000,0.000,0.054,0.000,0.000,0.000,0.307,0.000,0.000,0.054,0.000,0.000,0.000,0.307,0.000,0.000,0.054,-0.191,0.106,-4.814,2335265343136,1,0.012,16.001,0.077,0.158,-4.575,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059
11.411,2335265343192,13,-0.020,0.166,-4.879,0.012,-0.005,0.069,2.322,0.000,0.000,0.305,0.000,0.000,0.000,2.322,0.000,0.000,0.305,0.000,0.000,0.000,2.322,0.000,0.000,0.305,0.305,0.000,0.000,0.053,0.000,0.000,0.000,0.305,0.000,0.000,0.053,0.000,0.000,0.000,0.305,0.000,0.000,0.053,-0.193,0.105,-4.811,2335265343136,1,0.012,16.001,0.077,0.158,-4.575,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059
11.445,2335265343192,13,-0.021,0.165,-4.876,0.012,-0.005,0.069,2.315,0.000,0.000,0.303,0.000,0.000,0.000,2.315,0.000,0.000,0.303,0.000,0.000,0.000,2.315,0.000,0.000,0.303,0.303,0.000,0.000,0.053,0.000,0.000,0.000,0.303,0.000,0.000,0.053,0.000,0.000,0.000,0.303,0.000,0.000,0.053,-0.194,0.104,-4.807,2335265343136,1,0.012,16.001,0.077,0.158,-4.575,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059
11.478,2335265343192,13,-0.023,0.164,-4.873,0.012,-0.005,0.069,2.309,0.000,0.000,0.301,0.000,0.000,0.000,2.309,0.000,0.000,0.301,0.000,0.000,0.000,2.309,0.000,0.000,0.301,0.301,0.000,0.000,0.052,0.000,0.000,0.000,0.301,0.000,0.000,0.052,0.000,0.000,0.000,0.301,0.000,0.000,0.052,-0.194,0.104,-4.819,2335265343136,1,0.012,16.001,0.077,0.158,-4.575,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059
11.511,2335265343192,13,-0.024,0.163,-4.870,0.012,-0.005,0.070,2.302,0.000,0.000,0.300,0.000,0.000,0.000,2.302,0.000,0.000,0.300,0.000,0.000,0.000,2.302,0.000,0.000,0.300,0.300,0.000,0.000,0.052,0.000,0.000,0.000,0.300,0.000,0.000,0.052,0.000,0.000,0.000,0.300,0.000,0.000,0.052,-0.196,0.103,-4.816,2335265343136,1,0.012,16.001,0.077,0.158,-4.575,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059
11.545,2335265343192,13,-0.026,0.162,-4.867,0.011,-0.005,0.070,2.296,0.000,0.000,0.298,0.000,0.000,0.000,2.296,0.000,0.000,0.298,0.000,0.000,0.000,2.296,0.000,0.000,0.298,0.298,0.000,0.000,0.052,0.000,0.000,0.000,0.298,0.000,0.000,0.052,0.000,0.000,0.000,0.298,0.000,0.000,0.052,-0.197,0.102,-4.811,2335265343136,1,0.012,16.001,0.077,0.158,-4.575,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059
11.578,2335265343192,13,-0.028,0.161,-4.864,0.011,-0.005,0.070,2.289,0.000,0.000,0.296,0.000,0.000,0.000,2.289,0.000,0.000,0.296,0.000,0.000,0.000,2.289,0.000,0.000,0.296,0.296,0.000,0.000,0.051,0.000,0.000,0.000,0.296,0.000,0.000,0.051,0.000,0.000,0.000,0.296,0.000,0.000,0.051,-0.198,0.101,-4.822,2335265343136,1,0.012,16.001,0.077,0.158,-4.575,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059
11.612,2335265343192,13,-0.029,0.160,-4.862,0.011,-0.005,0.070,2.282,0.000,0.000,0.294,0.000,0.000,0.000,2.282,0.000,0.000,0.294,0.000,0.000,0.000,2.282,0.000,0.000,0.294,0.294,0.000,0.000,0.051,0.000,0.000,0.000,0.294,0.000,0.000,0.051,0.000,0.000,0.000,0.294,0.000,0.000,0.051,-0.200,0.099,-4.813,2335265343136,1,0.012,16.001,0.077,0.158,-4.575,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059
11.645,2335265343192,13,-0.031,0.159,-4.859,0.011,-0.005,0.070,2.276,0.000,0.000,0.293,0.000,0.000,0.000,2.276,0.000,0.000,0.293,0.000,0.000,0.000,2.276,0.000,0.000,0.293,0.293,0.000,0.000,0.050,0.000,0.000,0.000,0.293,0.000,0.000,0.050,0.000,0.000,0.000,0.293,0.000,0.000,0.050,-0.201,0.098,-4.822,2335265343136,1,0.012,16.001,0.077,0.158,-4.575,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059
11.678,2335265343192,13,-0.032,0.159,-4.856,0.010,-0.006,0.070,2.269,0.000,0.000,0.291,0.000,0.000,0.000,2.269,0.000,0.000,0.291,0.000,0.000,0.000,2.269,0.000,0.000,0.291,0.291,0.000,0.000,0.050,0.000,0.000,0.000,0.291,0.000,0.000,0.050,0.000,0.000,0.000,0.291,0.000,0.000,0.050,-0.202,0.097,-4.819,2335265343136,1,0.012,16.001,0.077,0.158,-4.575,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059
11.712,2335265343192,13,-0.034,0.158,-4.853,0.010,-0.006,0.070,2.263,0.000,0.000,0.289,0.000,0.000,0.000,2.263,0.000,0.000,0.289,0.000,0.000,0.000,2.263,0.000,0.000,0.289,0.289,0.000,0.000,0.049,0.000,0.000,0.000,0.289,0.000,0.000,0.049,0.000,0.000,0.000,0.289,0.000,0.000,0.049,-0.204,0.097,-4.830,2335265343136,1,0.012,16.001,0.077,0.158,-4.575,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059
11.745,2335265343192,13,-0.036,0.157,-4.851,0.010,-0.006,0.070,2.257,0.000,0.000,0.288,0.000,0.000,0.000,2.257,0.000,0.000,0.288,0.000,0.000,0.000,2.257,0.000,0.000,0.288,0.288,0.000,0.000,0.049,0.000,0.000,0.000,0.288,0.000,0.000,0.049,0.000,0.000,0.000,0.288,0.000,0.000,0.049,-0.206,0.096,-4.837,2335265343136,1,0.012,16.001,0.077,0.158,-4.575,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059
11.778,2335265343192,13,-0.037,0.156,-4.848,0.010,-0.006,0.070,2.250,0.000,0.000,0.286,0.000,0.000,0.000,2.250,0.000,0.000,0.286,0.000,0.000,0.000,2.250,0.000,0.000,0.286,0.286,0.000,0.000,0.049,0.000,0.000,0.000,0.286,0.000,0.000,0.049,0.000,0.000,0.000,0.286,0.000,0.000,0.049,-0.210,0.094,-4.819,2335265343136,1,0.012,16.001,0.077,0.158,-4.575,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059
11.812,2335265343192,13,-0.039,0.155,-4.846,0.009,-0.006,0.070,2.244,0.000,0.000,0.285,0.000,0.000,0.000,2.244,0.000,0.000,0.285,0.000,0.000,0.000,2.244,0.000,0.000,0.285,0.285,0.000,0.000,0.048,0.000,0.000,0.000,0.285,0.000,0.000,0.048,0.000,0.000,0.000,0.285,0.000,0.000,0.048,-0.212,0.094,-4.823,2335265343136,1,0.012,16.001,0.077,0.158,-4.575,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059
11.845,2335265343192,13,-0.041,0.154,-4.843,0.009,-0.006,0.070,2.238,0.000,0.000,0.283,0.000,0.000,0.000,2.238,0.000,0.000,0.283,0.000,0.000,0.000,2.238,0.000,0.000,0.283,0.283,0.000,0.000,0.048,0.000,0.000,0.000,0.283,0.000,0.000,0.048,0.000,0.000,0.000,0.283,0.000,0.000,0.048,-0.214,0.093,-4.825,2335265343136,1,0.012,16.001,0.077,0.158,-4.575,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059
11.879,2335265343192,13,-0.042,0.153,-4.841,0.009,-0.006,0.070,2.231,0.000,0.000,0.281,0.000,0.000,0.000,2.231,0.000,0.000,0.281,0.000,0.000,0.000,2.231,0.000,0.000,0.281,0.281,0.000,0.000,0.047,0.000,0.000,0.000,0.281,0.000,0.000,0.047,0.000,0.000,0.000,0.281,0.000,0.000,0.047,-0.217,0.093,-4.833,2335265343136,1,0.012,16.001,0.077,0.158,-4.575,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059
11.912,2335265343192,13,-0.044,0.152,-4.838,0.009,-0.006,0.070,2.225,0.000,0.000,0.280,0.000,0.000,0.000,2.225,0.000,0.000,0.280,0.000,0.000,0.000,2.225,0.000,0.000,0.280,0.280,0.000,0.000,0.047,0.000,0.000,0.000,0.280,0.000,0.000,0.047,0.000,0.000,0.000,0.280,0.000,0.000,0.047,-0.218,0.091,-4.828,2335265343136,1,0.012,16.001,0.077,0.158,-4.575,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059
11.945,2335265343192,13,-0.046,0.151,-4.836,0.008,-0.006,0.070,2.219,0.000,0.000,0.278,0.000,0.000,0.000,2.219,0.000,0.000,0.278,0.000,0.000,0.000,2.219,0.000,0.000,0.278,0.278,0.000,0.000,0.047,0.000,0.000,0.000,0.278,0.000,0.000,0.047,0.000,0.000,0.000,0.278,0.000,0.000,0.047,-0.219,0.089,-4.822,2335265343136,1,0.012,16.001,0.077,0.158,-4.575,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059
11.979,2335265343192,13,-0.047,0.151,-4.833,0.008,-0.006,0.070,2.213,0.000,0.000,0.277,0.000,0.000,0.000,2.213,0.000,0.000,0.277,0.000,0.000,0.000,2.213,0.000,0.000,0.277,0.277,0.000,0.000,0.046,0.000,0.000,0.000,0.277,0.000,0.000,0.046,0.000,0.000,0.000,0.277,0.000,0.000,0.046,-0.220,0.088,-4.834,2335265343136,1,0.012,16.001,0.077,0.158,-4.575,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.000,0.000,0.000,7.152,0.000,0.000,0.624,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059,0.000,0.000,0.000,0.624,0.000,0.000,0.059
