time,id,class_id,x,y,z,vx,vy,vz,sigma_00,sigma_01,sigma_02,sigma_03,sigma_04,sigma_05,sigma_10,sigma_11,sigma_12,sigma_13,sigma_14,sigma_15,sigma_20,sigma_21,sigma_22,sigma_23,sigma_24,sigma_25,sigma_30,sigma_31,sigma_32,sigma_33,sigma_34,sigma_35,sigma_40,sigma_41,sigma_42,sigma_43,sigma_44,sigma_45,sigma_50,sigma_51,sigma_52,sigma_53,sigma_54,sigma_55,x_pattern,y_pattern,z_pattern,pattern,status,collision_p,c_time,c_x,c_y,c_z,c_sigma_00,c_sigma_01,c_sigma_02,c_sigma_03,c_sigma_04,c_sigma_05,c_sigma_10,c_sigma_11,c_sigma_12,c_sigma_13,c_sigma_14,c_sigma_15,c_sigma_20,c_sigma_21,c_sigma_22,c_sigma_23,c_sigma_24,c_sigma_25,c_sigma_30,c_sigma_31,c_sigma_32,c_sigma_33,c_sigma_34,c_sigma_35,c_sigma_40,c_sigma_41,c_sigma_42,c_sigma_43,c_sigma_44,c_sigma_45,c_sigma_50,c_sigma_51,c_sigma_52,c_sigma_53,c_sigma_54,c_sigma_55
9.610,2335265343192,13,0.013,0.221,-4.988,0.022,0.003,0.072,2.754,0.000,0.000,0.429,0.000,0.000,0.000,2.754,0.000,0.000,0.429,0.000,0.000,0.000,2.754,0.000,0.000,0.429,0.429,0.000,0.000,0.089,0.000,0.000,0.000,0.429,0.000,0.000,0.089,0.000,0.000,0.000,0.429,0.000,0.000,0.089,0.037,0.118,-5.210,2335265343136,1,0.014,13.999,0.078,0.275,-4.506,10.502,0.000,0.000,1.028,0.000,0.000,0.000,10.502,0.000,0.000,1.028,0.000,0.000,0.000,10.502,0.000,0.000,1.028,1.028,0.000,0.000,0.108,0.000,0.000,0.000,1.028,0.000,0.000,0.108,0.000,0.000,0.000,1.028,0.000,0.000,0.108
9.643,2335265343192,13,0.014,0.220,-4.988,0.022,0.002,0.071,2.744,0.000,0.000,0.426,0.000,0.000,0.000,2.744,0.000,0.000,0.426,0.000,0.000,0.000,2.744,0.000,0.000,0.426,0.426,0.000,0.000,0.088,0.000,0.000,0.000,0.426,0.000,0.000,0.088,0.000,0.000,0.000,0.426,0.000,0.000,0.088,0.032,0.118,-5.198,2335265343136,1,0.014,13.999,0.078,0.275,-4.506,10.502,0.000,0.000,1.028,0.000,0.000,0.000,10.502,0.000,0.000,1.028,0.000,0.000,0.000,10.502,0.000,0.000,1.028,1.028,0.000,0.000,0.108,0.000,0.000,0.000,1.028,0.000,0.000,0.108,0.000,0.000,0.000,1.028,0.000,0.000,0.108
9.676,2335265343192,13,0.015,0.218,-4.988,0.022,0.002,0.071,2.735,0.000,0.000,0.423,0.000,0.000,0.000,2.735,0.000,0.000,0.423,0.000,0.000,0.000,2.735,0.000,0.000,0.423,0.423,0.000,0.000,0.087,0.000,0.000,0.000,0.423,0.000,0.000,0.087,0.000,0.000,0.000,0.423,0.000,0.000,0.087,0.026,0.117,-5.183,2335265343136,1,0.014,13.999,0.078,0.275,-4.506,10.502,0.000,0.000,1.028,0.000,0.000,0.000,10.502,0.000,0.000,1.028,0.000,0.000,0.000,10.502,0.000,0.000,1.028,1.028,0.000,0.000,0.108,0.000,0.000,0.000,1.028,0.000,0.000,0.108,0.000,0.000,0.000,1.028,0.000,0.000,0.108
9.710,2335265343192,13,0.016,0.217,-4.989,0.022,0.002,0.071,2.726,0.000,0.000,0.420,0.000,0.000,0.000,2.726,0.000,0.000,0.420,0.000,0.000,0.000,2.726,0.000,0.000,0.420,0.420,0.000,0.000,0.087,0.000,0.000,0.000,0.420,0.000,0.000,0.087,0.000,0.000,0.000,0.420,0.000,0.000,0.087,0.021,0.117,-5.170,2335265343136,1,0.014,13.999,0.078,0.275,-4.506,10.502,0.000,0.000,1.028,0.000,0.000,0.000,10.502,0.000,0.000,1.028,0.000,0.000,0.000,10.502,0.000,0.000,1.028,1.028,0.000,0.000,0.108,0.000,0.000,0.000,1.028,0.000,0.000,0.108,0.000,0.000,0.000,1.028,0.000,0.000,0.108
9.743,2335265343192,13,0.016,0.216,-4.988,0.022,0.002,0.070,2.716,0.000,0.000,0.417,0.000,0.000,0.000,2.716,0.000,0.000,0.417,0.000,0.000,0.000,2.716,0.000,0.000,0.417,0.417,0.000,0.000,0.086,0.000,0.000,0.000,0.417,0.000,0.000,0.086,0.000,0.000,0.000,0.417,0.000,0.000,0.086,0.016,0.116,-5.147,2335265343136,1,0.014,13.999,0.078,0.275,-4.506,10.502,0.000,0.000,1.028,0.000,0.000,0.000,10.502,0.000,0.000,1.028,0.000,0.000,0.000,10.502,0.000,0.000,1.028,1.028,0.000,0.000,0.108,0.000,0.000,0.000,1.028,0.000,0.000,0.108,0.000,0.000,0.000,1.028,0.000,0.000,0.108
9.776,2335265343192,13,0.017,0.214,-4.988,0.022,0.002,0.070,2.707,0.000,0.000,0.415,0.000,0.000,0.000,2.707,0.000,0.000,0.415,0.000,0.000,0.000,2.707,0.000,0.000,0.415,0.415,0.000,0.000,0.085,0.000,0.000,0.000,0.415,0.000,0.000,0.085,0.000,0.000,0.000,0.415,0.000,0.000,0.085,0.011,0.116,-5.127,2335265343136,1,0.014,13.999,0.078,0.275,-4.506,10.502,0.000,0.000,1.028,0.000,0.000,0.000,10.502,0.000,0.000,1.028,0.000,0.000,0.000,10.502,0.000,0.000,1.028,1.028,0.000,0.000,0.108,0.000,0.000,0.000,1.028,0.000,0.000,0.108,0.000,0.000,0.000,1.028,0.000,0.000,0.108
9.810,2335265343192,13,0.018,0.213,-4.987,0.022,0.001,0.070,2.698,0.000,0.000,0.412,0.000,0.000,0.000,2.698,0.000,0.000,0.412,0.000,0.000,0.000,2.698,0.000,0.000,0.412,0.412,0.000,0.000,0.084,0.000,0.000,0.000,0.412,0.000,0.000,0.084,0.000,0.000,0.000,0.412,0.000,0.000,0.084,0.006,0.115,-5.107,2335265343136,1,0.014,13.999,0.078,0.275,-4.506,10.502,0.000,0.000,1.028,0.000,0.000,0.000,10.502,0.000,0.000,1.028,0.000,0.000,0.000,10.502,0.000,0.000,1.028,1.028,0.000,0.000,0.108,0.000,0.000,0.000,1.028,0.000,0.000,0.108,0.000,0.000,0.000,1.028,0.000,0.000,0.108
9.843,2335265343192,13,0.018,0.212,-4.986,0.022,0.001,0.069,2.689,0.000,0.000,0.409,0.000,0.000,0.000,2.689,0.000,0.000,0.409,0.000,0.000,0.000,2.689,0.000,0.000,0.409,0.409,0.000,0.000,0.083,0.000,0.000,0.000,0.409,0.000,0.000,0.083,0.000,0.000,0.000,0.409,0.000,0.000,0.083,0.001,0.115,-5.087,2335265343136,1,0.014,13.999,0.078,0.275,-4.506,10.502,0.000,0.000,1.028,0.000,0.000,0.000,10.502,0.000,0.000,1.028,0.000,0.000,0.000,10.502,0.000,0.000,1.028,1.028,0.000,0.000,0.108,0.000,0.000,0.000,1.028,0.000,0.000,0.108,0.000,0.000,0.000,1.028,0.000,0.000,0.108
9.877,2335265343192,13,0.019,0.211,-4.985,0.022,0.001,0.069,2.680,0.000,0.000,0.406,0.000,0.000,0.000,2.680,0.000,0.000,0.406,0.000,0.000,0.000,2.680,0.000,0.000,0.406,0.406,0.000,0.000,0.082,0.000,0.000,0.000,0.406,0.000,0.000,0.082,0.000,0.000,0.000,0.406,0.000,0.000,0.082,-0.004,0.114,-5.071,2335265343136,1,0.014,13.999,0.078,0.275,-4.506,10.502,0.000,0.000,1.028,0.000,0.000,0.000,10.502,0.000,0.000,1.028,0.000,0.000,0.000,10.502,0.000,0.000,1.028,1.028,0.000,0.000,0.108,0.000,0.000,0.000,1.028,0.000,0.000,0.108,0.000,0.000,0.000,1.028,0.000,0.000,0.108
9.910,2335265343192,13,0.019,0.209,-4.984,0.021,0.001,0.069,2.671,0.000,0.000,0.404,0.000,0.000,0.000,2.671,0.000,0.000,0.404,0.000,0.000,0.000,2.671,0.000,0.000,0.404,0.404,0.000,0.000,0.081,0.000,0.000,0.000,0.404,0.000,0.000,0.081,0.000,0.000,0.000,0.404,0.000,0.000,0.081,-0.009,0.114,-5.058,2335265343136,1,0.014,13.999,0.078,0.275,-4.506,10.502,0.000,0.000,1.028,0.000,0.000,0.000,10.502,0.000,0.000,1.028,0.000,0.000,0.000,10.502,0.000,0.000,1.028,1.028,0.000,0.000,0.108,0.000,0.000,0.000,1.028,0.000,0.000,0.108,0.000,0.000,0.000,1.028,0.000,0.000,0.108
9.943,2335265343192,13,0.019,0.208,-4.982,0.021,0.001,0.069,2.662,0.000,0.000,0.401,0.000,0.000,0.000,2.662,0.000,0.000,0.401,0.000,0.000,0.000,2.662,0.000,0.000,0.401,0.401,0.000,0.000,0.081,0.000,0.000,0.000,0.401,0.000,0.000,0.081,0.000,0.000,0.000,0.401,0.000,0.000,0.081,-0.014,0.114,-5.048,2335265343136,1,0.014,13.999,0.078,0.275,-4.506,10.502,0.000,0.000,1.028,0.000,0.000,0.000,10.502,0.000,0.000,1.028,0.000,0.000,0.000,10.502,0.000,0.000,1.028,1.028,0.000,0.000,0.108,0.000,0.000,0.000,1.028,0.000,0.000,0.108,0.000,0.000,0.000,1.028,0.000,0.000,0.108
9.977,2335265343192,13,0.019,0.207,-4.981,0.021,0.000,0.069,2.653,0.000,0.000,0.398,0.000,0.000,0.000,2.653,0.000,0.000,0.398,0.000,0.000,0.000,2.653,0.000,0.000,0.398,0.398,0.000,0.000,0.080,0.000,0.000,0.000,0.398,0.000,0.000,0.080,0.000,0.000,0.000,0.398,0.000,0.000,0.080,-0.020,0.114,-5.037,2335265343136,1,0.014,13.999,0.078,0.275,-4.506,10.502,0.000,0.000,1.028,0.000,0.000,0.000,10.502,0.000,0.000,1.028,0.000,0.000,0.000,10.502,0.000,0.000,1.028,1.028,0.000,0.000,0.108,0.000,0.000,0.000,1.028,0.000,0.000,0.108,0.000,0.000,0.000,1.028,0.000,0.000,0.108
10.010,2335265343192,13,0.019,0.206,-4.979,0.021,0.000,0.069,2.645,0.000,0.000,0.396,0.000,0.000,0.000,2.645,0.000,0.000,0.396,0.000,0.000,0.000,2.645,0.000,0.000,0.396,0.396,0.000,0.000,0.079,0.000,0.000,0.000,0.396,0.000,0.000,0.079,0.000,0.000,0.000,0.396,0.000,0.000,0.079,-0.027,0.114,-5.023,2335265343136,1,0.019,15.000,0.125,0.207,-4.636,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079
10.043,2335265343192,13,0.019,0.204,-4.977,0.021,0.000,0.069,2.636,0.000,0.000,0.393,0.000,0.000,0.000,2.636,0.000,0.000,0.393,0.000,0.000,0.000,2.636,0.000,0.000,0.393,0.393,0.000,0.000,0.078,0.000,0.000,0.000,0.393,0.000,0.000,0.078,0.000,0.000,0.000,0.393,0.000,0.000,0.078,-0.033,0.115,-5.009,2335265343136,1,0.019,15.000,0.125,0.207,-4.636,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079
10.077,2335265343192,13,0.019,0.203,-4.975,0.021,-0.000,0.069,2.627,0.000,0.000,0.390,0.000,0.000,0.000,2.627,0.000,0.000,0.390,0.000,0.000,0.000,2.627,0.000,0.000,0.390,0.390,0.000,0.000,0.077,0.000,0.000,0.000,0.390,0.000,0.000,0.077,0.000,0.000,0.000,0.390,0.000,0.000,0.077,-0.037,0.115,-5.000,2335265343136,1,0.019,15.000,0.125,0.207,-4.636,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079
10.110,2335265343192,13,0.019,0.202,-4.973,0.021,-0.000,0.069,2.619,0.000,0.000,0.388,0.000,0.000,0.000,2.619,0.000,0.000,0.388,0.000,0.000,0.000,2.619,0.000,0.000,0.388,0.388,0.000,0.000,0.077,0.000,0.000,0.000,0.388,0.000,0.000,0.077,0.000,0.000,0.000,0.388,0.000,0.000,0.077,-0.042,0.115,-4.993,2335265343136,1,0.019,15.000,0.125,0.207,-4.636,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079
10.143,2335265343192,13,0.019,0.201,-4.971,0.021,-0.000,0.069,2.610,0.000,0.000,0.385,0.000,0.000,0.000,2.610,0.000,0.000,0.385,0.000,0.000,0.000,2.610,0.000,0.000,0.385,0.385,0.000,0.000,0.076,0.000,0.000,0.000,0.385,0.000,0.000,0.076,0.000,0.000,0.000,0.385,0.000,0.000,0.076,-0.047,0.116,-4.991,2335265343136,1,0.019,15.000,0.125,0.207,-4.636,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079
10.177,2335265343192,13,0.019,0.200,-4.969,0.021,-0.001,0.069,2.602,0.000,0.000,0.383,0.000,0.000,0.000,2.602,0.000,0.000,0.383,0.000,0.000,0.000,2.602,0.000,0.000,0.383,0.383,0.000,0.000,0.075,0.000,0.000,0.000,0.383,0.000,0.000,0.075,0.000,0.000,0.000,0.383,0.000,0.000,0.075,-0.050,0.116,-4.997,2335265343136,1,0.019,15.000,0.125,0.207,-4.636,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079
10.210,2335265343192,13,0.019,0.199,-4.967,0.020,-0.001,0.068,2.593,0.000,0.000,0.380,0.000,0.000,0.000,2.593,0.000,0.000,0.380,0.000,0.000,0.000,2.593,0.000,0.000,0.380,0.380,0.000,0.000,0.075,0.000,0.000,0.000,0.380,0.000,0.000,0.075,0.000,0.000,0.000,0.380,0.000,0.000,0.075,-0.053,0.116,-4.998,2335265343136,1,0.019,15.000,0.125,0.207,-4.636,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079
10.244,2335265343192,13,0.018,0.198,-4.966,0.020,-0.001,0.068,2.585,0.000,0.000,0.378,0.000,0.000,0.000,2.585,0.000,0.000,0.378,0.000,0.000,0.000,2.585,0.000,0.000,0.378,0.378,0.000,0.000,0.074,0.000,0.000,0.000,0.378,0.000,0.000,0.074,0.000,0.000,0.000,0.378,0.000,0.000,0.074,-0.057,0.117,-4.999,2335265343136,1,0.019,15.000,0.125,0.207,-4.636,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079
10.277,2335265343192,13,0.018,0.197,-4.964,0.020,-0.001,0.068,2.576,0.000,0.000,0.375,0.000,0.000,0.000,2.576,0.000,0.000,0.375,0.000,0.000,0.000,2.576,0.000,0.000,0.375,0.375,0.000,0.000,0.073,0.000,0.000,0.000,0.375,0.000,0.000,0.073,0.000,0.000,0.000,0.375,0.000,0.000,0.073,-0.060,0.117,-4.999,2335265343136,1,0.019,15.000,0.125,0.207,-4.636,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079
10.310,2335265343192,13,0.018,0.196,-4.962,0.020,-0.001,0.068,2.568,0.000,0.000,0.373,0.000,0.000,0.000,2.568,0.000,0.000,0.373,0.000,0.000,0.000,2.568,0.000,0.000,0.373,0.373,0.000,0.000,0.072,0.000,0.000,0.000,0.373,0.000,0.000,0.072,0.000,0.000,0.000,0.373,0.000,0.000,0.072,-0.063,0.118,-4.995,2335265343136,1,0.019,15.000,0.125,0.207,-4.636,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079
10.344,2335265343192,13,0.017,0.195,-4.960,0.020,-0.001,0.068,2.560,0.000,0.000,0.371,0.000,0.000,0.000,2.560,0.000,0.000,0.371,0.000,0.000,0.000,2.560,0.000,0.000,0.371,0.371,0.000,0.000,0.072,0.000,0.000,0.000,0.371,0.000,0.000,0.072,0.000,0.000,0.000,0.371,0.000,0.000,0.072,-0.064,0.117,-4.999,2335265343136,1,0.019,15.000,0.125,0.207,-4.636,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079
10.377,2335265343192,13,0.017,0.194,-4.958,0.020,-0.001,0.068,2.552,0.000,0.000,0.368,0.000,0.000,0.000,2.552,0.000,0.000,0.368,0.000,0.000,0.000,2.552,0.000,0.000,0.368,0.368,0.000,0.000,0.071,0.000,0.000,0.000,0.368,0.000,0.000,0.071,0.000,0.000,0.000,0.368,0.000,0.000,0.071,-0.067,0.118,-4.997,2335265343136,1,0.019,15.000,0.125,0.207,-4.636,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079
10.410,2335265343192,13,0.016,0.193,-4.957,0.020,-0.002,0.068,2.544,0.000,0.000,0.366,0.000,0.000,0.000,2.544,0.000,0.000,0.366,0.000,0.000,0.000,2.544,0.000,0.000,0.366,0.366,0.000,0.000,0.070,0.000,0.000,0.000,0.366,0.000,0.000,0.070,0.000,0.000,0.000,0.366,0.000,0.000,0.070,-0.071,0.118,-4.990,2335265343136,1,0.019,15.000,0.125,0.207,-4.636,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079
10.444,2335265343192,13,0.016,0.192,-4.955,0.019,-0.002,0.068,2.536,0.000,0.000,0.364,0.000,0.000,0.000,2.536,0.000,0.000,0.364,0.000,0.000,0.000,2.536,0.000,0.000,0.364,0.364,0.000,0.000,0.070,0.000,0.000,0.000,0.364,0.000,0.000,0.070,0.000,0.000,0.000,0.364,0.000,0.000,0.070,-0.074,0.118,-4.987,2335265343136,1,0.019,15.000,0.125,0.207,-4.636,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079
10.477,2335265343192,13,0.015,0.191,-4.953,0.019,-0.002,0.068,2.528,0.000,0.000,0.361,0.000,0.000,0.000,2.528,0.000,0.000,0.361,0.000,0.000,0.000,2.528,0.000,0.000,0.361,0.361,0.000,0.000,0.069,0.000,0.000,0.000,0.361,0.000,0.000,0.069,0.000,0.000,0.000,0.361,0.000,0.000,0.069,-0.078,0.119,-4.986,2335265343136,1,0.019,15.000,0.125,0.207,-4.636,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079
10.510,2335265343192,13,0.015,0.190,-4.951,0.019,-0.002,0.068,2.520,0.000,0.000,0.359,0.000,0.000,0.000,2.520,0.000,0.000,0.359,0.000,0.000,0.000,2.520,0.000,0.000,0.359,0.359,0.000,0.000,0.068,0.000,0.000,0.000,0.359,0.000,0.000,0.068,0.000,0.000,0.000,0.359,0.000,0.000,0.068,-0.084,0.119,-4.992,2335265343136,1,0.019,15.000,0.125,0.207,-4.636,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079
10.544,2335265343192,13,0.014,0.189,-4.949,0.019,-0.002,0.068,2.512,0.000,0.000,0.357,0.000,0.000,0.000,2.512,0.000,0.000,0.357,0.000,0.000,0.000,2.512,0.000,0.000,0.357,0.357,0.000,0.000,0.068,0.000,0.000,0.000,0.357,0.000,0.000,0.068,0.000,0.000,0.000,0.357,0.000,0.000,0.068,-0.090,0.120,-4.988,2335265343136,1,0.019,15.000,0.125,0.207,-4.636,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079
10.577,2335265343192,13,0.013,0.188,-4.947,0.019,-0.002,0.068,2.504,0.000,0.000,0.355,0.000,0.000,0.000,2.504,0.000,0.000,0.355,0.000,0.000,0.000,2.504,0.000,0.000,0.355,0.355,0.000,0.000,0.067,0.000,0.000,0.000,0.355,0.000,0.000,0.067,0.000,0.000,0.000,0.355,0.000,0.000,0.067,-0.094,0.120,-4.980,2335265343136,1,0.019,15.000,0.125,0.207,-4.636,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079
10.611,2335265343192,13,0.012,0.187,-4.946,0.018,-0.002,0.068,2.496,0.000,0.000,0.352,0.000,0.000,0.000,2.496,0.000,0.000,0.352,0.000,0.000,0.000,2.496,0.000,0.000,0.352,0.352,0.000,0.000,0.066,0.000,0.000,0.000,0.352,0.000,0.000,0.066,0.000,0.000,0.000,0.352,0.000,0.000,0.066,-0.100,0.120,-4.975,2335265343136,1,0.019,15.000,0.125,0.207,-4.636,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079
10.644,2335265343192,13,0.012,0.186,-4.944,0.018,-0.002,0.068,2.488,0.000,0.000,0.350,0.000,0.000,0.000,2.488,0.000,0.000,0.350,0.000,0.000,0.000,2.488,0.000,0.000,0.350,0.350,0.000,0.000,0.066,0.000,0.000,0.000,0.350,0.000,0.000,0.066,0.000,0.000,0.000,0.350,0.000,0.000,0.066,-0.106,0.120,-4.966,2335265343136,1,0.019,15.000,0.125,0.207,-4.636,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079
10.677,2335265343192,13,0.011,0.185,-4.942,0.018,-0.003,0.068,2.481,0.000,0.000,0.348,0.000,0.000,0.000,2.481,0.000,0.000,0.348,0.000,0.000,0.000,2.481,0.000,0.000,0.348,0.348,0.000,0.000,0.065,0.000,0.000,0.000,0.348,0.000,0.000,0.065,0.000,0.000,0.000,0.348,0.000,0.000,0.065,-0.111,0.120,-4.958,2335265343136,1,0.019,15.000,0.125,0.207,-4.636,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079
10.711,2335265343192,13,0.010,0.184,-4.939,0.018,-0.003,0.068,2.473,0.000,0.000,0.346,0.000,0.000,0.000,2.473,0.000,0.000,0.346,0.000,0.000,0.000,2.473,0.000,0.000,0.346,0.346,0.000,0.000,0.065,0.000,0.000,0.000,0.346,0.000,0.000,0.065,0.000,0.000,0.000,0.346,0.000,0.000,0.065,-0.115,0.119,-4.948,2335265343136,1,0.019,15.000,0.125,0.207,-4.636,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079
10.744,2335265343192,13,0.009,0.183,-4.937,0.018,-0.003,0.068,2.465,0.000,0.000,0.344,0.000,0.000,0.000,2.465,0.000,0.000,0.344,0.000,0.000,0.000,2.465,0.000,0.000,0.344,0.344,0.000,0.000,0.064,0.000,0.000,0.000,0.344,0.000,0.000,0.064,0.000,0.000,0.000,0.344,0.000,0.000,0.064,-0.121,0.119,-4.937,2335265343136,1,0.019,15.000,0.125,0.207,-4.636,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079
10.777,2335265343192,13,0.008,0.182,-4.935,0.017,-0.003,0.068,2.458,0.000,0.000,0.342,0.000,0.000,0.000,2.458,0.000,0.000,0.342,0.000,0.000,0.000,2.458,0.000,0.000,0.342,0.342,0.000,0.000,0.063,0.000,0.000,0.000,0.342,0.000,0.000,0.063,0.000,0.000,0.000,0.342,0.000,0.000,0.063,-0.125,0.118,-4.926,2335265343136,1,0.019,15.000,0.125,0.207,-4.636,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.000,0.000,0.000,8.561,0.000,0.000,0.790,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079,0.000,0.000,0.000,0.790,0.000,0.000,0.079
