time,id,class_id,confidence,x_min,x_max,y_min,y_max,border_left,border_right,border_top,border_bottom,pattern,matched
8.775,2059445189712,4,0.368,771.000,947.000,31.000,319.000,1,1,1,1,0,True
8.809,2059445189880,4,0.368,771.000,947.000,26.000,318.000,1,1,2,1,0,True
8.842,2059445190048,4,0.353,804.000,972.000,19.000,324.000,1,1,2,1,0,True
8.876,2059445190216,4,0.292,802.000,974.000,18.000,327.000,1,1,2,1,0,True
8.909,2059445190384,4,0.272,798.000,977.000,19.000,325.000,1,1,2,1,0,True
8.942,2059445190552,4,0.335,797.000,979.000,20.000,324.000,1,1,2,1,0,True
8.976,2059445211264,4,0.346,767.000,979.000,32.000,341.000,1,1,1,1,0,True
9.009,2059445211432,4,0.338,802.000,973.000,17.000,323.000,1,1,2,1,0,True
9.042,2059438615968,4,0.443,803.000,974.000,17.000,319.000,1,1,2,1,0,True
9.076,2059445211768,4,0.625,807.000,974.000,15.000,318.000,1,1,2,1,0,True
9.109,2059445211936,4,0.701,807.000,974.000,17.000,319.000,1,1,2,1,0,True
9.142,2059445212104,4,0.660,806.000,976.000,21.000,319.000,1,1,2,1,0,True
9.176,2059445212272,4,0.540,802.000,980.000,20.000,323.000,1,1,2,1,0,True
9.209,2059445212440,4,0.555,806.000,981.000,18.000,327.000,1,1,2,1,0,True
9.243,2059445212608,4,0.534,808.000,981.000,14.000,326.000,1,1,2,1,0,True
9.276,2059445212776,4,0.590,808.000,979.000,15.000,325.000,1,1,2,1,0,True
9.309,2059445212944,4,0.682,813.000,977.000,15.000,326.000,1,1,2,1,0,True
9.343,2059445213112,4,0.594,813.000,980.000,16.000,328.000,1,1,2,1,0,True
9.376,2059445213280,4,0.634,806.000,985.000,18.000,327.000,1,1,2,1,0,True
9.409,2059445213448,4,0.442,815.000,979.000,30.000,326.000,1,1,2,1,0,True
9.443,2059445213616,4,0.558,806.000,986.000,21.000,330.000,1,1,2,1,0,True
9.476,2059445213784,4,0.791,816.000,982.000,19.000,327.000,1,1,2,1,0,True
9.509,2059445213952,4,0.798,814.000,982.000,20.000,326.000,1,1,2,1,0,True
9.543,2059445214120,4,0.583,807.000,983.000,20.000,325.000,1,1,2,1,0,True
9.576,2059445214288,4,0.523,808.000,985.000,19.000,329.000,1,1,2,1,0,True
9.610,2059445214456,4,0.756,812.000,987.000,17.000,335.000,1,1,2,1,0,True
9.643,2059445214624,4,0.813,812.000,988.000,18.000,330.000,1,1,2,1,0,True
9.676,2059445214792,4,0.726,818.000,981.000,29.000,325.000,1,1,2,1,0,True
9.710,2059445214960,4,0.663,813.000,984.000,30.000,324.000,1,1,2,1,0,True
9.743,2059445215128,4,0.698,809.000,983.000,29.000,322.000,1,1,2,1,0,True
9.776,2059445231744,4,0.830,808.000,991.000,20.000,329.000,1,1,2,1,0,True
9.810,2059445231912,4,0.866,810.000,992.000,17.000,327.000,1,1,2,1,0,True
9.843,2059445232080,4,0.812,811.000,991.000,14.000,328.000,1,1,2,1,0,True
9.877,2059445232248,4,0.774,812.000,991.000,14.000,332.000,1,1,2,1,0,True
9.910,2059445232416,4,0.776,815.000,986.000,29.000,323.000,1,1,2,1,0,True
9.943,2059445232584,4,0.748,807.000,989.000,17.000,330.000,1,1,2,1,0,True
9.977,2059445232752,4,0.760,802.000,993.000,20.000,330.000,1,1,2,1,0,True
10.010,2059445232920,4,0.699,806.000,989.000,25.000,324.000,1,1,2,1,0,True
10.043,2059445211600,4,0.707,808.000,989.000,24.000,326.000,1,1,2,1,0,True
10.077,2059445233256,4,0.828,814.000,989.000,28.000,323.000,1,1,2,1,0,True
10.110,2059445233424,4,0.812,816.000,990.000,27.000,325.000,1,1,2,1,0,True
10.143,2059445233592,4,0.798,815.000,989.000,29.000,326.000,1,1,2,1,0,True
10.177,2059445233760,4,0.730,813.000,989.000,32.000,324.000,1,1,1,1,0,True
10.210,2059445233928,4,0.785,814.000,989.000,31.000,322.000,1,1,1,1,0,True
10.244,2059445234096,4,0.838,812.000,991.000,29.000,323.000,1,1,2,1,0,True
10.277,2059445234264,4,0.856,812.000,991.000,25.000,321.000,1,1,2,1,0,True
10.310,2059445234432,4,0.824,817.000,992.000,26.000,324.000,1,1,2,1,0,True
10.344,2059445234600,4,0.854,815.000,993.000,19.000,332.000,1,1,2,1,0,True
10.377,2059445234768,4,0.730,806.000,995.000,20.000,335.000,1,1,2,1,0,True
