time,id,x_min_p,x_max_p,y_min_p,y_max_p,x_min_m,x_max_m,y_min_m,y_max_m,x_min_c,x_max_c,y_min_c,y_max_c,distance,count
1.12,14,379.00,515.00,229.00,330.00,375.00,515.00,225.00,335.00,375.00,515.00,225.00,335.00,3.25,14
1.12,15,379.00,515.00,229.00,330.00,375.00,515.00,225.00,335.00,375.00,515.00,225.00,335.00,3.25,15
1.12,18,379.00,515.00,229.00,330.00,375.00,515.00,225.00,335.00,375.00,515.00,225.00,335.00,3.25,18
1.12,20,379.00,515.00,229.00,330.00,375.00,515.00,225.00,335.00,375.00,515.00,225.00,335.00,3.25,20
1.12,21,379.00,515.00,229.00,330.00,375.00,515.00,225.00,335.00,375.00,515.00,225.00,335.00,3.25,21
1.12,22,379.00,515.00,229.00,330.00,375.00,515.00,225.00,335.00,375.00,515.00,225.00,335.00,3.25,22
1.12,24,379.00,515.00,229.00,330.00,375.00,515.00,225.00,335.00,375.00,515.00,225.00,335.00,3.25,24
1.12,25,500.00,718.00,362.00,504.00,503.00,711.00,362.00,501.00,503.00,711.00,362.00,501.00,3.25,25
1.12,27,500.00,718.00,362.00,504.00,503.00,711.00,362.00,501.00,503.00,711.00,362.00,501.00,3.25,27
1.16,2,920.00,1154.00,419.00,589.00,932.00,1152.00,414.00,589.00,932.00,1152.00,414.00,589.00,4.75,2
1.16,3,605.00,845.00,527.00,719.00,605.00,844.00,533.00,717.00,605.00,844.00,533.00,717.00,2.25,3
1.16,4,694.00,868.00,229.00,370.00,684.00,858.00,228.00,368.00,684.00,858.00,228.00,368.00,5.75,4
1.16,8,503.00,715.00,365.00,505.00,503.00,714.00,362.00,507.00,503.00,714.00,362.00,507.00,1.50,8
1.16,13,374.00,520.00,220.00,341.00,381.00,515.00,231.00,329.00,381.00,515.00,231.00,329.00,8.75,13
1.16,14,374.00,520.00,220.00,341.00,381.00,515.00,231.00,329.00,381.00,515.00,231.00,329.00,8.75,14
1.16,15,374.00,520.00,220.00,341.00,381.00,515.00,231.00,329.00,381.00,515.00,231.00,329.00,8.75,15
1.16,18,374.00,520.00,220.00,341.00,381.00,515.00,231.00,329.00,381.00,515.00,231.00,329.00,8.75,18
1.16,20,374.00,520.00,220.00,341.00,381.00,515.00,231.00,329.00,381.00,515.00,231.00,329.00,8.75,20
1.16,21,374.00,520.00,220.00,341.00,381.00,515.00,231.00,329.00,381.00,515.00,231.00,329.00,8.75,21
1.16,22,374.00,520.00,220.00,341.00,381.00,515.00,231.00,329.00,381.00,515.00,231.00,329.00,8.75,22
1.16,24,374.00,520.00,220.00,341.00,381.00,515.00,231.00,329.00,381.00,515.00,231.00,329.00,8.75,24
1.16,25,503.00,715.00,365.00,505.00,503.00,714.00,362.00,507.00,503.00,714.00,362.00,507.00,1.50,25
1.16,27,503.00,715.00,365.00,505.00,503.00,714.00,362.00,507.00,503.00,714.00,362.00,507.00,1.50,27
1.20,2,945.00,1154.00,413.00,594.00,938.00,1168.00,426.00,601.00,938.00,1168.00,426.00,601.00,10.25,2
1.20,3,611.00,847.00,540.00,718.00,608.00,837.00,543.00,723.00,608.00,837.00,543.00,723.00,5.25,3
1.20,4,687.00,862.00,231.00,372.00,691.00,861.00,228.00,372.00,691.00,861.00,228.00,372.00,2.00,4
1.20,8,503.00,717.00,362.00,513.00,504.00,718.00,365.00,517.00,504.00,718.00,365.00,517.00,2.25,8
1.20,25,503.00,717.00,362.00,513.00,504.00,718.00,365.00,517.00,504.00,718.00,365.00,517.00,2.25,25
1.20,27,503.00,717.00,362.00,513.00,504.00,718.00,365.00,517.00,504.00,718.00,365.00,517.00,2.25,27
1.20,29,480.00,684.00,313.00,422.00,478.00,703.00,355.00,446.00,478.00,703.00,355.00,446.00,21.75,29
1.24,2,944.00,1184.00,438.00,613.00,941.00,1169.00,428.00,605.00,941.00,1169.00,428.00,605.00,9.00,2
1.24,3,611.00,830.00,553.00,729.00,611.00,840.00,552.00,722.00,611.00,840.00,552.00,722.00,4.50,3
1.24,4,698.00,864.00,228.00,376.00,696.00,865.00,238.00,376.00,696.00,865.00,238.00,376.00,3.25,4
1.24,8,505.00,722.00,368.00,527.00,514.00,721.00,372.00,521.00,514.00,721.00,372.00,521.00,5.00,8
1.24,25,505.00,722.00,368.00,527.00,514.00,721.00,372.00,521.00,514.00,721.00,372.00,521.00,5.00,25
1.24,27,505.00,722.00,368.00,527.00,514.00,721.00,372.00,521.00,514.00,721.00,372.00,521.00,5.00,27
1.24,29,476.00,722.00,397.00,470.00,493.00,704.00,354.00,451.00,493.00,704.00,354.00,451.00,24.25,29
1.24,30,441.00,625.00,315.00,429.00,456.00,614.00,343.00,437.00,456.00,614.00,343.00,437.00,15.50,30
1.28,2,944.00,1170.00,430.00,609.00,946.00,1176.00,431.00,615.00,946.00,1176.00,431.00,615.00,3.75,2
1.28,3,614.00,843.00,561.00,721.00,614.00,847.00,565.00,720.00,614.00,847.00,565.00,720.00,2.25,3
1.28,4,701.00,869.00,248.00,380.00,700.00,864.00,235.00,382.00,700.00,864.00,235.00,382.00,5.25,4
1.28,8,524.00,724.00,379.00,525.00,519.00,722.00,375.00,526.00,519.00,722.00,375.00,526.00,3.00,8
1.28,25,524.00,724.00,379.00,525.00,519.00,722.00,375.00,526.00,519.00,722.00,375.00,526.00,3.00,25
1.28,27,524.00,724.00,379.00,525.00,519.00,722.00,375.00,526.00,519.00,722.00,375.00,526.00,3.00,27
1.28,29,508.00,705.00,353.00,456.00,497.00,702.00,358.00,449.00,497.00,702.00,358.00,449.00,6.50,29
1.28,30,471.00,603.00,371.00,445.00,450.00,604.00,323.00,422.00,450.00,604.00,323.00,422.00,23.25,30
1.28,31,514.00,721.00,372.00,521.00,519.00,722.00,375.00,526.00,519.00,722.00,375.00,526.00,3.50,31
1.32,2,951.00,1183.00,434.00,625.00,961.00,1178.00,439.00,623.00,961.00,1178.00,439.00,623.00,5.50,2
1.32,3,617.00,854.00,578.00,718.00,621.00,857.00,573.00,719.00,621.00,857.00,573.00,719.00,3.25,3
1.32,4,704.00,863.00,232.00,388.00,709.00,867.00,234.00,382.00,709.00,867.00,234.00,382.00,4.25,4
1.32,8,524.00,723.00,378.00,531.00,526.00,725.00,388.00,528.00,526.00,725.00,388.00,528.00,4.25,8
1.32,25,524.00,723.00,378.00,531.00,526.00,725.00,388.00,528.00,526.00,725.00,388.00,528.00,4.25,25
1.32,27,524.00,723.00,378.00,531.00,526.00,725.00,388.00,528.00,526.00,725.00,388.00,528.00,4.25,27
1.32,29,501.00,700.00,362.00,447.00,503.00,702.00,363.00,449.00,503.00,702.00,363.00,449.00,1.75,29
1.32,30,444.00,594.00,303.00,407.00,458.00,604.00,351.00,444.00,458.00,604.00,351.00,444.00,27.25,30
1.32,31,524.00,723.00,378.00,531.00,526.00,725.00,388.00,528.00,526.00,725.00,388.00,528.00,4.25,31
1.32,32,214.00,315.00,174.00,236.00,215.00,314.00,175.00,237.00,215.00,314.00,175.00,237.00,1.00,32
1.32,33,391.00,518.00,228.00,328.00,385.00,530.00,237.00,341.00,385.00,530.00,237.00,341.00,10.00,33
1.36,2,976.00,1180.00,447.00,631.00,959.00,1184.00,449.00,623.00,959.00,1184.00,449.00,623.00,7.75,2
1.36,3,628.00,867.00,581.00,718.00,635.00,866.00,577.00,720.00,635.00,866.00,577.00,720.00,3.50,3
1.36,4,718.00,870.00,233.00,382.00,708.00,873.00,237.00,386.00,708.00,873.00,237.00,386.00,5.25,4
1.36,8,533.00,728.00,401.00,530.00,528.00,727.00,389.00,536.00,528.00,727.00,389.00,536.00,6.00,8
1.36,25,533.00,728.00,401.00,530.00,528.00,727.00,389.00,536.00,528.00,727.00,389.00,536.00,6.00,25
1.36,27,533.00,728.00,401.00,530.00,528.00,727.00,389.00,536.00,528.00,727.00,389.00,536.00,6.00,27
1.36,31,533.00,728.00,401.00,530.00,528.00,727.00,389.00,536.00,528.00,727.00,389.00,536.00,6.00,31
1.40,2,957.00,1190.00,459.00,623.00,970.00,1196.00,452.00,630.00,970.00,1196.00,452.00,630.00,8.25,2
1.40,3,649.00,875.00,581.00,721.00,638.00,874.00,585.00,720.00,638.00,874.00,585.00,720.00,4.25,3
1.40,4,707.00,879.00,240.00,390.00,708.00,877.00,238.00,389.00,708.00,877.00,238.00,389.00,1.50,4
1.40,8,530.00,729.00,390.00,544.00,535.00,731.00,391.00,545.00,535.00,731.00,391.00,545.00,2.25,8
1.40,25,530.00,729.00,390.00,544.00,535.00,731.00,391.00,545.00,535.00,731.00,391.00,545.00,2.25,25
1.40,27,530.00,729.00,390.00,544.00,535.00,731.00,391.00,545.00,535.00,731.00,391.00,545.00,2.25,27
1.40,31,530.00,729.00,390.00,544.00,535.00,731.00,391.00,545.00,535.00,731.00,391.00,545.00,2.25,31
1.40,34,458.00,661.00,308.00,429.00,457.00,610.00,339.00,458.00,457.00,610.00,339.00,458.00,28.00,34
1.44,2,981.00,1208.00,455.00,637.00,976.00,1210.00,456.00,640.00,976.00,1210.00,456.00,640.00,2.75,2
1.44,3,641.00,882.00,593.00,720.00,631.00,891.00,595.00,719.00,631.00,891.00,595.00,719.00,5.50,3
1.44,4,708.00,881.00,239.00,392.00,711.00,886.00,232.00,396.00,711.00,886.00,232.00,396.00,4.75,4
1.44,8,542.00,735.00,393.00,554.00,535.00,735.00,399.00,550.00,535.00,735.00,399.00,550.00,4.25,8
1.44,25,542.00,735.00,393.00,554.00,535.00,735.00,399.00,550.00,535.00,735.00,399.00,550.00,4.25,25
1.44,27,542.00,735.00,393.00,554.00,535.00,735.00,399.00,550.00,535.00,735.00,399.00,550.00,4.25,27
1.44,31,542.00,735.00,393.00,554.00,535.00,735.00,399.00,550.00,535.00,735.00,399.00,550.00,4.25,31
1.44,34,456.00,559.00,370.00,487.00,457.00,610.00,352.00,460.00,457.00,610.00,352.00,460.00,24.25,34
1.44,36,394.00,577.00,238.00,347.00,396.00,575.00,242.00,341.00,396.00,575.00,242.00,341.00,3.50,36
1.48,2,982.00,1224.00,460.00,650.00,969.00,1209.00,457.00,652.00,969.00,1209.00,457.00,652.00,8.25,2
1.48,3,624.00,908.00,605.00,718.00,635.00,881.00,605.00,718.00,635.00,881.00,605.00,718.00,9.50,3
1.48,4,714.00,895.00,226.00,403.00,712.00,897.00,236.00,384.00,712.00,897.00,236.00,384.00,8.25,4
1.48,8,535.00,739.00,407.00,555.00,536.00,737.00,404.00,557.00,536.00,737.00,404.00,557.00,2.00,8
1.48,25,535.00,739.00,407.00,555.00,536.00,737.00,404.00,557.00,536.00,737.00,404.00,557.00,2.00,25
1.48,27,535.00,739.00,407.00,555.00,536.00,737.00,404.00,557.00,536.00,737.00,404.00,557.00,2.00,27
1.48,31,535.00,739.00,407.00,555.00,536.00,737.00,404.00,557.00,536.00,737.00,404.00,557.00,2.00,31
1.48,34,457.00,610.00,365.00,462.00,448.00,626.00,343.00,462.00,448.00,626.00,343.00,462.00,11.75,34
1.48,36,398.00,573.00,246.00,335.00,394.00,575.00,240.00,344.00,394.00,575.00,240.00,344.00,5.25,36
1.48,37,470.00,646.00,330.00,422.00,448.00,626.00,343.00,462.00,448.00,626.00,343.00,462.00,23.75,37
1.52,2,962.00,1208.00,458.00,664.00,979.00,1236.00,468.00,656.00,979.00,1236.00,468.00,656.00,15.75,2
1.52,3,639.00,871.00,615.00,717.00,637.00,896.00,611.00,720.00,637.00,896.00,611.00,720.00,8.50,3
1.52,4,713.00,908.00,240.00,372.00,712.00,890.00,239.00,389.00,712.00,890.00,239.00,389.00,9.25,4
1.52,8,537.00,739.00,409.00,564.00,544.00,742.00,411.00,563.00,544.00,742.00,411.00,563.00,3.25,8
1.52,25,537.00,739.00,409.00,564.00,544.00,742.00,411.00,563.00,544.00,742.00,411.00,563.00,3.25,25
1.52,27,537.00,739.00,409.00,564.00,544.00,742.00,411.00,563.00,544.00,742.00,411.00,563.00,3.25,27
1.52,31,537.00,739.00,409.00,564.00,544.00,742.00,411.00,563.00,544.00,742.00,411.00,563.00,3.25,31
1.52,34,439.00,642.00,334.00,464.00,443.00,624.00,347.00,465.00,443.00,624.00,347.00,465.00,9.00,34
1.52,36,392.00,575.00,238.00,347.00,391.00,575.00,239.00,339.00,391.00,575.00,239.00,339.00,2.50,36
1.52,37,426.00,606.00,356.00,502.00,443.00,624.00,347.00,465.00,443.00,624.00,347.00,465.00,20.25,37
1.56,2,989.00,1263.00,479.00,660.00,984.00,1242.00,476.00,661.00,984.00,1242.00,476.00,661.00,7.50,2
1.56,3,639.00,911.00,617.00,722.00,640.00,902.00,616.00,719.00,640.00,902.00,616.00,719.00,3.50,3
1.56,4,712.00,883.00,242.00,394.00,720.00,892.00,239.00,391.00,720.00,892.00,239.00,391.00,5.75,4
1.56,8,552.00,747.00,418.00,569.00,550.00,750.00,413.00,570.00,550.00,750.00,413.00,570.00,2.75,8
1.56,25,552.00,747.00,418.00,569.00,550.00,750.00,413.00,570.00,550.00,750.00,413.00,570.00,2.75,25
1.56,27,552.00,747.00,418.00,569.00,550.00,750.00,413.00,570.00,550.00,750.00,413.00,570.00,2.75,27
1.56,31,552.00,747.00,418.00,569.00,550.00,750.00,413.00,570.00,550.00,750.00,413.00,570.00,2.75,31
1.56,34,438.00,622.00,351.00,468.00,447.00,620.00,340.00,472.00,447.00,620.00,340.00,472.00,6.50,34
1.56,36,388.00,575.00,238.00,334.00,394.00,573.00,239.00,340.00,394.00,573.00,239.00,340.00,3.75,36
1.56,37,438.00,622.00,351.00,468.00,447.00,620.00,340.00,472.00,447.00,620.00,340.00,472.00,6.50,37
1.60,2,989.00,1248.00,484.00,666.00,989.00,1246.00,482.00,673.00,989.00,1246.00,482.00,673.00,2.75,2
1.60,3,643.00,908.00,621.00,718.00,616.00,894.00,621.00,719.00,616.00,894.00,621.00,719.00,10.50,3
1.60,4,728.00,894.00,239.00,393.00,721.00,893.00,239.00,393.00,721.00,893.00,239.00,393.00,2.00,4
1.60,8,556.00,758.00,415.00,577.00,547.00,755.00,415.00,573.00,547.00,755.00,415.00,573.00,4.00,8
1.60,25,556.00,758.00,415.00,577.00,547.00,755.00,415.00,573.00,547.00,755.00,415.00,573.00,4.00,25
1.60,27,556.00,758.00,415.00,577.00,547.00,755.00,415.00,573.00,547.00,755.00,415.00,573.00,4.00,27
1.60,31,556.00,758.00,415.00,577.00,547.00,755.00,415.00,573.00,547.00,755.00,415.00,573.00,4.00,31
1.60,34,451.00,616.00,333.00,479.00,472.00,644.00,355.00,468.00,472.00,644.00,355.00,468.00,20.50,34
1.60,36,397.00,571.00,239.00,341.00,399.00,573.00,247.00,342.00,399.00,573.00,247.00,342.00,3.25,36
1.60,37,451.00,616.00,333.00,479.00,472.00,644.00,355.00,468.00,472.00,644.00,355.00,468.00,20.50,37
1.64,2,994.00,1250.00,488.00,685.00,988.00,1256.00,486.00,682.00,988.00,1256.00,486.00,682.00,4.25,2
1.64,3,592.00,886.00,626.00,719.00,660.00,881.00,641.00,721.00,660.00,881.00,641.00,721.00,22.50,3
1.64,4,722.00,894.00,239.00,395.00,727.00,895.00,246.00,393.00,727.00,895.00,246.00,393.00,3.75,4
1.64,8,544.00,760.00,417.00,576.00,548.00,763.00,413.00,580.00,548.00,763.00,413.00,580.00,3.75,8
1.64,25,544.00,760.00,417.00,576.00,548.00,763.00,413.00,580.00,548.00,763.00,413.00,580.00,3.75,25
1.64,27,544.00,760.00,417.00,576.00,548.00,763.00,413.00,580.00,548.00,763.00,413.00,580.00,3.75,27
1.64,31,544.00,760.00,417.00,576.00,548.00,763.00,413.00,580.00,548.00,763.00,413.00,580.00,3.75,31
1.64,34,497.00,668.00,370.00,464.00,472.00,649.00,354.00,468.00,472.00,649.00,354.00,468.00,16.00,34
1.64,36,404.00,573.00,255.00,344.00,391.00,563.00,245.00,351.00,391.00,563.00,245.00,351.00,10.00,36
1.64,37,497.00,668.00,370.00,464.00,472.00,649.00,354.00,468.00,472.00,649.00,354.00,468.00,16.00,37
1.68,2,987.00,1266.00,490.00,691.00,997.00,1258.00,499.00,694.00,997.00,1258.00,499.00,694.00,7.50,2
1.68,3,704.00,868.00,661.00,723.00,664.00,881.00,651.00,723.00,664.00,881.00,651.00,723.00,15.75,3
1.68,4,733.00,897.00,253.00,393.00,726.00,900.00,249.00,396.00,726.00,900.00,249.00,396.00,4.25,4
1.68,8,549.00,771.00,411.00,587.00,547.00,769.00,414.00,589.00,547.00,769.00,414.00,589.00,2.25,8
1.68,25,549.00,771.00,411.00,587.00,547.00,769.00,414.00,589.00,547.00,769.00,414.00,589.00,2.25,25
1.68,27,549.00,771.00,411.00,587.00,547.00,769.00,414.00,589.00,547.00,769.00,414.00,589.00,2.25,27
1.68,31,549.00,771.00,411.00,587.00,547.00,769.00,414.00,589.00,547.00,769.00,414.00,589.00,2.25,31
1.68,34,472.00,654.00,353.00,468.00,482.00,639.00,351.00,479.00,482.00,639.00,351.00,479.00,9.50,34
1.68,36,383.00,553.00,243.00,360.00,389.00,566.00,244.00,350.00,389.00,566.00,244.00,350.00,7.50,36
1.68,37,472.00,654.00,353.00,468.00,482.00,639.00,351.00,479.00,482.00,639.00,351.00,479.00,9.50,37
1.72,2,1006.00,1260.00,512.00,706.00,997.00,1266.00,503.00,695.00,997.00,1266.00,503.00,695.00,8.75,2
1.72,4,725.00,905.00,252.00,399.00,742.00,918.00,251.00,401.00,742.00,918.00,251.00,401.00,8.25,4
1.72,8,546.00,775.00,415.00,598.00,558.00,769.00,424.00,598.00,558.00,769.00,424.00,598.00,6.75,8
1.72,25,546.00,775.00,415.00,598.00,558.00,769.00,424.00,598.00,558.00,769.00,424.00,598.00,6.75,25
1.72,27,546.00,775.00,415.00,598.00,558.00,769.00,424.00,598.00,558.00,769.00,424.00,598.00,6.75,27
1.72,31,546.00,775.00,415.00,598.00,558.00,769.00,424.00,598.00,558.00,769.00,424.00,598.00,6.75,31
1.72,34,492.00,629.00,348.00,490.00,479.00,656.00,368.00,488.00,479.00,656.00,368.00,488.00,15.50,34
1.72,36,387.00,569.00,243.00,349.00,420.00,599.00,268.00,379.00,420.00,599.00,268.00,379.00,29.50,36
1.72,37,492.00,629.00,348.00,490.00,479.00,656.00,368.00,488.00,479.00,656.00,368.00,488.00,15.50,37
1.76,2,997.00,1274.00,507.00,696.00,1006.00,1271.00,508.00,711.00,1006.00,1271.00,508.00,711.00,7.00,2
1.76,4,758.00,936.00,253.00,406.00,748.00,919.00,264.00,406.00,748.00,919.00,264.00,406.00,9.50,4
1.76,8,569.00,769.00,434.00,607.00,560.00,770.00,433.00,604.00,560.00,770.00,433.00,604.00,3.50,8
1.76,25,569.00,769.00,434.00,607.00,560.00,770.00,433.00,604.00,560.00,770.00,433.00,604.00,3.50,25
1.76,27,569.00,769.00,434.00,607.00,560.00,770.00,433.00,604.00,560.00,770.00,433.00,604.00,3.50,27
1.76,31,569.00,769.00,434.00,607.00,560.00,770.00,433.00,604.00,560.00,770.00,433.00,604.00,3.50,31
1.76,34,476.00,673.00,385.00,497.00,480.00,648.00,349.00,489.00,480.00,648.00,349.00,489.00,18.25,34
1.76,37,476.00,673.00,385.00,497.00,480.00,648.00,349.00,489.00,480.00,648.00,349.00,489.00,18.25,37
1.76,40,743.00,921.00,256.00,399.00,745.00,922.00,262.00,403.00,745.00,922.00,262.00,403.00,3.25,40
1.76,41,535.00,763.00,396.00,501.00,528.00,753.00,389.00,497.00,528.00,753.00,389.00,497.00,7.00,41
1.80,2,1015.00,1276.00,513.00,727.00,1015.00,1282.00,514.00,711.00,1015.00,1282.00,514.00,711.00,5.75,2
1.80,4,754.00,920.00,277.00,411.00,754.00,925.00,264.00,412.00,754.00,925.00,264.00,412.00,4.75,4
1.80,8,562.00,771.00,442.00,610.00,561.00,773.00,441.00,610.00,561.00,773.00,441.00,610.00,1.00,8
1.80,25,562.00,771.00,442.00,610.00,561.00,773.00,441.00,610.00,561.00,773.00,441.00,610.00,1.00,25
1.80,27,562.00,771.00,442.00,610.00,561.00,773.00,441.00,610.00,561.00,773.00,441.00,610.00,1.00,27
1.80,31,562.00,771.00,442.00,610.00,561.00,773.00,441.00,610.00,561.00,773.00,441.00,610.00,1.00,31
1.80,34,481.00,640.00,330.00,490.00,478.00,658.00,346.00,501.00,478.00,658.00,346.00,501.00,12.00,34
1.80,37,481.00,640.00,330.00,490.00,478.00,658.00,346.00,501.00,478.00,658.00,346.00,501.00,12.00,37
1.80,42,408.00,590.00,260.00,382.00,411.00,590.00,266.00,385.00,411.00,590.00,266.00,385.00,3.00,42
1.84,2,1024.00,1293.00,520.00,711.00,1016.00,1286.00,518.00,714.00,1016.00,1286.00,518.00,714.00,5.00,2
1.84,4,760.00,931.00,264.00,418.00,757.00,932.00,268.00,423.00,757.00,932.00,268.00,423.00,3.25,4
1.84,8,562.00,776.00,449.00,616.00,567.00,781.00,445.00,617.00,567.00,781.00,445.00,617.00,3.75,8
1.84,25,562.00,776.00,449.00,616.00,567.00,781.00,445.00,617.00,567.00,781.00,445.00,617.00,3.75,25
1.84,27,562.00,776.00,449.00,616.00,567.00,781.00,445.00,617.00,567.00,781.00,445.00,617.00,3.75,27
1.84,31,562.00,776.00,449.00,616.00,567.00,781.00,445.00,617.00,567.00,781.00,445.00,617.00,3.75,31
1.84,34,476.00,668.00,343.00,513.00,484.00,658.00,362.00,507.00,484.00,658.00,362.00,507.00,10.75,34
1.84,37,476.00,668.00,343.00,513.00,484.00,658.00,362.00,507.00,484.00,658.00,362.00,507.00,10.75,37
1.88,2,1017.00,1290.00,522.00,717.00,1020.00,1286.00,524.00,718.00,1020.00,1286.00,524.00,718.00,2.50,2
1.88,4,760.00,939.00,272.00,434.00,763.00,930.00,267.00,427.00,763.00,930.00,267.00,427.00,6.00,4
1.88,8,573.00,789.00,449.00,624.00,567.00,786.00,448.00,624.00,567.00,786.00,448.00,624.00,2.50,8
1.88,25,573.00,789.00,449.00,624.00,567.00,786.00,448.00,624.00,567.00,786.00,448.00,624.00,2.50,25
1.88,27,573.00,789.00,449.00,624.00,567.00,786.00,448.00,624.00,567.00,786.00,448.00,624.00,2.50,27
1.88,31,573.00,789.00,449.00,624.00,567.00,786.00,448.00,624.00,567.00,786.00,448.00,624.00,2.50,31
1.88,34,490.00,658.00,378.00,513.00,485.00,666.00,364.00,511.00,485.00,666.00,364.00,511.00,7.25,34
1.88,37,490.00,658.00,378.00,513.00,485.00,666.00,364.00,511.00,485.00,666.00,364.00,511.00,7.25,37
1.92,2,1024.00,1286.00,530.00,722.00,1012.00,1276.00,531.00,725.00,1012.00,1276.00,531.00,725.00,6.50,2
